chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
Operational Procedures,4913,"For twin-engined aircraft, the take-off alternate shall be located at a distance that : (Annex 6, Part I)","Does not exceed the equivalent of one hour of flight time, at cruising speed with only one engine operative.","Does not exceed the equivalent of two hours of flight time, at cruising speed with only one engine operative.",Does not exceed the equivalent of one hour of flight time at cruising speed all engines operating.,Does not exceed the equivalent of two hour of flight time at cruising speed all engines operating.,A,"According to ICAO Annex 6, Part I, a take-off alternate must be selected if weather conditions at the departure aerodrome are below the applicable landing minima. For twin-engined aircraft, this alternate must be located within a distance equivalent to one hour of flight time at the one-engine-inoperative cruising speed in still air. This safety standard ensures that the aircraft can safely reach a diversion airport in the event of an engine failure immediately after departure."
Operational Procedures,4914,"One shall not initiate any flight made in accordance with instrument flight rules unless the available information indicates that the conditions at the aerodrome of predicted destination or, at an aerodrome of alternative destination, are: (Annex 6, Part I)",At the predicted time of arrival equal to or better than the minimum conditions required for aerodrome use.,At the predicted time of take-off equal to or better than the minimum conditions required for aerodrome use.,"At the predicted time of arrival, and for a reasonable period before and after such a predicted time, equal to or better than the minimum conditions required for aerodrome use.",At the predicted time of arrival better than the minimum conditions required for aerodrome use.,A,"According to ICAO Annex 6, Part I, an IFR flight must not be commenced unless the latest meteorological information indicates that conditions at the destination, or at least one destination alternate, will be at or above the established operating minima at the estimated time of arrival. This baseline international standard focuses specifically on the predicted time of arrival without mandating a pre-flight time buffer for the destination itself. Therefore, the weather must simply be equal to or better than the required aerodrome minima at that expected arrival time."
Operational Procedures,4915,"When refueling is being performed while passengers are boarding or disembarking the aircraft, it is necessary that: (Annex 6, Part I)",Communications be maintained between ground personnel and qualified personnel on board.,The aircraft's stairs be completely extended.,Refueling is prohibited while passengers are boarding and/or disembarking.,All the flight crew be on board.,A,"According to ICAO Annex 6, Part I, refueling while passengers are boarding or disembarking is permitted only if continuous two-way communication is maintained between the ground crew and qualified personnel on board. This communication link is critical to ensure that in the event of an emergency, such as a fuel spill or fire, immediate action can be coordinated to halt the operation and initiate a rapid passenger evacuation."
Operational Procedures,4916,"The operator will include in the operations manual a list of minimum required equipment approved by : (Annex 6, Part I)",The country of the operator.,The country where the aircraft was manufactured.,The country where the aircraft is operated.,It is not mandatory that such a book be approved by aviation authorities.,A,"According to ICAO Annex 6, Part I, the State of the Operator holds the primary responsibility for the safety oversight and operational certification of its air carriers. Consequently, the Minimum Equipment List (MEL) included in the operations manual must be approved by the aviation authority of the country of the operator. This ensures the operator complies with the specific regulatory standards of the state responsible for issuing and maintaining their Air Operator Certificate (AOC)."
Operational Procedures,4917,"Aircraft using a VFR flight plan in controlled airspace shall be equipped: (Annex 6, Part I)",As is necessary for aircraft that operate in accordance with instrument flight rules.,Only as is necessary for aircraft that make VFR flights.,With more anti-icing and/or de-icing devices (if one expects icy conditions).,"As is necessary for aircraft that make VFR flights, and such aircraft must also possess indicators of attitude and course, along with a precise barometric altimeter.",A,"According to ICAO Annex 6, Part I, any aircraft operating under visual flight rules (VFR) as a controlled flight within controlled airspace must be equipped to the same standards as an aircraft operating under instrument flight rules (IFR). This requirement ensures that VFR aircraft have the necessary flight, navigation, and communication instruments to safely integrate with IFR traffic and comply with air traffic control instructions. Therefore, option A is the correct standard."
Operational Procedures,4918,The M.E.L. (Minimum Equipment List) is drawn up by :,the operator,the manufacturer,the aircraft manufacturer's list,the aircraft state of registry,A,"The Minimum Equipment List (MEL) is drawn up by the aircraft operator to customize operations to their specific routes and fleet configuration, using the manufacturer's Master Minimum Equipment List (MMEL) as a baseline. While the MMEL is created by the manufacturer, the operator must produce their own MEL, which cannot be less restrictive than the MMEL. This operator-created document is then submitted to the civil aviation authority for final approval before use."
Operational Procedures,4919,The M.M.E.L. (Master Minimum Equipment List) is drawn up by :,the manufacturer.,the operator.,the aircraft manufacture'rs list.,the aircraft state of registry.,A,"The Master Minimum Equipment List (MMEL) is established and drawn up by the aircraft manufacturer (the Type Certificate holder) as the baseline document detailing which systems and equipment can be temporarily inoperative while still maintaining safe flight operations. Individual operators then use this manufacturer-provided MMEL as the foundation to create their own, more restrictive Minimum Equipment List (MEL) for approval by their local authority."
Operational Procedures,4920,"The regulatory green navigation light is located on the starboard wing tip, with a coverage angle of :",110°.,140°.,70°.,220°.,A,"According to aviation regulations, the starboard green navigation light must project an unbroken beam of light from dead ahead to 110° to the right. This, combined with the port red light covering 110° and the white tail light covering 140°, ensures a full 360° of coverage around the aircraft for collision avoidance."
Operational Procedures,4921,Flight data recorders must keep the data and parameters recorded during at least the last :,25 hours of operation.,30 hours of operation.,flight.,48 hours of operation.,A,"According to commercial aviation regulations, such as EASA CAT.IDE.A.190, flight data recorders installed on transport category aircraft must be capable of retaining recorded data for at least the last 25 hours of operation. This duration ensures that a comprehensive history of flight parameters is preserved across multiple flight sectors to assist investigators in the event of an incident. Consequently, any recorded data older than 25 hours of system operation is systematically overwritten."
Operational Procedures,4922,"For aircraft certified before the 1 april 1998, cockpit voice recorder must keep the conversations and sound alarms recorded during the last :",30 minutes of operation.,25 hours of operation.,flight.,48 hours of operation.,A,"Under older aviation regulations, such as JAR-OPS, transport category aircraft certified before 1 April 1998 are only required to have a cockpit voice recorder (CVR) capable of retaining the last 30 minutes of operation. This grandfathering rule allowed older magnetic tape technology to remain compliant, whereas later certification standards mandated longer recording durations of 2 hours or more."
Operational Procedures,4923,"On board a non-pressurized aircraft, the crew and all the passengers must be fed with oxygen throughout the flight period during which the pressure altitude is greater than :",13 000 ft,12 000 ft,11 000 ft,10 000 ft,A,"For non-pressurized aircraft, regulations stipulate that supplemental oxygen must be provided to all occupants when the aircraft operates at pressure altitudes above 13,000 ft for the entire duration of the flight. Below this altitude, oxygen requirements apply only to flight crew members for flights exceeding specific durations or at lower altitudes for extended periods."
Operational Procedures,4924,"On board a non-pressurized aircraft, 10% of the passengers must be supplied with oxygen throughout the period of flight, reduced by 30 minutes, during which the pressure altitude is between :",10 000 ft and 13 000 ft,10 000 ft and 12 000 ft,11 000 ft and 13 000 ft,11 000 ft and 12 000 ft,A,"According to EASA Part-CAT regulations, oxygen must be provided for 10% of passengers when the aircraft is operated at pressure altitudes between 10,000 ft and 13,000 ft. For this specific range, the supply must cover the entire flight duration minus the first 30 minutes."
Operational Procedures,4925,"On board a pressurized aircraft, a flight shall be undertaken only if the aircraft is provided with an oxygen reserve enabling all the crew members and part of the passengers to be supplied with oxygen in the event of a cabin depressurization, throughout the flight period, during which the pressure altitude is greater than :",10 000 ft.,11 000 ft.,12 000 ft.,13 000 ft.,A,"Regulatory requirements mandate that oxygen supply systems for pressurized aircraft must be sufficient to protect occupants if cabin altitude exceeds 10,000 ft. This threshold is established to prevent the onset of hypoxia and ensure safety during an emergency depressurization event."
Operational Procedures,4926,"For the flight crew members, quickly-fitted oxygen masks are compulsory on board any pressurized aircraft flying at a pressure altitude greater than :",25 000 ft,13 000 ft,29 000 ft,10 000 ft,A,"According to EASA and ICAO regulations, flight crew members must have quick-donning oxygen masks immediately available when operating pressurized aircraft above FL250. This requirement ensures that in the event of a rapid decompression, the crew can secure supplemental oxygen within the required five-second time-of-useful-consciousness window."
Operational Procedures,4927,A recent aircraft must be provided with a flight data recorder when its certified take-off gross weight is greater than :,5 700 kg,14 000 kg,20 000 kg,27 000 kg,A,"According to ICAO Annex 6, all turbine-engined aeroplanes with a maximum certificated take-off mass in excess of 5,700 kg are required to be equipped with a flight data recorder. This regulation ensures a minimum standard of safety and accident investigation capability for commercial operations involving aircraft of this size and above."
Operational Procedures,4928,"The coverage angle of the regulatory white position lights, continuously lit in flight and located at the rear of the aircraft, is :",140°,110°,70°,220°,A,"According to ICAO Annex 2, the rear white position light must be visible through a dihedral angle of 140 degrees. This light is positioned so that it displays an unbroken light symmetrically behind the aircraft, covering the sector not occupied by the red and green side lights."
Operational Procedures,4929,"During a night flight, an observer located in the cockpit, seeing an aircraft coming from the front left, will first see the :",green steady light,red steady light,white steady light,green flashing light,A,"According to standard aviation navigation light rules, the red light is on the left wingtip and the green light is on the right wingtip. If an aircraft is approaching from your front left, you are seeing its right side, which displays the green steady navigation light."
Operational Procedures,4930,The JAR-OPS is based on :,ICAO Appendix 6,The air transport rules,The Federal Aviation Requirements (FAR),A JAA guideline,A,"JAR-OPS regulations were developed to provide a harmonized set of requirements for commercial air transport across member states. These regulations are fundamentally based on the Standards and Recommended Practices (SARPs) defined in ICAO Annex 6, which covers the operation of aircraft."
Operational Procedures,4931,"During a night flight, an observer located in the cockpit, seeing an aircraft coming from the front right right, will first see the :",red steady light,green steady light,white steady light,green flashing light,A,"According to standard navigation light requirements, an aircraft displays a red light on its left wingtip and a green light on its right wingtip. Because the other aircraft is approaching from your right, its left wing (the red light) is the side oriented toward your cockpit."
Operational Procedures,4932,"The coverage angle of the regulatory red position light, continuously lit in flight and located at the tip of the left wing is :",110°,140°,70°,220°,A,"According to international aviation regulations, the red position light on the left wing must be visible through an arc of 110 degrees. This specific coverage ensures the light is displayed from directly ahead to 110 degrees to the left, allowing other pilots to determine the aircraft's relative heading during night operations."
Operational Procedures,4933,"For turbo-jet aircraft, in the flight preparation stage, the landing distance at the scheduled destination aerodrome shall be less than the available landing distance multiplied by a factor of :",0.6,0.7,0.5,0.8,A,"For turbo-jet aircraft, safety regulations require that the landing distance at the destination must allow for a margin of error due to variables like runway conditions and weather. Applying a factor of 0.6 ensures that the required landing distance is no more than 60% of the available landing distance, providing a sufficient safety buffer for a full-stop landing."
Operational Procedures,4934,"For turbo-propeller aircraft, in the flight preparation stage, the landing distance on at alternate aerodrome shall be less than the available landing distance multiplied by a factor of :",0.7,0.6,0.5,0.8,A,"For turbo-propeller aircraft, the regulations require that the landing distance at the alternate aerodrome must not exceed 70% of the landing distance available. This 0.7 factor provides a necessary safety margin to account for variations in runway surface conditions and pilot technique during arrival at an alternate airport."
Operational Procedures,4935,"The validity period of a """"certificate of airworthiness"""" varies with the conditions under which the aircraft is maintained.If the maintenance is carried out according to an approved programme and done in a maintenance shop approved by the Minister of Civil Aviation, the validity period is:",three years.,three years for public transport aircraft and one year for the others.,three years for public transport aircraft and five years for the others.,three years if the aircraft has not undergone major modifications.,A,"When an aircraft is maintained under an approved maintenance programme by a facility certified by the Civil Aviation Authority, the certificate of airworthiness is granted a standard three-year validity period. This regulatory provision recognizes that the stringent oversight and maintenance standards ensure the aircraft remains in a condition for safe operation for the duration of that timeframe."
Operational Procedures,4936,The first part of the JAR-OPS applies to:,the operation by a state member of the JAA of any civil commercial transport aircraft.,the aircraft proceeding from European states or flying over them.,"the aircraft used by police, customs and defense departments.",the operation by a state member of the JAA of any civil aircraft.,A,"JAR-OPS Part 1 was established to standardize the regulatory requirements for the commercial air transport operations of airplanes within JAA member states. It specifically excludes non-commercial operations, as well as specialized services like police, customs, or military flights."
Operational Procedures,4937,Information concerning evacuation procedures can be found in the :,operation manual.,flight manual.,journey logbook.,operational flight plan.,A,"The Operations Manual contains the specific standard operating procedures, including emergency and evacuation drills, tailored to the operator's aircraft and safety policies. While the Flight Manual focuses on aircraft technical performance, the Operations Manual provides the detailed procedural guidance necessary for flight crews to execute evacuations effectively."
Operational Procedures,4938,"An operator must ensure that, for the duration of each flight, be kept on the ground a copy of the :",operation flight plan.,ATC (Air Traffic Control) flight plan.,flight plan processing.,flight route sheet.,A,"The operational flight plan contains essential data regarding fuel planning, performance, and route details necessary for flight monitoring. Regulations require that a copy of this document be retained on the ground throughout the flight to ensure support staff can assist in emergencies or operational contingencies."
Operational Procedures,4939,"An operator must ensure that for the duration of each flight, be kept on the ground, if required:",a copy of the weight and balance sheet.,a copy of the calculated take-off performances.,the calculation of the airborne fuel quantity.,the aircraft equipment report (logbook).,A,"Regulatory requirements mandate that a copy of the final load sheet, including weight and balance details, must be retained on the ground for the duration of the flight. This ensures that ground personnel and authorities have immediate access to critical safety data in the event of an incident or for operational verification."
Operational Procedures,4940,"After an accident, the operator of an airplane equipped with a flight recorder must keep the original recordings for a minimum period of:",60 days.,30 days.,90 days.,45 days.,A,"According to ICAO Annex 6, operators are required to preserve the original flight recorder recordings for a minimum of 60 days following an accident or serious incident. This retention period ensures that crucial data remains available for the duration of the initial investigation and potential regulatory review."
Operational Procedures,4941,"During a flight, the chief steward informs the crew that a passenger is using a portable device suspected to disburb the aircraft electronic systems. The captain:",must not authorize any person to use such a device on board.,authorizes its use except during take-off and landing phases.,authorizes its use during the whole flight phase.,"may authorize the use of this device, as an exception.",A,"If a portable electronic device is suspected of interfering with the aircraft's communication or navigation systems, the captain has no authority to allow its operation. Safety regulations mandate that any device posing a risk to the aircraft's electronic environment must be prohibited to ensure the continued airworthiness and safe conduct of the flight."
Operational Procedures,4942,"Each flight is subject to a preliminary file collecting a certain amount of information. The operator will see that this file is kept on ground. It contains more particularly:1 - the weather conditions for the day including the weather forecast at destination,2 - one copy of the operational flight plan and, if required, the weight and balance sheet,3 - copies of the relevant parts of the aircraft's materiel report,4 - the en-route NOTAM documentation when specifically issued by the operator,5 - notification for special loadings,6 - for each flight, details of the day's performances and limitations with completed charts.The combination regrouping all the correct statements is:","2,3,4,5","1,2,3,4,5,6","1,3,5","2,4",A,"The preliminary flight file is required by regulation to contain documentation essential for operational control and safety, such as the flight plan, load sheet, and relevant NOTAMs. Items 1 and 6 are excluded from this specific ground file requirement because weather briefings and performance calculations are operational tasks conducted during the pre-flight planning phase rather than static file components. Therefore, the list of mandatory records is correctly limited to options 2, 3, 4, and 5."
Operational Procedures,4943,"In accordance with JAR-OPS 1, an operator shall ensure that all relevant operational and technical information for a individual flight is preserved on ground for a predetermined period of time. Consequently, if practicable, a copy of the operational flight plan shall be retained, during at least :",3 months,12 months,15 months,24 months,A,JAR-OPS 1 requires operators to retain essential operational flight documentation to ensure accountability and facilitate potential investigations. A minimum retention period of 3 months for the operational flight plan is mandated to allow sufficient time for any necessary audits or post-flight reviews.
Operational Procedures,4944,The captain is asked by the authority to present the documents of the aircraft. He,"must do so, within a reasonable period of time.",can request a delay of 48 hours.,can refuse to present them.,can only do so after having consulted the operator.,A,"ICAO standards and national aviation regulations dictate that the pilot-in-command must make required aircraft documents available for inspection by authorized authorities upon request. While the documents must be presented, ""a reasonable period of time"" accounts for practical constraints, such as if the documents are currently stored in a secure location or if the pilot is in the middle of urgent flight duties."
Operational Procedures,4945,"The """"NO SMOKING"""" sign must be illuminated :",when oxygen is being supplied in the cabin.,during climb and descent.,in each cabin section if oxygen is being carried.,during take off and landing.,A,"Oxygen supports and accelerates combustion, creating a significant fire hazard if a heat or ignition source is present. Therefore, the ""NO SMOKING"" sign must be illuminated whenever oxygen is being supplied in the cabin to ensure passenger safety and mitigate the risk of fire."
Operational Procedures,4946,A category II precision approach (CAT II) is an approach with :,a decision height of at least 100 ft,a decision height of at least 200 ft,a decision height of at least 50 ft,no decision height,A,A CAT II approach is defined as a precision instrument approach with a decision height lower than 200 feet but not lower than 100 feet. This classification serves to bridge the gap between standard precision approaches and the much lower minimums associated with CAT III operations.
Operational Procedures,4947,A category III C precision approach (CAT III C) is an approach with :,no runway visual range limits,a runway visual range of at least 50 m,a runway visual range of at least 200 m,a runway visual range of at least 350 m,A,"A Category III C approach is defined as an operation down to and along the runway surface without a requirement for specific runway visual range (RVR) minimums. Consequently, it allows for landings in conditions of zero visibility where no visual reference is required for the landing or rollout."
Operational Procedures,4948,A category I precision approach (CAT I) is an approach which may be carried out with a runway visual range of at least :,550 m,350 m,800 m,500 m,A,"A CAT I precision approach is defined by an ILS or MLS procedure with a decision height not lower than 200 feet. According to ICAO and EASA operational standards, the minimum required visibility for this category is a runway visual range of 550 meters."
Operational Procedures,4949,A category III A precision approach (CAT III A) is an approach which may be carried out with a runway visual range of at least :,200 m,100 m,250 m,50 m,A,"A CAT III A approach is defined by a runway visual range (RVR) of not less than 200 meters, typically with no decision height or a decision height lower than 100 feet. This classification sits between CAT II and CAT III B operations, providing the minimum visibility requirements necessary for an aircraft to perform an automatic landing."
Operational Procedures,4950,A category III B precision approach (CAT III B) is an approach which may be carried out with a runway visual range of at least :,75 m,150 m,250 m,200 m,A,"A CAT III B approach is defined by the ability to conduct operations with a decision height below 50 feet and a runway visual range (RVR) as low as 75 meters. This capability allows aircraft to land in extremely low visibility conditions where visual reference is minimal or absent until the final moments of the rollout. Options B, C, and D reflect the RVR requirements for CAT III A, CAT II, and CAT I approaches, respectively."
Operational Procedures,4951,A category I precision approach (CAT I) has :,a decision height equal to at least 200 ft.,a decision height equal to at least 100 ft.,a decision height equal to at least 50 ft.,no decision height.,A,"A Category I precision approach is defined by an Instrument Landing System (ILS) with a decision height not lower than 200 feet above the runway threshold. Any decision height below 200 feet would classify the operation as Category II or III, which require significantly higher levels of equipment redundancy and crew certification."
Operational Procedures,4952,A category D aircraft can carry out an indirect approach followed by a visual maneuver only if the horizontal visibility is higher than or equal to :,3600 m,2400 m,1600 m,1500 m,A,"According to ICAO PANS-OPS criteria, a circling approach requires specific meteorological minima based on the aircraft category to ensure safe terrain clearance during visual maneuvering. For a Category D aircraft, the prescribed minimum visibility for a circling maneuver is 3600 meters to provide adequate visual reference while maneuvering for landing."
Operational Procedures,4953,A category C aircraft can carry out an indirect approach followed by a visual maneuver only if the horizontal visibility is higher than or equal to :,2400 m,3600 m,1600 m,1500 m,A,"According to ICAO PANS-OPS criteria, a circling approach or visual maneuver requires specific visibility minima based on the aircraft category. For a Category C aircraft, the prescribed minimum horizontal visibility for an indirect approach is 2400 meters."
Operational Procedures,4954,A category B aircraft can carry out an indirect approach followed by a visual maneuver only if the horizontal visibility is higher than or equal to:,1600 m,1500 m,3600 m,2400 m,A,"According to ICAO PANS-OPS criteria, a Category B aircraft requires a minimum horizontal visibility of 1600 meters to perform an indirect approach followed by a visual maneuver. This ensures the pilot maintains sufficient visual reference with the aerodrome environment while maneuvering for landing after leaving the approach path."
Operational Procedures,4955,A category A aircraft can carry out an indirect approach followed by a visual manoeuvre only if the horizontal visibility is higher than or equal to :,1500 m,2400 m,1600 m,3600 m,A,"According to ICAO PANS-OPS criteria, a Category A aircraft is required to maintain a minimum meteorological visibility of 1500 meters to perform an indirect approach, often referred to as a circling approach. This visibility threshold ensures the pilot maintains adequate visual reference to the terrain and the runway environment while maneuvering for landing."
Operational Procedures,4956,"During a conventional approach, the Minimum Descent Height (MDH) is referred to the runway threshold altitude and not to the aerodrome altitude if the runway threshold is at more than :",2 m (7 ft) below the airdrome altitude,2 m (7 ft) above the airdrome altitude,4 m (14 ft) below the airdrome altitude,4 m (14 ft) above the airdrome altitude,A,"The MDH is referenced to the aerodrome elevation unless the runway threshold elevation is significantly lower than the aerodrome elevation. According to ICAO PANS-OPS, this threshold must be at least 2 meters (7 feet) below the aerodrome altitude to justify referencing the MDH to the threshold elevation instead."
Operational Procedures,4957,The determination of the aerodrome minimum operating conditions must take the following into account :1. equipment available for navigation2. dimensions and characteristics of the runways3. composition of the flight crew4. obstacles in the vicinity of approach and missed approach areas5. facilities for determining and communicating the weather conditionsThe combination regrouping all the correct statements is :,"1,2,3,4,5","1,2,4,5","2,4,5","2,3,5",A,"Aerodrome operating minima are established by considering all factors that influence the safety of the approach, landing, and missed approach phases. This includes the technical capabilities of the aircraft and ground equipment, the physical environment of the runway, the proficiency of the flight crew, and the accuracy of meteorological reporting systems."
Operational Procedures,4958,"When establishing an instrument approach procedure, 5 aircraft categories according to their speed at the threshold (Vat) are established. This speed is equal to the stalling speed in the landing configuration at the maximum certified landing weight multiplied by a factor of:",1.3,1.45,1.5,1.15,A,"The speed at the threshold (Vat) is defined as the stalling speed in the landing configuration at the maximum certified landing weight multiplied by a factor of 1.3, which is commonly referred to as Vso. This specific factor ensures a safe margin above the stall speed, allowing for stable aircraft handling during the final approach phase."
Operational Procedures,4959,"In accordance with JAR-OPS 1.430 (Aerodrome Operating Minima), the lowest minima to be used by an operator in a category B aeroplane for circling are :",MDH=500 ft and visibility=1600 m,MDH=400 ft and visibility=1500 m,MDH=600 ft and visibility=2400 m,MDH=700 ft and visibility=2600 m,A,"Under JAR-OPS 1.430, the minimum descent height (MDH) and visibility requirements for circling are categorized by aircraft performance class. For a Category B aeroplane, the regulatory standard specifies an MDH of 500 feet and a minimum visibility of 1600 meters to ensure obstacle clearance during the visual maneuvering phase."
Operational Procedures,4960,"JAR OPS 1.465 (VFR Operating minima), establishes that, the operator shall ensure about VFR flights, that :",special VFR flights are not commenced when visibility is less than 3 km,"for conducted VFR flights in airspace B, horizontal distance from clouds is 1 000 m at least","for conducted VFR flights in airspace F, vertical distance from clouds is 250 m at least","for conducted VFR flights in airspace E, flight visibility at and above 3 050 m. (10 000 ft) is 5 km at least (clear of cloud)",A,"Under JAR OPS 1.465, Special VFR flights are subject to specific visibility requirements to ensure safety in controlled airspace. Operators are explicitly prohibited from commencing such flights if the reported ground visibility is less than 3 km."
Operational Procedures,4961,"In accordance with JAR OPS 1.430 (Aerodrome Operating Minima), the Category III A Operation, is a precision instrument approach and landing using ILS or MLS with a decision height lower than 100 feet an RVR (runway visual range) no less than :",200 m,250 m,230 m,300 m,A,"Under JAR-OPS 1.430, Category III A operations are defined as precision approaches with a decision height lower than 100 feet but not lower than 50 feet. For this specific category, the regulatory minimum runway visual range (RVR) is established as 200 meters."
Operational Procedures,4962,"In accordance with JAR-OPS 1.430 (Aerodrome Operationg Minima), an operator must ensure that system minima for """"non-precision approach procedures"""", which are based upon the use of ILS without glidepath (LLZ only), VOR NDB, SRA, and VDF are no lower than MDH following value with:","NDB facility, lowest MDH=300 ft",ILS facility without glidepath (localizer) lowest MDH=200 ft,"VOR facility, lowest MDH=250 ft","VOR/DME facility, lowest MDH=300 ft",A,"Under JAR-OPS 1.430, the minimum descent height for a non-precision approach is determined by the specific navigation facility used. An NDB approach carries a minimum requirement of 300 feet, which aligns with the provided correct option."
Operational Procedures,4963,"In accordance with JAR-OPS1, a Category III B operations, is a precision instrument approach and landing using ILS or MLS with, a decision height lower than 50 ft, or no decision height and a runway visual range lower than 200 m but no less than :",75 m,150 m,100 m,50 m,A,"Under JAR-OPS 1 criteria, Category III B operations are defined by an RVR of less than 200 m but not less than 75 m, with a decision height lower than 50 ft or no decision height. This specific lower limit of 75 m is the regulatory threshold that distinguishes CAT III B from the more restricted CAT III C operations."
