chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
General Navigation,4100,Given: Waypoint 1. 60°S 030°W Waypoint 2. 60°S 020°WWhat will be the approximate latitude shown on the display unit of an inertial navigation system at longitude 025°W?,060°06'S,060°11'S,059°49'S,060°00'S,A,"On a great circle track between two points on the same parallel of latitude in the Southern Hemisphere, the path curves toward the south pole. Consequently, at the midpoint longitude (25°W), the latitude is slightly south of 60°S, measuring 60°06'S."
General Navigation,4101,What is the time required to travel along the parallel of latitude 60° N between meridians 010° E and 030° W at a groundspeed of 480 kt?,2 HR 30 MIN,1 HR 15 MIN,1 HR 45 MIN,5 HR 00 MIN,A,"A degree of longitude along the 60°N parallel equals 60 * cos(60°) = 30 NM. The distance between 10°E and 30°W (40° dlong) is 40 * 30 = 1200 NM. At a groundspeed of 480 kt, the travel time is 1200 / 480 = 2.5 hours, or 2 hours 30 minutes."
General Navigation,4102,A Rhumb line is :,a line on the surface of the earth cutting all meridians at the same angle,the shortest distance between two points on a Polyconic projection,any straight line on a Lambert projection,a line convex to the nearest pole on a Mercator projection,A,"By definition, a rhumb line (or loxodromic curve) is a line on the surface of the Earth that crosses all meridians of longitude at the same constant angle."
General Navigation,4103,A great circle track joins position A (59°S 141°W) and B (61°S 148°W). What is the difference between the great circle track at A and B?,It increases by 6°,It decreases by 6°,It increases by 3°,It decreases by 3°,A,"The difference between the great circle track at the departure and destination points is the Earth convergency, calculated as dlong * sin(mean lat). With a dlong of 7° and mean latitude of 60°S, the track increases by approximately 6°."
General Navigation,4104,What is the longitude of a position 6 NM to the east of 58°42'N 094°00'W?,093°48.5'W,093°54.0'W,093°53.1'W,094°12.0'W,A,"Departure along a parallel is calculated as dlong = Departure / cos(latitude). For a 6 NM eastward displacement at 58°42'N, the change in longitude is 6 / cos(58.7°) = 11.55 minutes, resulting in a new longitude of 093°48.5'W."
General Navigation,4105,"Given: value for the ellipticity of the Earth is 1/297. Earth's semi-major axis, as measured at the equator, equals 6378.4 km. What is the semi-minor axis (km) of the earth at the axis of the Poles?",6 356.9,6 378.4,6 367.0,6 399.9,A,"The ellipticity of the Earth is defined as (a - b) / a, where a is the semi-major axis (6378.4 km) and b is the semi-minor axis. Solving for b yields 6378.4 * (1 - 1/297) = 6356.9 km."
General Navigation,4106,Position A is located on the equator at longitude 130°00E. Position B is located 100 NM from A on a bearing of 225°(T).The coordinates of position B are:,01°11'S 128°49'E,01°11'N 131°11'E,01°11'S 131°11'E,01°11'N 128°49'E,A,"Flying 100 NM on a bearing of 225° from the equator at 130°E gives a dlat of 100 * cos(225°) = 70.7 NM south (1°11'S) and departure of 70.7 NM west. The dlong is 70.7 / cos(0.59°) = 70.7 minutes (1°11'W), yielding coordinates of 01°11'S 128°49'E."
General Navigation,4107,"In order to fly from position A (10°00'N, 030°00'W) to position B (30°00'N, 050°00'W), maintaining a constant true course, it is necessary to fly:",a rhumb line track,the constant average drift route,the great-circle route,a straight line plotted on a Lambert chart,A,A rhumb line track represents a path of constant heading (constant true course) between two geographical coordinates on the Earth's surface.
General Navigation,4108,"The rhumb line track between position A (45°00'N, 010°00'W) and position B (48°30'N, 015°00'W) is approximately:",315,330,300,345,A,"Using the rhumb line formula: track = arctan(departure / dlat), where dlat is 210 NM north and departure is 205.5 NM west. The track is approximately 44° west of north, which translates to a true course of 315°."
General Navigation,4109,The diameter of the Earth is approximately:,12 700 km,6 350 km,18 500 km,40 000 km,A,"Based on geodetic measurements, the mean diameter of the Earth is approximately 12,700 kilometers, with a slightly larger equatorial diameter than polar diameter."
General Navigation,4110,The maximum difference between geocentric and geodetic latitude occurs at about:,45° North and South,60° North and South,90° North and South,0° North and South (equator),A,"The oblateness of the Earth causes a difference between geocentric latitude (measured from the center) and geodetic latitude (measured from the surface normal), which reaches its maximum value of 11.6 minutes at 45° latitude."
General Navigation,4111,The great circle distance between position A (59°34.1'N 008°08.4'E) and B (30°25.9'N 171°51.6'W) is:,5 400 NM,10 800 km,2 700 NM,10 800 NM,A,"Since the coordinates are exactly 180° apart in longitude, the great circle route passes directly over the pole. The distance is the sum of the colatitudes: (90° - 59°34.1') + (90° - 30°25.9') = 90° of arc, which equals 5400 NM."
General Navigation,4112,"Given:Position A 45°N, ?°EPosition B 45°N, 45°15'EDistance A-B = 280 NMB is to the East of ARequired: longitude of position A?",38°39'E,49°57'E,51°51'E,40°33'E,A,"At 45°N, a departure of 280 NM corresponds to a change in longitude of 280 / cos(45°) = 396 minutes (6°36'). Since B is east of A, the longitude of A is 45°15'E - 6°36' = 38°39'E."
General Navigation,4113,"If an aeroplane was to circle around the Earth following parallel 60°N at a ground speed of 480 kt. In order to circle around the Earth along the equator in the same amount of time, it should fly at a ground speed of:",960 kt,240 kt,550 kt,480 kt,A,"The radius of the parallel of latitude at 60°N is exactly half of the Earth's equatorial radius (cos(60°) = 0.5). To fly around the equator in the same time as circling the 60°N parallel at 480 kt, the aircraft must fly twice as fast, which is 960 kt."
General Navigation,4114,An aircraft passes position A (60°00'N 120°00'W) on route to position B (60°00'N 140°30'W). What is the great circle track on departure from A?,279°,288°,261°,270°,A,"The initial great circle track is found by adding the conversion angle to the rhumb line track of 270°. With a dlong of 20.5° at 60°N, the conversion angle is 0.5 * 20.5 * sin(60°) = 8.9°, resulting in an initial track of 279°."
General Navigation,4115,"An aeroplane flies from A (59°S 142°W) to B (61°S 148°W) with a TAS of 480 kt. The autopilot is engaged and coupled with an Inertial Navigation System in which AB track is active.On route AB, the true track:",increases by 5°,varies by 10°,decreases by 6°,varies by 4°,A,"The change in track angle along a great circle route is determined by the Earth convergency: dlong * sin(mean lat). For a route from 142°W to 148°W (dlong = 6°) at a mean latitude of 60°S, the true track increases by 5°."
General Navigation,4116,The circumference of the earth is approximately:,21600 NM,43200 NM,5400 NM,10800 NM,A,"The circumference of the Earth along a great circle represents 360 degrees of arc, which corresponds exactly to 360 * 60 NM/degree = 21,600 Nautical Miles."
General Navigation,4117,"The Great Circle bearing of 'B' (70°S 060°E), from 'A' (70° S 030° W), is approximately:",135°(T),150°(T),090°(T),315°(T),A,Plotting the great circle route between two points at 70°S shows a path that curves toward the south pole. The initial great circle bearing from 30°W to 60°E is approximately 135°(T).
General Navigation,4118,At what approximate latitude is the length of one minute of arc along a meridian equal to one NM (1852 m) correct?,45°,0°,90°,30°,A,"Because of the Earth's oblate spheroid shape, the curvature varies with latitude. The length of one minute of arc along a meridian corresponds exactly to one standard international nautical mile (1852 meters) at 45° latitude."
General Navigation,4119,An aircraft flies a great circle track from 56° N 070° W to 62° N 110° E. The total distance travelled is?,3720 NM,5420 NM,1788 NM,2040 NM,A,"Guam and Los Angeles longitudes are exactly 180° apart, meaning the great circle route passes over the pole. The total distance is the sum of colatitudes: (90 - 56) + (90 - 62) = 62 degrees of arc, which equals 3,720 NM."
General Navigation,4120,Given :A is N55° 000°B is N54° E010°The average true course of the great circle is 100°.The true course of the rhumbline at point A is:,100°,096°,104°,107°,A,"For a great circle track between two coordinates, the track angle changes continuously along the route. The midpoint true track of the great circle equals the constant track of the rhumb line, which is 100°."
General Navigation,4121,The circumference of the parallel of latitude at 60°N is approximately:,10 800 NM,18 706 NM,20 000 NM,34 641 NM,A,"The circumference of a parallel of latitude is calculated as the equatorial circumference multiplied by the cosine of the latitude. At 60°N, this equals 21,600 * cos(60°) = 10,800 NM."
General Navigation,4122,Given:The coordinates of the heliport at Issy les Moulineaux are:N48°50' E002°16.5'The coordinates of the antipodes are :,S48°50' W177°43.5',S48°50' E177°43.5',S41°10' W177°43.5',S41°10' E177°43.5',A,The antipodal point of any geographical coordinate is located at the opposite latitude (S48°50') and a longitude that is 180° away from the starting meridian (180° - 2°16.5'E = 177°43.5'W).
General Navigation,4123,"Given:Position 'A' is N00° E100°, Position 'B' is 240°(T), 200 NM from 'A'.What is the position of 'B'?",S01°40' E097°07',N01°40' E097°07',S01°40' E101°40',N01°40' E101°40',A,"A track of 240° for 200 NM from the equator at 100°E gives a dlat of 200 * cos(240°) = 100 NM south (1°40'S). The departure is 200 * sin(240°) = -173.2 NM west, which at 0°50'S mean latitude yields a dlong of 173.2 / cos(0.83°) = 173.2 minutes (2°53'W), giving a position of S01°40' E097°07'."
General Navigation,4124,The duration of civil twilight is the time:,between sunset and when the centre of the sun is 6° below the true horizon,agreed by the international aeronautical authorities which is 12 minutes,needed by the sun to move from the apparent height of 0° to the apparent height of 6°,between sunset and when the centre of the sun is 12° below the true horizon,A,"By international astronomical definition, the duration of civil twilight is the time interval between sunset (or sunrise) and when the center of the sun's disk is exactly 6° below the true horizon."
General Navigation,4125,"On the 27th of February, at 52°S and 040°E, the sunrise is at 0243 UTC. On the same day, at 52°S and 035°W, the sunrise is at:",0743 UTC,0243 UTC,2143 UTC,0523 UTC,A,"Sunrise occurs at the same Local Mean Time (LMT) for any points at the same latitude on the same day. Since 35°W is 75° longitude west of 40°E (a difference of 5 hours), sunrise occurs 5 hours later in UTC, at 0743 UTC."
General Navigation,4126,"What is the local mean time, position 65°25'N 123°45'W at 2200 UTC?",1345,2200,615,815,A,"To find the Local Mean Time (LMT) from UTC, apply the longitude correction of 4 minutes per degree. For 123°45'W, the correction is 8 hours 15 minutes behind UTC, yielding an LMT of 1345 when UTC is 2200."
General Navigation,4127,"The Local Mean Time at longitude 095°20'W, at 0000 UTC, is :",1738:40 previous day,0621:20 previous day,1738:40 same day,0621:20 same day,A,"Apply the longitude correction of 4 minutes per degree to find the Local Mean Time. For 095°20'W, the time is 6 hours 21 minutes 20 seconds behind UTC, resulting in an LMT of 17:38:40 on the previous day."
General Navigation,4128,5 HR 20 MIN 20 SEC corresponds to a longitude difference of:,80°05',81°10',75°00',78°45',A,"To convert a time difference into a longitude difference, use the rate of 15° of longitude per hour (or 1° per 4 minutes). A duration of 5h 20m 20s converts to 75° (5h) + 5° (20m) + 5' (20s) = 80°05'."
General Navigation,4129,(For this question use annex 061-2304A)The UTC of sunrise on 6 December at WINNIPEG (Canada) (49°50'N 097°30'W) is:,1413,930,113,2230,A,"Using the sunrise tables in the annex for 6 December at latitude 49°50'N, find the local time of sunrise. Applying the longitude correction for Winnipeg (097°30'W) converts the local time to 1413 UTC."
General Navigation,4130,"(For this question use annexes 061-2305A and 061-2305B) When it is 1000 Standard Time in Kuwait, the Standard Time in Algeria is:",800,1200,1300,700,A,"Kuwait operates on UTC+3 while Algeria operates on UTC+1. Therefore, when it is 1000 Standard Time in Kuwait, the Standard Time in Algeria (which is 2 hours behind) is 0800."
General Navigation,4131,(For this question use annex 061-2325A to 061-2325D)An aircraft takes off from Guam at 2300 Standard Time on 30 April local date. After a flight of 11 HR 15 MIN it lands at Los Angeles (California). What is the Standard Time and local date of arrival (assume summer time rules apply)?,1715 on 30 April,1215 on 1 May,1315 on 1 May,1615 on 30 April,A,Guam (UTC+10) to Los Angeles (UTC-7 summer time) has a time difference of 17 hours. Departing Guam at 2300 standard time on 30 April local date and flying for 11h 15m gives an arrival time of 1715 on 30 April in Los Angeles.
General Navigation,4132,(For this question use annex 061-2326A to 061-2326D)When it is 0600 Standard Time in Queensland (Australia) the Standard Time in Hawaii (USA) is:,1000,1200,200,600,A,"Queensland standard time is UTC+10, and Hawaii standard time is UTC-10, making Hawaii 20 hours behind Queensland. When it is 0600 Standard Time in Queensland, the Standard Time in Hawaii is 1000 on the previous day."
General Navigation,4133,"The main reason that day and night, throughout the year, have different duration, is due to the:",inclination of the ecliptic to the equator,earth's rotation,relative speed of the sun along the ecliptic,gravitational effect of the sun and moon on the speed of rotation of the earth,A,The primary cause of the varying duration of day and night throughout the year is the inclination (tilt) of the Earth's equator relative to the plane of the ecliptic (its orbit around the sun).
General Navigation,4134,"What is the meaning of the term """"standard time"""" ?",It is the time set by the legal authorities for a country or part of a country,It is the time zone system applicable only in the USA,It is an expression for local mean time,It is another term for UTC,A,"Standard Time is the legally authorized time zone system established by local authorities for a specific country or region, typically defined in whole-hour offsets from UTC."
General Navigation,4135,Civil twilight is defined by :,sun altitude is 6° below the celestial horizon,sun altitude is 12° below the celestial horizon,sun altitude is 18° below the celestial horizon,sun upper edge tangential to horizon,A,Civil twilight is officially defined as the period of time when the center of the sun is between 0° and 6° below the celestial horizon.
General Navigation,4136,"Given: true track is 348°, drift 17° left, variation 32° W, deviation 4°E. What is the compass heading?",033°,007°,359°,337°,A,True Heading is True Track plus/minus drift (drift left requires adding drift to find heading: 348° + 17° = 005° TH). Magnetic Heading is True Heading plus variation west (005° + 32° = 037° MH). Compass Heading is Magnetic Heading minus deviation east (037° - 4° = 033° CH).
General Navigation,4137,An Agonic line is a line that connects:,positions that have 0° variation,positions that have the same variation,points of equal magnetic dip,points of equal magnetic horizontal field strength,A,An agonic line is a line drawn on an aeronautical chart that connects all geographic locations where the magnetic variation is exactly 0°.
General Navigation,4138,Isogonic lines connect positions that have:,the same variation,0° variation,the same elevation,the same angle of magnetic dip,A,An isogonic line (or isogonal) is a line on a map or chart that connects geographic points sharing the same magnetic variation.
General Navigation,4139,Compass deviation is defined as the angle between:,Magnetic North and Compass North,True North and Magnetic North,True North and Compass North,the horizontal and the total intensity of the earth's magnetic field,A,Compass deviation is defined as the angular difference between Magnetic North (as indicated by a compass free of local magnetic fields) and Compass North (as indicated by the aircraft's compass).
General Navigation,4140,The angle between True North and Magnetic North is called :,variation,deviation,compass error,drift,A,Magnetic variation (or magnetic declination) is defined as the horizontal angle between the direction of True North (the geographic meridian) and Magnetic North.
General Navigation,4141,Deviation applied to magnetic heading gives:,compass heading,true heading,magnetic course,magnetic track,A,"Applying the compass deviation correction to a Magnetic Heading yields the Compass Heading, which is the reading displayed on the aircraft's magnetic compass."
General Navigation,4142,Isogrives are lines that connect positions that have:,the same grivation,the same horizontal magnetic field strength,the same variation,O° magnetic dip,A,Isogrives are lines drawn on a grid navigation chart that connect geographic points of equal grivation (the angular difference between Grid North and Magnetic North).
General Navigation,4143,The lines on the earth's surface that join points of equal magnetic variation are called:,isogonals,isotachs,isogrives,isoclines,A,Isogonals (or isogonic lines) are lines on a map or chart that connect points of equal magnetic variation (declination).
General Navigation,4144,A negative (westerly) magnetic variation signifies that :,True North is East of Magnetic North,True North is West of Magnetic North,Compass North is East of Magnetic North,Compass North is West of Magnetic North,A,"A negative or westerly magnetic variation means that Magnetic North lies to the west of True North. Consequently, True North is situated to the east of Magnetic North."
General Navigation,4145,The angle between Magnetic North and Compass North is called:,compass deviation,compass error,magnetic variation,alignment error,A,Compass deviation is defined as the angular difference between Magnetic North (free of local aircraft fields) and Compass North (as indicated by the cockpit compass).
General Navigation,4146,The north and south magnetic poles are the only positions on the earth's surface where:,a freely suspended compass needle will stand vertical,isogonals converge,a freely suspended compass needle will stand horizontal,the value of magnetic variation equals 90°,A,"At the magnetic poles, the Earth's magnetic field lines are completely vertical. Therefore, a freely suspended magnetic needle will stand vertically (90° dip) at these locations."
General Navigation,4147,The rhumb-line distance between points A (60°00'N 002°30'E) and B (60°00'N 007°30'W) is:,300 NM,450 NM,600 NM,150 NM,A,"The rhumb line distance along a parallel of latitude is calculated as: Distance = dlong (in minutes) * cos(latitude). For a 10° longitude difference (600 minutes) at 60°N, the distance is 600 * cos(60°) = 300 NM."
General Navigation,4148,"An aircraft flies the following rhumb line tracks and distances from position 04°00'N 030°00'W :600 NM South, then 600 NM East, then 600 NM North, then 600 NM West.The final position of the aircraft is:",04°00'N 029°58'W,04°00'N 030°02'W,04°00'N 030°00'W,03°58'N 030°02'W,A,"Flying 600 NM south along the meridian from 04°N 30°W reaches 06°S. Flying 600 NM east at 06°S gives a dlong of 600 / cos(6°S) = 603.3' (10°03'E). After flying 600 NM north back to 04°N, flying 600 NM west at 04°N gives a dlong of 600 / cos(4°N) = 601.5' (10°01.5'W), resulting in a final longitude of 30°W - 10°03'E + 10°01.5'W = 29°58.5'W (rounds to 29°58'W)."
General Navigation,4149,"What is the final position after the following rhumb line tracks and distances have been followed from position 60°00'N 030°00'W?South for 3600 NM, East for 3600 NM, North for 3600 NM, West for 3600 NM.The final position of the aircraft is:",60°00'N 090°00'W,60°00'N 030°00'E,59°00'N 060°00'W,59°00'N 090°00'W,A,"Flying 3600 NM south from 60°N 30°W reaches the equator (00°N/S). Flying 3600 NM east along the equator represents a dlong of 3600 minutes (60°E), reaching 30°E. Flying 3600 NM north reaches 60°N. Flying 3600 NM west along 60°N represents a dlong of 3600 / cos(60°) = 7200 minutes (120°W), giving a final longitude of 30°E - 120°W = 090°00'W."
General Navigation,4150,An aircraft departing A(N40º 00´ E080º 00´) flies a constant true track of 270º at a ground speed of 120 kt. What are the coordinates of the position reached in 6 HR?,N40º 00´ E064º 20´,N40º 00´ E070º 30´,N40º 00´ E060º 00´,N40º 00´ E068º 10´,A,"Flying westward along the parallel of 40°N at 120 kt for 6 hours covers a distance of 720 NM. The change in longitude (dlong) is calculated as: dlong = Distance / cos(latitude) = 720 / cos(40°) = 940 minutes (15°40'W), which subtracted from 080°00'E yields 064°20'E."
General Navigation,4151,"A flight is to be made from 'A' 49°S 180°E/W to 'B' 58°S, 180°E/W.The distance in kilometres from 'A' to 'B' is approximately:",1000,1222,540,804,A,"The distance in latitude between 49°S and 58°S along the 180° meridian is 9 degrees of arc. Since 1 degree of latitude equals 60 NM, the distance is 9 * 60 = 540 NM. Converting to kilometers: 540 * 1.852 = 1,000 km."
General Navigation,4152,An aircraft at position 60°N 005°W tracks 090°(T) for 315 km.On completion of the flight the longitude will be:,000°40'E,005°15'E,002°10'W,000°15'E,A,Distance = 315 km / 1.852 = 170.1 NM. The change in longitude (dlong) along the parallel of 60°N is: dlong = Distance / cos(latitude) = 170.1 / cos(60°) = 340.2 minutes (5°40'E). Starting at 005°00'W and tracking east yields a final longitude of 000°40'E.
General Navigation,4153,The 'departure' between positions 60°N 160°E and 60°N 'x' is 900 NM.What is the longitude of 'x'?,170°W,140°W,145°E,175°E,A,"The change in longitude (dlong) is calculated from the departure distance using the formula: dlong = Departure / cos(latitude). For a departure of 900 NM at 60°N, dlong = 900 / cos(60°) = 1800 minutes (30°). Flying east from 160°E reaches a final longitude of 170°W."
General Navigation,4154,An aircraft at latitude 02°20'N tracks 180°(T) for 685 km.On completion of the flight the latitude will be:,03°50'S,04°10'S,04°30'S,09°05'S,A,"A distance of 685 km is equivalent to 685 / 1.852 = 370 NM. Since 1 NM along a meridian equals 1 minute of latitude, flying due south (track 180°) for 370 NM represents a change of 6°10' in latitude. Subtracting this from 02°20'N yields a final latitude of 03°50'S."
General Navigation,4155,An aircraft at latitude 10° South flies north at a GS of 890 km/HR. What will its latitude be after 1.5 HR?,02°00'N,12°15'N,22°00'N,03°50'N,A,"Distance covered in 1.5 hours at a groundspeed of 890 km/h is 1335 km, which equals 1335 / 1.852 = 720.8 NM. Since 1 NM equals 1 minute of latitude along a meridian, flying due north for 720.8 minutes represents a latitude change of 12°01'N. Starting at 10°S, the final latitude is 02°00'N."
General Navigation,4156,An aircraft at latitude 10°North flies south at a groundspeed of 445 km/HR.What will be its latitude after 3 HR?,02°00'S,12°15'S,22°00'S,03°50'S,A,"Distance covered in 3 hours at a groundspeed of 445 km/h is 1335 km, which equals 1335 / 1.852 = 720.8 NM. Flying due south along a meridian for 720.8 NM represents a change in latitude of 12°01'S, which starting from 10°N yields a final latitude of 02°00'S."
General Navigation,4157,"Given : Position 'A' N60 W020,Position 'B' N60 W021, Position 'C' N59 W020. What are, respectively, the distances from A to B and from A to C?",30 NM and 60 NM,52 NM and 60 NM,60 NM and 30 NM,60 NM and 52 NM,A,"The distance from A to B along the parallel of 60°N is calculated as: Distance = dlong (1° = 60 minutes) * cos(60°) = 30 NM. The distance from A to C along the meridian of 20°W is the change in latitude: N60 to N59 is 1° of latitude, which equals 60 NM."
General Navigation,4158,"An aircraft is over position HO (55°30'N 060°15'W), where YYR VOR (53°30'N 060°15'W) can be received. The magnetic variation is 31°W at HO and 28°W at YYR.What is the radial from YYR?",028°,208°,031°,332°,A,"The radial from a VOR is the magnetic bearing FROM the station, which is calculated using the magnetic variation at the VOR station itself. Since the aircraft is directly north of the VOR, the true bearing from the VOR is 360°. Applying the 28°W variation at YYR: Magnetic Radial = 360° + 28° = 028°."
General Navigation,4159,When is the magnetic compass most effective?,About midway between the magnetic poles,In the region of the magnetic South Pole.,In the region of the magnetic North Pole.,On the geographic equator,A,"A direct reading magnetic compass relies on the horizontal component (H) of the Earth's magnetic field to align itself. This horizontal component is strongest midway between the magnetic poles (at the magnetic equator) and becomes zero at the poles, making the compass most effective there."
General Navigation,4160,What is the value of the magnetic dip at the magnetic south pole ?,90°,45°,60°,0°,A,"At the magnetic South Pole, the Earth's magnetic flux lines enter the surface vertically. Therefore, the magnetic dip (the angle between the magnetic vector and the horizontal plane) is exactly 90°."
General Navigation,4161,The value of magnetic variation:,has a maximum of 180°,must be 0° at the magnetic equator,varies between a maximum of 45° East and 45° West,cannot exceed 90°,A,"Magnetic variation represents the horizontal angle between True North and Magnetic North. Depending on location, it can range anywhere from 0° up to a maximum value of 180° East or West."
General Navigation,4162,Isogonals converge at the:,North and South geographic and magnetic poles,Magnetic equator,North magnetic pole only,North and South magnetic poles only,A,"Isogonals are lines of equal variation that connect the geographic poles (where all true meridians meet) and the magnetic poles (where all magnetic meridians meet), causing them to converge at both sets of poles."
General Navigation,4163,A line drawn on a chart which joins all points where the value of magnetic variation is zero is called an:,agonic line,aclinic line,isogonal,isotach,A,An agonic line is a specific isogonal that connects all geographic locations on the Earth's surface where the magnetic variation is exactly 0°.
General Navigation,4164,The horizontal component of the earth's magnetic field:,is approximately the same at magnetic latitudes 50°N and 50°S,weakens with increasing distance from the magnetic poles,weakens with increasing distance from the nearer magnetic pole,is approximately the same at all magnetic latitudes less than 60°,A,"Because of the Earth's dipolar magnetic field structure, the horizontal component (H) is symmetrical about the magnetic equator. Consequently, the horizontal field strength is approximately equal at corresponding magnetic latitudes of 50°N and 50°S."
General Navigation,4165,Complete the following statement regarding magnetic variation. The charted values of magnetic variation on earth normally change annually due to:,magnetic pole movement causing numerical values at all locations to increase or decrease,magnetic pole movement causing numerical values at all locations to increase.,a reducing field strength causing numerical values at all locations to decrease.,an increasing field strength causing numerical values at all locations to increase.,A,The Earth's magnetic field is not static; the magnetic poles undergo continuous slow movement over time. This movement causes the local values of magnetic variation to slowly increase or decrease annually at any given location.
General Navigation,4166,The Earth can be considered as being a magnet with the:,blue pole near the north pole of the earth and the direction of the magnetic force pointing straight down to the earth's surface,red pole near the north pole of the earth and the direction of the magnetic force pointing straight down to the earth's surface,blue pole near the north pole of the earth and the direction of the magnetic force pointing straight up from the earth's surface,red pole near the north pole of the earth and the direction of the magnetic force pointing straight up from the earth's surface,A,"By physical convention, the magnetic pole located in the Northern Hemisphere attracts the north-seeking (red) pole of a compass. This means it is physically a magnetic South or 'blue' pole, and the magnetic field lines point vertically downward into the Earth's surface there."
General Navigation,4167,Which of the following statements concerning earth magnetism is completely correct?,"An isogonal is a line which connects places with the same magnetic variation, the aclinic is the line of zero magnetic dip","An isogonal is a line which connects places with the same magnetic variation, the agonic line is the line of zero magnetic dip","An isogonal is a line which connects places of equal dip, the aclinic is the line of zero magnetic dip","An isogonal is a line which connects places with the same magnetic variation, the aclinic connects places with the same magnetic field strength",A,"An isogonal is defined as a line joining places of equal magnetic variation. The aclinic line is the magnetic equator, which connects all points of zero magnetic dip (where a compass needle stays perfectly horizontal)."
General Navigation,4168,Which of the following statements concerning the earth's magnetic field is completely correct?,The blue pole of the earth's magnetic field is situated in North Canada,"At the earth's magnetic equator, the inclination varies depending on whether the geograhic equator is north or south of the magnetic equator","The earth's magnetic field can be classified as transient, semi-permanent or permanent",Dip is the angle between total magnetic field and vertical field component,A,"The magnetic North Pole in northern Canada acts as the magnetic 'South' (blue) pole of the Earth's magnetic dipole, attracting the north-seeking end of a compass needle."
General Navigation,4169,The sensitivity of a direct reading compass varies:,directly with the horizontal component of the earth's magnetic field,directly with the vertical component of the earth's magnetic field,inversely with both vertical and horizontal components of the earth's magnetic field,inversely with the vertical component of the earth's magnetic field,A,"The directive force that aligns a direct-reading compass is the horizontal component (H) of the Earth's magnetic field. Compass sensitivity is directly proportional to H, which is strongest at the magnetic equator and zero at the magnetic poles."
General Navigation,4170,Isogonals are lines of equal :,magnetic variation.,compass deviation.,pressure.,wind velocity.,A,"By definition, isogonals are lines drawn on maps or charts that connect points sharing the same value of magnetic variation."
