chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
VFR,5705,A message concerning aircraft parts and material urgently required is:,A flight regularity message.,An urgency message.,A flight safety message.,A flight security message.,A,A message concerning aircraft parts and material urgently required for flight safety or schedule regularity is classified as a flight regularity message.
VFR,5706,Flight safety messages are:,Air traffic control messages.,Operation messages concerning non-routine landings.,"Messages concerning the safety of an aircraft, a vessel, any other vehicle or a person.",Messages relating to direction finding.,A,"Flight safety messages include air traffic control clearances, instructions, and reports that directly affect the safe operation of an aircraft in flight."
VFR,5707,"A message concerning an aircraft being threatened by grave and imminent danger, requiring immediate assistance is called:",Distress message.,Flight safety message.,Urgency message.,Class B message.,A,"A distress message is a communication concerning an aircraft threatened by grave and imminent danger that requires immediate assistance, preceded by the signal MAYDAY."
VFR,5708,Which of the messages listed below shall not be handled by the aeronautical mobile service?,Radio teletype messages.,Meteorological messages.,Flight safety messages.,Urgency messages.,A,"Radio teletype messages belong to the aeronautical fixed service (point-to-point) and are not handled by the aeronautical mobile service, which is reserved for air-ground radio communications."
VFR,5709,"The message to an aeronautical ground station """"please call a taxi-cab for us. We will arrive at 1045"""" is:",An unauthorized message.,A flight regularity message.,A flight safety messages.,An urgency message.,A,"Non-operational personal messages, such as requesting ground transportation like taxi-cabs, are unauthorized on aeronautical mobile service frequencies."
VFR,5710,"The priority of the instruction """"taxi to runway 05"""" is:","Same as """"line-up runway 07 and wait"""".","Greater than """"transmit for QDM"""".","Greater than """"caution, construction work left of taxiway"""".","Less than """"cleared to land"""".",A,"An ATC instruction (such as 'taxi to runway 05') has a higher priority than advisory messages or warnings, but lower than distress/urgency communications and clearances to land."
VFR,5711,"The message addressed to an Area Control Center """"request radar vectors to circumnavigate adverse weather"""" is:",A flight safety message.,A meteorological message.,An urgency message.,A message relating to direction finding.,A,"A request for radar vectors to avoid adverse weather directly affects the safety of the aircraft, placing it in the category of flight safety messages."
VFR,5712,"Air traffic control messages (clearances, instructions, etc.) belong to the category of:",Flight safety messages.,Class B messages.,Flight regularity messages.,Service messages.,A,Air traffic control clearances and instructions are categorized as flight safety messages because they maintain safe separation and operational safety.
VFR,5713,"The clearance : """"cleared for immediate take-off runway 03"""" is:",A flight safety message.,An urgency message.,An unauthorized message.,A flight regularity message.,A,"An ATC take-off clearance is a critical instruction that directly affect the safety of the flight, classifying it as a flight safety message."
VFR,5714,The order of priority of the following messages in the aeronautical mobile service is:,"Distress message, urgency message, direction finding message.","Direction finding message, distress message, urgency message.","Distress message, flight safety message, urgency message.","Meteorological message, direction finding message, flight regularity message.",A,"In the aeronautical mobile service, distress messages have the highest priority, followed by urgency messages, and then direction finding messages."
VFR,5715,The order of priority of the following messages in the aeronautical mobile service is:,"Flight safety message, meteorological message, flight regularity message.","Meteorological message, direction finding message, flight safety message.","Flight regularity message, distress message, meteorological message.","Flight safety message, direction finding message, urgency message.",A,"Flight safety messages have a higher priority than meteorological messages, which in turn have a higher priority than flight regularity messages."
VFR,5716,"The priority of the pilot's message """"request QDM"""" is:","Greater than """"turn left heading...""""","Less than """"request climb to flight level...""""","Less than """"descend to flight level...""""","Same as """"latest QNH 1018"""".",A,"A pilot's request for a QDM (direction-finding bearing) is a direction-finding message, which has same priority as meteorological messages like QNH reports, but lower than ATC instructions."
VFR,5717,What is the correct way of spelling out HB-JYC in a radio message?,Hotel Bravo Juliett Yankee Charlie,Hotel Bravo Juliett India Kilo,Hotel Bravo India Yankee Charlie,Hotel Bravo India Victor Charlie,A,"Under the ICAO phonetic alphabet, the registration HB-JYC is spelled out as Hotel Bravo Juliett Yankee Charlie."
VFR,5718,What is the correct way of transmitting the number 3500 when indicating an altitude or an height ?,three thousand five hundred,three five zero zero,three five hundred,three five double zero,A,"For altitudes or heights, numbers are transmitted by pronouncing each digit of the thousands followed by the word 'thousand', and then the hundreds. Thus, 3500 is transmitted as 'three thousand five hundred'."
VFR,5719,What is the correct way of transmitting 1001 as a QNH ?,QNH one zero zero one,"QNH one double """"O"""" one",QNH one thousand and one,QNH one double zero one,A,"For QNH values, all four digits are transmitted individually. Therefore, 1001 is pronounced as 'one zero zero one'."
VFR,5720,During the transmission of numbers containing a decimal point :,The term DECIMAL must always be transmitted.,The term DECIMAL can be omitted with friendly ATS units only.,The term DECIMAL can be omitted if no chance of misunderstanding exists.,The term DECIMAL must be spoken only if followed by three digits.,A,"During the transmission of numbers containing a decimal point, the term DECIMAL must always be spoken to ensure clarity and prevent errors."
VFR,5721,"When transmitting time, which time system shall be used?",Co-ordinated universal time (UTC),"Local time (LT), 24-hour clock",Local time (LT) A.M. and P.M.,"No specific system, as only the minutes are normally required",A,All times in aviation communications must be expressed in Co-ordinated Universal Time (UTC) using the 24-hour clock.
VFR,5722,The time is 9:20 A.M. What is the correct way of transmitting this time if there is no possibility of confusion about the hour ?,Two zero.,Twenty.,Two zero this hour.,Nine twenty A.M.,A,"When transmitting time and there is no risk of confusion about the hour, only the minutes are transmitted. Therefore, 9:20 A.M. is transmitted simply as 'two zero'."
VFR,5723,My message will be more effective and understandable if I :,Maintain the speaking volume at a constant level,Use the words twice method,Stress the end of message,Stress every beginning of message,A,"To ensure effective and understandable radio communication, a pilot should maintain a constant speaking volume and a steady rate of speech."
VFR,5724,What is meant by good microphone technique ?,"Use a normal conversation tone, speak clearly and distinctly.",Speak very loudly into the microphone.,Keep the microphone far away since it improveds the readability.,"Make large use of hesitation sounds as """"er"""".",A,"Good microphone technique requires speaking directly into the microphone using a normal, clear conversational tone without shouting or using hesitation sounds."
VFR,5725,"Which phrase shall be used if you want to say:""""I understand your message and will comply with it"""":",Wilco,Roger,Will comply with your instruction,"OK, will do it",A,The phrase 'WILCO' (Will Comply) is used by a pilot to indicate that they understand the received ATC instruction and will comply with it.
VFR,5726,"Which phrase shall be used if you want to say: """"Yes"""":",Affirm,Yes,Roger,Affirmative,A,The standard radiotelephony word used to indicate 'Yes' or affirmation is 'AFFIRM'.
VFR,5727,How shall a pilot inform the control tower that he is prepared for take-off:,Ready for departure or ready,Ready for take-off,Ready to line-up,Ready to go,A,A pilot should inform the control tower that they are ready for departure by using the phrase 'Ready for departure' or simply 'Ready'.
VFR,5728,Which of these phrases is used to inform the control tower that a pilot perform a missed approach:,Going around,Overshooting,Will make another approach,Pulling up,A,"To inform ATC that the pilot is aborting the landing and performing a missed approach, the standard phraseology is 'Going around'."
VFR,5729,"What does the instruction """"Go around"""" mean ?",Carry out a missed approach,Overtake the aircraft ahead,Make a 360° turn,Proceed with your message,A,The instruction 'Go around' tells the pilot to immediately abort the landing approach and execute a missed approach.
VFR,5730,"What does the instruction """"Orbit right"""" mean ?",Make 360° turns to the right,Turn right to avoid other traffic,Right-hand circuits are in use,Leave the runway to the right,A,The ATC instruction 'Orbit right' requires the pilot to make continuous 360-degree turns to the right at their current position for traffic spacing.
VFR,5731,"What does the instruction """"Vacate left"""" mean ?",Turn left to leave the runway,Give way to aircraft from the left,Clear the runway immediately,Hold position on the left side of the runway,A,The instruction 'Vacate left' directs the pilot to turn left to exit the runway after landing.
VFR,5732,"What does the phrase """"Go ahead"""" mean:",Proceed with your message,Taxi on,Pass me the following information...,Yes,A,The phrase 'Go ahead' is used to invite the calling station to proceed with their message.
VFR,5733,"What does the phrase """"Roger"""" mean:",I have received all of your last transmission,A direct answer in the affirmative,A direct answer in the negative,Cleared for take-off or cleared to land,A,"The term 'Roger' means 'I have received all of your last transmission', but it does not imply agreement or authorization to comply."
VFR,5734,"Which of these statements best describes the meaning of the phrase """"Standby"""" ?",Wait and I will call you,Continue on present heading and listen out,Select STANDBY on the SSR transponder,Permission granted for action proposed,A,The term 'Standby' means the controller is busy and the pilot must wait for the controller to call them back.
VFR,5735,"What does the phrase """"Read back"""" mean:","Repeat all, or the specified part, of this message back to me exactly as received",Let me know that you have received and understood this message,Did you correctly receive this message?,Check and confirm with originator,A,The phrase 'Read back' instructs the receiving station to repeat the specified transmission or clearance back to the sender exactly as received.
VFR,5736,"Which phrase shall be used if you want to say: """"I should like to know..."""" or """"I wish to obtain...""""?",Request,Report,Acknowledge,Confirm,A,The standard word used in radio communication to express a desire to obtain information or permission is 'Request'.
VFR,5737,"Which phrase shall be used if you want to say: """"Pass me the following information..."""":",Report,Request,Say again,Check,A,"The word 'Report' is used by ATC to instruct a pilot to pass specific information, such as reaching a certain position or altitude."
VFR,5738,Which phrase shall be used to confirm that a message has been repeated correctly:,Correct,That is right,Affirm,That is affirmative,A,"To confirm that a read-back or repeated message is correct, the ground station uses the word 'Correct'."
VFR,5739,"Which phrase shall be used if you want to say: """"An error has been made in this transmission (or message indicated). The correct version is ..."""":","QNH 1017, correction QNH 1016","QNH 1017, negative QNH 1016","QNH 1017, negative 1016","QNH 1017, negative I say again 1016",A,"When correcting a mistake during a transmission, the speaker uses the word 'correction'. For example: 'QNH 1017, correction QNH 1016'."
VFR,5740,Which phrase shall be used if the repetition of an entire message is required:,Say again,Repeat your message,What was your message?,Repeat your last transmission,A,"If the receiving station needs the sender to repeat the entire last message, the standard phrase is 'Say again'."
VFR,5741,Which phraseology is to be used to ask the control tower for permission to taxi on a runway in the direction opposite to that in use ?,"""""Request backtrack on runway"""".","""""Clearance to backtrack"""".","""""To enter back runway"""".","""""Backtrack clearance"""".",A,"To request permission to taxi on the runway in the opposite direction of landing traffic, the pilot should use the phrase 'Request backtrack on runway'."
VFR,5742,"Which word or phrase shall be used if you want to say :""""Wait and i will call you""""?",Standby.,Go ahead.,Roger.,Wilco.,A,The standard phraseology to tell another station to wait is 'Standby'.
VFR,5743,What is the radiotelephony call sign suffix for the aeronautical station indicating aerodrome control service:,TOWER,CONTROL,AERODROME,APRON,A,The call sign suffix for an aerodrome control service (control tower) is 'TOWER'.
VFR,5744,What is the radiotelephony call sign for the aeronautical station providing flight information service:,INFORMATION,FLIGHT INFORMATION CENTRE,FLIGHT CENTRE,CONTROL,A,The call sign suffix for an aeronautical station providing flight information service is 'INFORMATION'.
VFR,5745,What is the radiotelephony call sign for the aeronautical station providing surface movement control of aircraft on the manoeuvring area:,GROUND,APPROACH,TOWER,CONTROL,A,The call sign suffix for the station providing surface movement control on the maneuvering area is 'GROUND'.
VFR,5746,When may the name of the location or the call sign suffix in the call sign of an aeronautical station be omitted ?,When satisfactory communication has been established and provided it will not be confusing to do so,Never,Only after the aeronautical station has used the abbreviated call sign,In dense traffic during rush hours,A,The location or suffix of a ground station's call sign may be omitted only after satisfactory communication has been established and provided no confusion will result.
VFR,5747,Which of the following abbreviated call signs of aircraft XY-ABC is correct:,X-BC,XY-BC,ABC,BC,A,"An aircraft call sign consisting of five letters may be abbreviated to the first letter and the last two letters. Thus, XY-ABC is abbreviated to X-BC."
VFR,5748,Which of the following abbreviated call signs of Cherokee XY-ABC is correct:,Cherokee BC,Cherokee XY-BC,Cherokee X-BC,Cherokee X-ABC,A,"When the call sign includes the aircraft type, it may be abbreviated by using the aircraft manufacturer or type followed by the last two letters of the registration. Thus, Cherokee XY-ABC becomes Cherokee BC."
VFR,5749,When is an aircraft station allowed to use its abbreviated call sign ?,After it has been addressed in this manner by the aeronautical ground station,Only after satisfactory communication has been established,Provided no confusion is likely to result,In dense traffic,A,An aircraft station is only permitted to use its abbreviated call sign after the ground station has addressed it using the abbreviated format.
VFR,5750,How should aircraft XY-ABC call Stephenville TOWER on initial call ?,Stephenville TOWER XY-ABC,Stephenville TOWER X-BC,Stephenville XY-ABC,TOWER XY-ABC,A,"On the initial call to a ground station, the pilot must use the full call sign of both the ground station and the aircraft: 'Stephenville TOWER XY-ABC'."
VFR,5751,Aircraft X-BC has been instructed to contact Stephenville TOWER on frequency 118.7. What is the correct response to indicate that it will follow this instruction ?,118.7 X-BC,Will change to TOWER X-BC,Changing over X-BC,Stephenville TOWER X-BC,A,"When instructed to change frequencies, the pilot must read back the new frequency followed by their call sign: '118.7 X-BC'."
VFR,5752,"Aircraft X-BC has been instructed to listen on ATIS frequency 123.25, on which information are being broadcast. What is the correct response to indicate that it will follow this instruction ?",Monitoring 123.25 X-BC,Changing to 123.25 X-BC,Will contact 123.25 X-BC,Checking 123.25 X-BC,A,"When instructed to monitor a broadcast frequency (such as ATIS), the pilot acknowledges by stating 'Monitoring' followed by the frequency and call sign: 'Monitoring 123.25 X-BC'."
VFR,5753,What is the correct way to transmit and read back frequency 120.375 MHz (VHF channel separated by 25 KHz):,One two zero decimal three seven,One twenty decimal three seven,One two zero decimal three seven five,One two zero three seven,A,"When transmitting a VHF frequency with 25 kHz channel spacing, only the first five digits are spoken. Thus, 120.375 MHz is transmitted as 'One two zero decimal three seven'."
VFR,5754,Aircraft XY-ABC is making a test transmission with Stephenville TOWER on frequency 118.7. What is the correct phrasing for this transmission:,Stephenville TOWER XY-ABC radio check 118.7,Stephenville TOWER XY-ABC preflight check,Stephenville TOWER XY-ABC signal check,Stephenville TOWER XY-ABC frequency check,A,The standard phraseology for an initial radio test transmission is 'Stephenville TOWER XY-ABC radio check 118.7'.
VFR,5755,"On the readability scale what does """"Readability 3"""" mean:",Readable but with difficulty,No problem to understand,Loud and clear,Unreadable,A,"On the radio readability scale, Readability 3 indicates that the transmission is readable but with difficulty."
VFR,5756,"On the readability scale what does """"Readability 5"""" mean:",Perfectly readable,Unreadable,Problem to understand,Readable but with difficulty,A,"On the radio readability scale, Readability 5 represents a perfectly readable transmission."
VFR,5757,Which elements of instructions or information shall always be read back ?,"Runway-in-use, altimeter settings, SSR codes, level instructions, heading and speed instructions","Runway-in-use, visibility, surface wind, heading instructions, altimeter settings","Surface wind, visibility, ground temperature, runway-in-use, altimeter settings, heading and speed instructions","Time check, runway-in-use, altimeter settings, level instructions, SSR codes",A,"Pilots must read back all key safety information, including runway-in-use, altimeter settings, SSR codes, level instructions, headings, and speed instructions."
VFR,5758,Shall an ATC route clearance always be read back:,"Yes, unless authorized otherwise by ATS authority concerned","No, if the ATC route clearance is transmitted in a published form (e.g. Standard Instrument Departure Route/SID)","No, if the communication channel is overloaded","No, if the content of the ATC clearance is clear and no confusion is likely to arise",A,"An ATC route clearance must always be read back by the pilot to verify correct reception, unless otherwise authorized by the appropriate ATS authority."
VFR,5759,An aircraft is instructed to hold short of the runway-in-use. What is the correct phraseology to indicate it will follow this instruction ?,Holding short,Roger,Will stop before,Wilco,A,The instruction to hold short of a runway is a critical safety instruction and must be read back exactly as 'Holding short' followed by the runway identifier and call sign.
VFR,5760,"Cherokee XY-ABC receives the following instruction: """"X-BC climb straight ahead until 2500 feet before turning right, wind 270 degrees 6 knots, cleared for take- off"""".What is the correct read back:","Straight ahead, at 2500 feet right turn, cleared for take-off, X-BC","Wilco, cleared for take-off, X-BC","Right turn after 2500, roger, X-BC","Straight ahead, 2500 feet right turn, wind west 6 knots, cleared for take-off, X-BC",A,"The read-back must contain all key safety elements of the clearance. The correct read-back is: 'Straight ahead, at 2500 feet right turn, cleared for take-off, X-BC'."
VFR,5761,How should a pilot terminate the read-back of an ATC clearance ?,With his own aircraft call sign,"With the word """"wilco""""",With the ATC ground station call sign,"With the word """"roger""""",A,A pilot must always terminate their read-back of an ATC clearance by stating their own aircraft call sign.
VFR,5762,An aircraft is flying north-east at 2500 feet.TOWER requests heading and level. What is the correct response:,Heading 045 at 2500 feet,Heading north-east at level 25,Heading 45 at 2500 feet,045 and 2500,A,"When replying to a request for heading and level, the pilot states 'Heading' followed by three digits, and the altitude: 'Heading 045 at 2500 feet'."
VFR,5763,"What does the phrase """"Squawk 1234"""" mean:",Select code 1234 on the SSR transponder,Give a short count for DF (direction finder),Make a test transmission on 123.4 MHz,Standby on frequency 123.4 MHz,A,The instruction 'Squawk 1234' directs the pilot to select code 1234 on their SSR (Secondary Surveillance Radar) transponder.
VFR,5764,"RADAR informs aircraft X-BC: """"X-BC identified"""". What does this mean:",Radar identification has been achieved,X-BC is not visible on the radar screen,X-BC should perform an identification turn,X-BC should operate the IDENT-button,A,The radar advisory 'identified' means that the controller has successfully established radar contact and identified the aircraft's radar target.
VFR,5765,"RADAR instructs aircraft X-BC:""""X-BC squawk ident"""". What does this mean:",X-BC shall operate the IDENT button,Radar identification has been achieved by correlating an observed radar blip with aircraft XY-ABC,X-BC should perform an identification turn of at least 020 degrees,X-BC shall reselect his assigned mode and code,A,"The instruction 'squawk ident' requires the pilot to press the 'IDENT' button on the transponder, which highlights their target on the controller's screen."
VFR,5766,"RADAR instructs aircraft X-BC:""""X-BC squawk standby """". What does this mean?",X-BC is requested to switch to standby position,X-BC is requested to standby on the frequency,X-BC is requested to standby for radar vectors,X-BC is requested to standby as the radar controller is busy,A,The instruction 'squawk standby' directs the pilot to switch their transponder to the standby (STBY) mode.
VFR,5767,"RADAR instructs aircraft X-BC: """"X-BC recycle 1015"""". What does this mean:",X-BC is requested to reselect SSR code 1015,X-BC is requested to set new code 1015,X-BC has been identified by SSR code 1015,X-BC has been identified at 10:15 (UTC),A,The instruction 'recycle' asks the pilot to re-enter their assigned SSR code to resolve a transponder error or incorrect code entry.
VFR,5768,How shall a pilot inform a radar control unit that the aircraft is not equipped with transponder:,Negative transponder,No SSR,Transponder not available,Negative squawk,A,"If the aircraft is not equipped with a transponder, the pilot must inform the radar controller by stating 'Negative transponder'."
VFR,5769,"When the term """"Broken"""" is used in an aviation routine weather report (METAR), the amount of clouds covering the sky is:",5 to 7 octas,1 to 4 octas,8 octas below 10000 feet,No clouds below 5000 feet,A,The cloud cover term 'Broken' (BKN) in a METAR indicates that 5 to 7 oktas (eighths) of the sky is covered by clouds.
VFR,5770,"When the term """"Overcast"""" is used in an aviation routine weather report (METAR), the amount of clouds covering the sky is:",100%,50% or more,Less than 50%,No clouds but poor ground visibility,A,The cloud cover term 'Overcast' (OVC) in a METAR indicates that the sky is completely covered (8 oktas or 100%) by clouds.
VFR,5771,"When the term """"CAVOK"""" is used in an aviation routine weather report (METAR), the values of visibility and clouds are:","Visibility 10 km or more, no clouds below 5000 feet/GND","Visibility 10 km or more, no clouds below 1500 feet/GND","Visibility more than 8 km, no clouds below 3000 feet/GND","Visibility more than 5000 m, no clouds below 1500 m/GND",A,"CAVOK indicates visibility of 10 km or more, no clouds below 5,000 feet or the minimum sector altitude (whichever is higher), and no CB or TCU."
VFR,5772,How is the visibility in an aviation routine weather report (METAR) expressed in plain language:,"Up to 5000 m in metres, above in kilometres","Up to 1500 m in metres, above in kilometres",In feet and nautical miles,In nautical miles only,A,"In a METAR, visibility is reported in increments of 50 meters up to 500 meters, 100 meters up to 5,000 meters, and in kilometers above 5,000 meters."
VFR,5773,What is the correct way of expressing visibility ?,Visibility 1200 metres,Visibility 1200 feet,Visibility 1.2 nautical miles,Visibility 1.2 kilometres,A,"The correct radiotelephony phrasing to report a visibility value is to state the visibility followed by the units, such as 'Visibility 1200 metres'."
VFR,5774,"When the term """"Scattered"""" is used in an aviation routine weather report (METAR), the amount of clouds covering the sky is:",Half or less than half (3 or 4 octas),More than half but less than overcast (5 to 7 octas),Sky entirely covered (8 octas),No clouds below 5000 feet/GND,A,The cloud cover term 'Scattered' (SCT) in a METAR indicates that 3 to 4 oktas (eighths) of the sky is covered by clouds.
VFR,5775,What is normally used for ATIS broadcasts ?,Discrete VHF frequency or/and VOR,Voice channel of an ILS,NDB frequencies,DME voice channel,A,ATIS (Automatic Terminal Information Service) broadcasts are continuously transmitted on a discrete VHF frequency or on the voice channel of a VOR.
VFR,5776,How can aviation routine weather reports (METAR) of specific airports be obtained by aircraft in flight:,VOLMET,ATIS,AFIS,SIGMET,A,VOLMET is a continuous en-route radio broadcast of routine aerodrome weather reports (METARs) for major airports.
VFR,5777,Which information can aircraft in flight obtain by VOLMET:,Aviation routine weather reports (METAR) of specific airports,SPECI and TAF,SIGMET,Runway reports,A,VOLMET broadcasts provide en-route aircraft with routine aerodrome weather reports (METAR) and forecasts (TAF) for specific airports.
VFR,5778,What is the transponder code for radio communication failure:,7600,6700,7500,7700,A,The international SSR transponder code for a radio communications failure is 7600.
VFR,5779,An aircraft is squawking 7600. This indicates:,It is unable to establish communication due to radio equipment failure,It is diverting to the alternate aerodrome,It is requesting immediate level change,It is about to make a forced landing,A,Squawking transponder code 7600 indicates to air traffic control that the aircraft has experienced a radio communications failure.
VFR,5780,An aircraft station fails to establish radio contact with an aeronautical station on the designated frequency. What action is required by the pilot:,Attempt to establish contact with the station on an alternative frequency,Continue the flight to the destination airport without any communication,Return to the airport of departure,Land at the nearest airport without an ATC unit,A,"If contact cannot be established on the designated frequency, the pilot should attempt to establish contact on an alternative frequency."
VFR,5781,What action is required by the pilot of an aircraft station if he/she is unable to establish radio contact with an aeronautical station ?,Try to establish communication with other aircraft or aeronautical stations,Divert to the alternate airport,Squawk mode A code 7500,Land at the nearest aerodrome appropriate to the route of flight,A,"If radio contact with the ground station fails, the pilot must attempt to relay their message through other aircraft or other aeronautical stations."
VFR,5782,"A message preceded by the phrase """"Transmitting blind due receiver failure"""" shall be transmitted:",On the frequency presently in use,On the regional guard frequency,On the international emergency frequency,On all available aeronautical stations,A,A blind transmission made due to receiver failure must be transmitted on the active frequency currently in use.
VFR,5783,"If all attempts to establish radio contact with a ground station fail, the pilot of an aeroplane shall transmit messages preceded by the phrase:","""""Transmitting blind""""","""""Read you one, read you one""""","""""How do you read?""""","PAN PAN, PAN PAN, PAN PAN",A,"When a pilot can transmit but cannot receive, they must precede their messages with the phrase 'Transmitting blind' to inform the ground station."
VFR,5784,"In the event that a pilot is required to make a blind transmission, this should be made:",Twice on the designated frequency,Only once on the designated frequency,On the emergency frequency only,During VFR flights only,A,A blind transmission must be transmitted twice on the designated active frequency to ensure the message is received.
VFR,5785,"When transmitting a message preceded by the phrase """"Transmitting blind due to receiver failure"""" during an en-route flight, the aircraft station shall also:",Advise the time of its next intended transmission,Join base leg when approaching the airfield for landing,Land at the nearest airfield/airport,Return to the airport of departure,A,"When transmitting blind en-route, the pilot must also state the time of their next intended transmission to help the controller anticipate the next report."
VFR,5786,Under which of the following circumstances shall an aircraft station squawk 7600 ?,In case of radio communication failure,When entering bad weather areas,When approaching a prohibited area,When flying over desert areas,A,A pilot must select SSR transponder code 7600 immediately upon experiencing a complete radio communications failure.
VFR,5787,When shall the pilot of an aircraft experiencing communications failure keep a watch for instructions passed by visual signals ?,When the aircraft is forming part of the aerodrome traffic at a controlled aerodrome,When flying VFR above clouds,When the aircraft is entering the traffic pattern of an uncontrolled airport,When entering a FIR during an IFR flight,A,"If a communications failure occurs in the aerodrome traffic pattern at a controlled airport, the pilot must watch the control tower for visual light gun signals."
VFR,5788,An aircraft in state of emergency shall squawk:,7700,6700,7600,7500,A,An aircraft experiencing a state of emergency (distress or urgency) should select SSR transponder code 7700.
VFR,5789,Under which of the following circumstances shall an aircraft squawk 7700 ?,In distress,When following a SID,When flying within controlled airspace,When passing the transition level,A,An aircraft station in a distress condition should select SSR transponder code 7700 to immediately alert radar controllers.
VFR,5790,Distress is defined as:,A condition of being threatened by serious and/or imminent danger and requiring immediate assistance,"A condition concerning the safety of an aircraft or of a person on board, but which does not require immediate assistance",A condition concerning the attitude of an aircraft when intercepting the localizer during an ILS approach,A condition concerning the safety of a person on board or within sight and requiring immediate assistance,A,Distress is defined as a condition of being threatened by serious and/or imminent danger and requiring immediate assistance.
VFR,5791,An aircraft in distress shall send the following signal by radiotelephony:,"MAYDAY, MAYDAY, MAYDAY","DETRESFA, DETRESFA, DETRESFA","PAN PAN, PAN PAN, PAN PAN","URGENCY, URGENCY, URGENCY",A,The standard distress signal in radiotelephony is the word 'MAYDAY' spoken three times at the beginning of the transmission.
VFR,5792,"The frequency used for the first transmission of a """"MAYDAY"""" call shall be:",The frequency currently in use,The distress frequency 121.5 MHz,Any other international emergency frequency,Any frequency at pilot's discretion,A,"A distress call should be made on the active air-ground frequency currently in use. If no response is received, the pilot should switch to the international emergency frequency 121.5 MHz."
VFR,5793,The distress message shall contain as many as possible of the following elements/ details:,"Aircraft call sign, nature of distress, pilot's intention, present position, level and heading","Aircraft call sign, route of flight, destination airport","Aircraft call sign, aerodrome of departure, position and level","Aircraft call sign, present position, assistance required",A,"A distress message should contain the aircraft call sign, nature of distress, pilot's intention, and the aircraft's present position, level, and heading."
VFR,5794,Which of the following frequencies is an international emergency frequency:,121.500 MHz,122.500 MHz,6500 KHz,121.050 MHz,A,The primary international emergency frequency for VHF radiotelephony is 121.500 MHz.
