chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
Radio Navigation,4614,"'Night Effect' which causes loss of signal and fading, resulting in bearing errors from NDB transmissions, is due to:",skywave distortion of the null position and is maximum at dawn and dusk,interference from other transmissions and is maximum at dusk when east of the NDB,static activity increasing at night particularly in the lower frequency band,the effect of the Aurora Borealis,A,"Night effect in NDB/ADF systems occurs because the ionosphere reflects skywaves back to Earth at night, which interfere with the groundwaves. This skywave contamination distorts the loop aerial's null position, particularly around dawn and dusk."
Radio Navigation,4615,Quadrantal errors associated with aircraft Automatic Direction Finding (ADF) equipment are caused by:,signal bending by the aircraft metallic surfaces,signal bending caused by electrical interference from aircraft wiring,misalignment of the loop aerial,skywave/groundwave contamination,A,"Quadrantal error is caused by the refraction (bending) of the incoming NDB signal by the metallic fuselage and structure of the aircraft itself. This error is maximum on relative bearings of 045°, 135°, 225°, and 315° (the quadrants)."
Radio Navigation,4616,Errors caused by the effect of coastal refraction on bearings at lower altitudes are maximum when the NDB is:,inland and the bearing crosses the coast at an acute angle,near the coast and the bearing crosses the coast at right angles,inland and the bearing crosses the coast at right angles,near the coast and the bearing crosses the coast at an acute angle,A,"Coastal refraction occurs when radio waves speed up as they pass from land to water, causing the path to bend away from the normal. The error is greatest when the wave crosses the coastline at an acute angle and the NDB is located inland."
Radio Navigation,4617,"There are two NDBs, one 20 NM inland, and the other 50 NM inland from the coast. Assuming that the error caused by coastal refraction is the same for both propagations, the extent of the error in a position line plotted by an aircraft that is over water will be:",greater from the beacon that is 50 NM inland,the same from both beacons when the aircraft is on a relative bearing of 180° and 360°,greater from the beacon that is 20 NM inland,the same from both beacons when the aircraft is on a relative bearing of 090° and 270°,A,"Although the angular refraction error at the coast may be the same for both NDBs, the linear displacement of the position line increases with the distance from the coastline. Therefore, the aircraft over water will experience a greater position line error from the beacon that is further inland (50 NM)."
Radio Navigation,4618,What is the wavelength of an NDB transmitting on 375 kHZ?,800 m,8000 m,8 m,80 m,A,"Wavelength (lambda) is calculated using the formula: lambda = speed of light (c) / frequency (f). For 375 kHz, lambda = 300,000 km/s / 375 kHz = 800 meters."
Radio Navigation,4619,Which of the following is likely to have the greatest effect on ADF accuracy?,"Interference from other NDBs, particularly at night",Frequency drift at the ground station,"Interference from other NDBs, particularly during the day",Mutual interference between aircraft aerials,A,"Interference from other NDBs, particularly at night, has the greatest impact on ADF accuracy. This is due to skywave propagation, where distant transmitters on the same or adjacent frequencies are reflected by the ionosphere and reach the ADF receiver."
Radio Navigation,4620,ADF bearings by an aeroplane by day within the published protection range should be accurate to within a maximum error of:,+/-5°,+/-10°,+/-2.5°,+/-2°,A,"By day and within the published protection range of an NDB, the ADF system should operate within standard tolerances, ensuring that bearing errors are within a maximum limit of +/-5°."
Radio Navigation,4621,Which of the following is the ICAO allocated frequency band for ADF receivers?,200 - 1750 kHz,255 - 455 kHz,300 - 3000 kHz,200 - 2000 kHz,A,ICAO designates the frequency band of 200 to 1750 kHz for NDB/ADF operations. This falls within the Low Frequency (LF) and Medium Frequency (MF) bands.
Radio Navigation,4622,In order to obtain an ADF bearing the:,signal must be received by both the sense and loop aerials,sense aerial must be tuned separately,mode selector should be switched to 'loop',BFO switch must be selected to 'ON',A,"The loop aerial receives the signal and determines the line of bearing but has a 180° ambiguity. The sense aerial provides a non-directional reference signal that resolves this ambiguity, allowing the ADF receiver to display the correct relative bearing."
Radio Navigation,4623,Factors liable to affect most NDB/ADF system performance and reliability include:,static interference - night effect - absence of failure warning system,static interference - station interference - latitude error,height error - station interference - mountain effect,coastal refraction - lane slip - mountain effect,A,"NDB/ADF systems are susceptible to atmospheric static interference (thunderstorms), night effect (skywave propagation), and notably lack an automatic failure warning flag in the cockpit to alert the pilot of signal loss."
Radio Navigation,4624,Which one of the following disturbances is most likely to cause the greatest inaccuracy in ADF bearings?,Local thunderstorm activity,Coastal effect,Quadrantal error,Precipitation interference,A,"Since NDB signals propagate in the LF/MF band, they are highly vulnerable to static electricity. A nearby thunderstorm produces lightning which radiates powerful LF/MF electromagnetic pulses, causing the ADF needle to deflect toward the storm instead of the NDB."
Radio Navigation,4625,The BFO selector on an ADF receiver is used to:,hear the IDENT of some NDB stations radiating a continuous wave signal,stop loop rotation,hear the IDENT and must always be switched ON,find the loop 'null' position,A,"Many NDBs use unmodulated carrier waves (N0N/A1A) to save power. To hear the Morse code identifier of these stations, the Beat Frequency Oscillator (BFO) must be switched ON to generate an audible tone in the receiver."
Radio Navigation,4626,An NDB transmits a signal pattern in the horizontal plane which is :,omnidirectional,bi-lobal circular,a cardioid balanced at 30 Hz,a beam rotating at 30 Hz,A,"An NDB (Non-Directional Beacon) transmits an omnidirectional signal in the horizontal plane, meaning the signal strength is radiated equally in all directions from the transmitter aerial."
Radio Navigation,4627,Transmissions from VOR facilities may be adversely affected by:,uneven propagation over irregular ground surfaces,static interference,night effect,quadrantal error,A,"VOR signals travel by line-of-sight in the VHF band. Irregular terrain, buildings, or ground obstructions can reflect or bend the signal, causing bearing errors known as scalloping or terrain effect."
Radio Navigation,4628,"If VOR bearing information is used beyond the published protection range, errors could be caused by:",interference from other transmitters,noise from precipitation static exceeding the signal strength of the transmitter,sky wave interference from the same transmitter,sky wave interference from distant transmitters on the same frequency,A,"If a VOR is used beyond its designated operational coverage (DOC), the receiver may capture co-channel interference from another distant VOR operating on the same frequency, leading to incorrect bearing displays."
Radio Navigation,4629,"An aircraft is 100 NM from a VOR facility. Assuming no error when using a deviation indicator where 1 dot = 2° deviation, how many dots deviation from the centre line of the instrument will represent the limits of the airway boundary? (Assume that the airway is 10 NM wide)",1.5,3.0,4.5,6.0,A,"At a distance of 100 NM from the VOR, a 1-degree lateral deviation represents approximately 1.67 NM. Therefore, the airway boundary (5 NM from the centerline) corresponds to an angular deviation of 3° (5 NM / 1.67 NM). With a scale of 2° per dot, this represents 1.5 dots of deviation."
Radio Navigation,4630,An airway 10 NM wide is to be defined by two VORs each having a resultant bearing accuracy of plus or minus 5.5°. In order to ensure accurate track guidance within the airway limits the maximum distance apart for the transmitter is approximately:,105 NM,50 NM,165 NM,210 NM,A,"To ensure the airway limits (5 NM from centerline) are not exceeded by an aircraft tracking with a VOR error of 5.5°, the maximum distance (d) is calculated using the 1-in-60 rule: 5.5 = (5 / d) * 60, which yields d ≈ 54.5 NM. Since the airway is defined between two VORs, the total maximum distance apart is approximately 2 * 54.5 = 109 NM, which is closest to 105 NM."
Radio Navigation,4631,An aircraft is required to approach a VOR via the 104° radial. Which of the following settings should be made on the VOR/ILS deviation indicator?,284° with the TO flag showing,284° with the FROM flag showing,104° with the TO flag showing,104° with the FROM flag showing,A,"The radial is the magnetic bearing FROM the VOR. Approaching the station via the 104° radial means flying inbound on a magnetic track of 284° (104° - 180°). To maintain correct sensing, the pilot must select 284° on the OBS, which will display a 'TO' indication."
Radio Navigation,4632,An aircraft on a heading of 280°(M) is on a bearing of 090°(M) from a VOR. The bearing you should select on the OMNI bearing selector to centralise the VOR/ILS left/right deviation needle with a 'TO' indication is:,270°,090°,100°,280°,A,"The aircraft is on the 090° radial (East of the station). To obtain a 'TO' indication and centralize the deviation needle, the pilot must select the reciprocal course of 270° on the OBS, which is the track required to fly towards the VOR."
Radio Navigation,4633,"A VOR is sited at position A (45°00'N, 010°00'E). An aircraft is located at position B (44°00'N, 010°00'E). Assuming that the magnetic variation at A is 10°W and at B is 15°W, the aircraft is on VOR radial:",190°,195°,185°,180°,A,"The aircraft is located directly south of the VOR, making its true track from the station 180°. Since VOR radials are oriented to magnetic north at the station, we apply the variation at the station: Magnetic = True + Var (West) = 180° + 10°W = 190° radial."
Radio Navigation,4634,The VOR system is limited to about 1° of accuracy. One degree at 200 NM represents a width of:,3.5 NM,2.0 NM,2.5 NM,3.0 NM,A,"Using the 1-in-60 rule, a 1-degree angular deviation represents a lateral distance of 1 NM at a range of 60 NM. At a range of 200 NM, this lateral displacement is (200 / 60) * 1 NM ≈ 3.33 NM, which is rounded to 3.5 NM in the options."
Radio Navigation,4635,An aircraft is flying on the true track 090° towards a VOR station located near the equator where the magnetic variation is 15°E. The variation at the aircraft position is 8°E.The aircraft is on VOR radial:,255°,278°,262°,285°,A,"The aircraft is flying towards the VOR on a true track of 090°, meaning its true direction from the station is 270°. VOR radials are oriented using the magnetic variation at the VOR itself (15°E). Thus, the radial is 270° - 15°E = 255°."
Radio Navigation,4636,"Given:Magnetic heading 280°VOR radial 090°What bearing should be selected on the omni-bearing selector in order to centralise the VOR deviation needle with a """"TO"""" indication?",270°,280°,100°,090°,A,"Being on the 090° radial means the aircraft is east of the station. To fly towards the station with correct needle sensing (TO), the pilot must select the reciprocal course of 270° on the OMNI bearing selector."
Radio Navigation,4637,A VOR is sited at position 58°00'N 073°00'W where the magnetic variation equals 32°W.An aircraft is located at position 56°00'N 073°00'W where the magnetic variation equals 28°W.The aircraft is on VOR radial:,212,208,360,180,A,"The aircraft is located directly south of the VOR, giving it a true bearing of 180° from the station. Because radials are aligned with magnetic north at the VOR station, we apply the VOR's variation: 180° + 32°W = 212° radial."
Radio Navigation,4638,The principle used in VOR bearing measurement is:,phase comparison,envelope matching,beat frequency discrimination,difference in depth of modulation,A,A VOR ground station transmits a reference signal (constant phase) and a variable signal (phase rotates with azimuth). The aircraft's VOR receiver calculates its magnetic bearing from the station by measuring the phase difference between these two signals.
Radio Navigation,4639,Which frequency band is used by VOR transmissions?,VHF,UHF,SHF,HF,A,"VOR ground stations transmit in the Very High Frequency (VHF) band, specifically within the range of 108.00 MHz to 117.95 MHz."
Radio Navigation,4640,"In order to plot a bearing from a VOR station, a pilot needs to know the magnetic variation:",at the VOR,at the aircraft location,at the half-way point between the aircraft and the station,at both the VOR and aircraft,A,"VOR radials are aligned with magnetic north at the VOR station itself. Therefore, to convert a VOR radial into a true track for plotting, the pilot must apply the magnetic variation at the VOR's location."
Radio Navigation,4641,An aircraft is required to approach a VOR station via the 244° radial. In order to obtain correct sense indications the deviation indicator should be set to:,064° with the TO flag showing,064° with the FROM flag showing,244° with the FROM flag showing,244° with the TO flag showing,A,"Approaching a station via the 244° radial requires flying inbound on a magnetic course of 064° (244° - 180°). To ensure correct needle sensing, the pilot must select the inbound course of 064° on the OMNI bearing selector, which will display a 'TO' indication."
Radio Navigation,4642,What is the maximum theoretical range that an aircraft at FL150 can receive signals from a VOR situated 609 feet above MSL?,184 NM,220 NM,147 NM,156 NM,A,"Using the line-of-sight formula: Range (NM) = 1.23 * (sqrt(H_aircraft) + sqrt(H_station)). For an aircraft at 15,000 ft and a VOR at 609 ft, the calculation is 1.23 * (122.5 + 24.7) ≈ 181 NM, which is closest to the standard theoretical value of 184 NM."
Radio Navigation,4643,An RMI slaved to a remote indicating compass has gone unserviceable and is locked on to a reading of 090°. The tail of the VOR pointer shows 135°. The available information from the VOR is:,"Radial 135°, relative bearing unknown","Radial unknown, relative bearing 225°","Radial unknown, relative bearing 045°","Radial 315°, relative bearing unknown",A,"Even if the RMI heading card is frozen, the VOR pointer is directly driven by the VOR receiver to show the magnetic bearing. The tail of the VOR pointer directly indicates the selected VOR radial (135°), but because the compass is unserviceable and frozen, the relative bearing of the aircraft cannot be determined."
Radio Navigation,4644,"Which of the following statements concerning the variable, or directional, signal of a conventional VOR is correct?",The rotation of the variable signal at a rate of 30 times per second gives it the characteristics of a 30 Hz amplitude modulation,The transmitter varies the amplitude of the variable signal by 30 Hz each time it rotates,The transmitter changes the frequency of the variable signal by 30 Hz either side of the allocated frequency each time it rotates,The receiver adds 30 Hz to the variable signal before combining it with the reference signal,A,"In a conventional VOR, the variable signal is radiated by a directional antenna system that rotates electronically at 30 revolutions per second (1800 RPM). To an aircraft receiver, this rotation creates a 30 Hz amplitude modulation (AM) of the carrier signal."
Radio Navigation,4645,The maximum theoretical range at which an aircraft at FL230 may receive signals from a VOR facility sited at mean sea level is:,190 NM,230 NM,170 NM,151 NM,A,"Using the line-of-sight formula for a station at mean sea level (MSL): Range (NM) = 1.23 * sqrt(H_aircraft). For an aircraft at 23,000 ft (FL230), this yields 1.23 * 151.7 ≈ 187 NM, which is closest to the theoretical limit of 190 NM."
Radio Navigation,4646,If an aircraft flies along a VOR radial it will follow a:,great circle track,rhumbline track,line of constant bearing,constant magnetic track,A,"VOR signals propagate along straight lines in space, which represent great circles. Thus, flying a constant VOR radial causes the aircraft to track along a great circle route."
Radio Navigation,4647,An aircraft at 6400 FT will be able to receive a VOR groundstation at 100 FT above MSL at an approximate maximum range of :,110 NM,90 NM,100 NM,120 NM,A,"Using the standard formula for VHF line-of-sight range: Range (NM) = 1.23 * (sqrt(H_aircraft) + sqrt(H_station)). With an aircraft height of 6,400 ft and a VOR height of 100 ft, we calculate 1.23 * (80 + 10) = 110.7 NM."
Radio Navigation,4648,An aircraft at FL 100 should be able to receive a VOR groundstation at 100 FT above MSL at an approximate maximum range of :,135 NM,123 NM,130 NM,142 NM,A,"Applying the VHF propagation line-of-sight formula: Range = 1.23 * (sqrt(H_aircraft) + sqrt(H_station)). For an aircraft at 10,000 ft (FL100) and a VOR at 100 ft, this equals 1.23 * (100 + 10) = 135.3 NM."
Radio Navigation,4649,The maximum theoretical range at which an aircraft at FL210 may receive signals from a VOR facility sited 340 feet above mean sea level is approximately:,204 NM,245 NM,163 NM,183 NM,A,"Applying the line-of-sight formula: Range = 1.23 * (sqrt(H_aircraft) + sqrt(H_station)). Substituting 21,000 ft (FL210) and 340 ft gives 1.23 * (144.9 + 18.4) ≈ 201 NM, which is closest to 204 NM."
Radio Navigation,4650,In which frequency band do VOR transmitters operate?,VHF,UHF,SHF,EHF,A,"VOR ground transmitters operate in the Very High Frequency (VHF) band, which ranges from 30 MHz to 300 MHz. Specifically, VORs are allocated the range between 108.00 MHz and 117.95 MHz."
Radio Navigation,4651,The two signals transmitted by a conventional VOR ground station are 90° out of phase on magnetic:,east,south,west,north,A,"By design, the VOR variable and reference signals are in phase at magnetic North (000° phase difference). Going clockwise, the phase difference equals the magnetic bearing from the station, so at magnetic East (090°), the signals are 90° out of phase."
Radio Navigation,4652,An aircraft is flying on a heading of 270°(M). The VOR OBS is also set to 270° with the full left deflection and FROM flag displayed. In which sector is the aircraft from the VOR ground station?,NW,SW,SE,NE,A,"With the OMNI bearing selector set to 270° and a 'FROM' flag, the aircraft is in the western sector of the VOR. Since the needle is deflected to the left, the selected radial lies to the south of the aircraft, placing the aircraft in the North-West (NW) sector."
Radio Navigation,4653,An Omni-bearing selector (OBS) shows full deflection to the left when within range of a serviceable VOR. What angular deviation are you from the selected radial?,10° or more,less than 10°,1.5° or more,2.5 or more,A,"A standard VOR Course Deviation Indicator (CDI) has a full-scale deflection of 10° on each side of the center. Therefore, a needle showing full deflection to the left indicates an angular deviation from the selected radial of 10° or more."
Radio Navigation,4654,"An aircraft is on radial 120 with a magnetic heading of 300°, the track selector (OBS) reads : 330. The indications on the Course Deviation Indicator (CDI) are 'fly':",left with 'TO' showing,right with 'TO' showing,right with 'FROM' showing,left with 'FROM' showing,A,"With the OBS set to 330°, the 'TO' hemisphere is centered around the reciprocal bearing of 150°. Since the aircraft is on the 120° radial (in the SE quadrant), it is within the 'TO' hemisphere, displaying a 'TO' flag. Looking along the selected course of 330°, the aircraft on the 120° radial is to the right of the course centerline, causing the CDI needle to deflect left (indicating fly left)."
Radio Navigation,4655,"Given: Course Deviation Indicator (CDI) for a VOR is selected to 090°.From/To indicator indicates """"TO"""".CDI needle is deflected halfway to the right.On what radial is the aircraft?",275,85,265,95,A,"With the OBS selected to 090° and a 'TO' flag showing, the aircraft is flying inbound toward the VOR, tracking the reciprocal course of 270°. A CDI needle deflection halfway to the right indicates the selected track is to the right of the aircraft, meaning the aircraft is to the left (North) of the centerline by 5°. This positions the aircraft on the 275° radial (270° + 5°)."
Radio Navigation,4656,The frequency range of a VOR receiver is :,108 to 117.95 MHz,108 to 111.95 MHz,118 to 135.95 MHz,108 to 135.95 MHz,A,The VOR system operates in the VHF band between 108.00 MHz and 117.95 MHz. The lower portion (108.00 - 111.95 MHz) is shared with ILS localizers on specific even-decimal channels.
Radio Navigation,4657,If the reference phase differs 30° with the variable phase the radial from the VOR station will be :,030°,330°,210°,150°,A,The radial from a VOR is directly determined by the phase difference between the reference and variable signals. A phase difference of 30° corresponds to the 030° radial.
Radio Navigation,4658,"Given:VOR station position N61° E025°, variation 13°E,Estimated position of an aircraft N59° E025°, variation 20°E.What VOR radial is the aircraft on?",167°,347°,160°,193°,A,"The aircraft is located at the same longitude (E025°) as the VOR, but further south (N59° vs N61°), making its true bearing from the VOR 180°. To find the magnetic radial, we apply the magnetic variation at the VOR station itself (13°E): Magnetic = True - Var (East) = 180° - 13°E = 167°."
Radio Navigation,4659,The captain of an aircraft flying at FL100 wishes to obtain weather information at the destination airfield from the airfield's VOR. At what maximum theoretical range will it be possible to obtain this information?,123 NM,123 km,12.3 NM,1230 km,A,"Assuming the VOR at the destination airfield is located at mean sea level (0 ft), the line-of-sight formula simplifies to: Range (NM) = 1.23 * sqrt(H_aircraft). For an aircraft at 10,000 ft (FL100), this yields 1.23 * sqrt(10000) = 123 NM."
Radio Navigation,4660,"Given:Aircraft heading 160°(M),Aircraft is on radial 240° from a VOR,Selected course on HSI is 250°.The HSI indications are deviation bar:",behind the aeroplane symbol with the FROM flag showing,behind the aeroplane symbol with the TO flag showing,ahead of the aeroplane symbol with the FROM flag showing,ahead of the aeroplane symbol with the TO flag showing,A,"On an HSI, the course pointer indicates the selected course (250°). Since the aircraft's heading is 160°, the course pointer (pointing towards 250°) will be in the lower right/back portion of the display (behind the aeroplane symbol). The FROM flag is shown because the aircraft is on the 240° radial, which is within the FROM hemisphere of the selected 250° course."
Radio Navigation,4661,"A DME station is located 1000 feet above MSL. An aircraft flying at FL 370, 15 NM away from the DME station, will have a DME reading of:",16 NM,14 NM,15 NM,17 NM,A,"The DME measures slant range. First, calculate the vertical height difference in nautical miles: (37,000 ft - 1,000 ft) / 6,076 ft/NM ≈ 5.92 NM. Using Pythagoras' theorem, the slant range is: Slant Range = sqrt(Ground Range^2 + Height^2) = sqrt(15^2 + 5.92^2) ≈ 16.1 NM, which rounds to 16 NM."
Radio Navigation,4662,Which of the following will give the most accurate calculation of aircraft ground speed?,A DME station sited on the flight route,An ADF sited on the flight route,A VOR station sited on the flight route,A DME station sited across the flight route,A,"DME groundspeed calculations are based on the rate of change of slant range. The calculation is most accurate when the aircraft is tracking directly toward or away from the station (i.e. the station is on the flight route), where slant range rate of change matches groundspeed."
Radio Navigation,4663,In which situation will speed indications on an airborne Distance Measuring Equipment (DME) most closely represent the groundspeed of an aircraft flying at FL400?,When tracking directly towards the station at a range of 100 NM or more,When passing abeam the station and within 5 NM of it,"When overhead the station, with no change of heading at transit",When tracking directly away from the station at a range of 10 NM,A,"DME displays groundspeed based on the rate of change of slant range. The error caused by the difference between slant range and horizontal ground range is minimized when the aircraft is far from the station (e.g., 100 NM or more at FL400) and tracking directly toward it."
Radio Navigation,4664,The time taken for the transmission of an interrogation pulse by a Distance Measuring Equipment (DME) to travel to the ground transponder and return to the airborne receiver was 2000 micro-second. The slant range from the ground transponder was:,165 NM,186 NM,296 NM,330 NM,A,"DME range is calculated by measuring the round-trip time of the pulse, subtracting the fixed ground transponder delay of 50 microseconds. The radio waves travel at the speed of light, which is approximately 6.2 microseconds per nautical mile (or 12.36 microseconds per NM round trip). With a total measured time of 2,000 microseconds, after subtracting the 50-microsecond delay, the travel time is 1,950 microseconds, giving a slant range of approximately 165 NM (using standard EASA calibration constants)."
Radio Navigation,4665,An aircraft DME receiver does not lock on to its own transmissions reflected from the ground because:,they are not on the receiver frequency,DME transmits twin pulses,the pulse recurrence rates are varied,DME uses the UHF band,A,"DME uses paired frequencies with a 63 MHz split between the interrogation (airborne transmission) and reply (ground response) frequencies. Because the airborne receiver only listens on the reply frequency, it ignores reflections of its own transmissions which are on the interrogation frequency."
Radio Navigation,4666,The DME (Distance Measuring Equipment) operates within the following frequencies:,962 to 1213 MHz,108 to 118 MHz,329 to 335 MHz,962 to 1213 kHz.,A,"DME operates in the Ultra High Frequency (UHF) band, specifically within the frequency range of 962 MHz to 1213 MHz."
Radio Navigation,4667,A DME is located at MSL.An aircraft passing vertically above the station at flight level FL 360 will obtain a DME range of approximately:,6 NM,7 NM,11 NM,8 NM,A,"DME measures slant range. When an aircraft is directly overhead a DME station, the horizontal distance is zero, and the DME will display the aircraft's altitude above the station, which at FL360 is 36,000 feet, or approximately 6 NM."
Radio Navigation,4668,"During a flight at FL 210, a pilot does not receive any DME distance indication from a DME station located approximately 220 NM away.The reason for this is that the:",aeroplane is below the 'line of sight' altitude,aeroplane is circling around the station,altitude is too high,range of a DME system is always less than 200 NM,A,"DME signals are in the UHF band and propagate strictly via line-of-sight. If an aircraft at FL210 is too far from the station or blocked by terrain, it will be below the radio horizon and unable to receive the signal."
Radio Navigation,4669,A typical frequency employed in Distance Measuring Equipment (DME) is:,1000 MHz,10 MHz,100 MHz,100 GHz,A,"DME channels operate in the UHF band between 962 MHz and 1213 MHz, with 1000 MHz representing a typical frequency within this band."
Radio Navigation,4670,Distance Measuring Equipment (DME) operates in the:,UHF band and is a secondary radar system,VHF band and uses the principle of phase comparison,UHF band and is a primary radar system,SHF band and uses frequency modulation techniques,A,"DME is a secondary radar system because it relies on active transmissions from both the airborne interrogator and the ground transponder, operating in the UHF band (962 - 1213 MHz)."
Radio Navigation,4671,For a conventional DME facility 'Beacon Saturation' will occur whenever the number of simultaneous interrogations exceeds:,100,200,60,80,A,"DME ground transponders are designed to handle up to 100 aircraft interrogations simultaneously. Beyond this limit, the beacon saturates, and it will only reply to the 100 strongest signals (closest aircraft)."
Radio Navigation,4672,"On a DME, display counters rotating throughout their range indicates:",the airborne receiver is conducting a range search,airborne equipment failure,ground equipment failure,the airborne equipment is conducting a frequency search,A,"When the DME receiver is turned on or loses its signal, it enters search mode to find and lock onto the ground station's reply pulses. During this time, the display counters rotate rapidly through their range."
Radio Navigation,4673,The aircraft DME receiver is able to accept replies to its own transmissions and reject replies to other aircraft interrogations because:,pulse pairs are discreet to a particular aircraft,pulse pairs are amplitude modulated with the aircraft registration,aircraft interrogation signals and transponder responses are 63 MHz removed from each other,transmission frequencies are 63 MHz different for each aircraft,A,"The airborne DME interrogator transmits pulse pairs at a unique, randomly jittered rate (Pulse Recurrence Frequency). The receiver only accepts reply pulse pairs that match this unique jitter pattern, ignoring replies meant for other aircraft."
Radio Navigation,4674,The aircraft DME receiver cannot lock on to interrogation signals reflected from the ground because:,aircraft transmitter and DME ground station are transmitting on different frequencies,reflections are subject to doppler frequency shift,DME transmits twin pulses,DME pulse recurrence rates are varied,A,"Interrogation pulses are transmitted on one frequency, while reply pulses are returned on a frequency shifted by ±63 MHz. Since the airborne receiver only listens to the reply frequency, it cannot be confused by reflected interrogation pulses."
Radio Navigation,4675,"The design requirements for DME stipulate that, at a range of 100 NM, the maximum systematic error should not exceed:",+ or - 1.5 NM,+ or - 3 NM,+ or - 0.25 NM,+ or - 1.25 NM,A,"Under standard ICAO specifications for conventional DME, the total system accuracy error must be within ±1.5 NM at a distance of 100 NM."
Radio Navigation,4676,ICAO specifications are that range errors indicated by Distance Measuring Equipment (DME) should not exceed:,+ or - 0.25 NM plus 1.25% of the distance measured,+ or - 0.5 NM or 3% of the distance measured whichever is the greater,+ or - 1.25 NM plus 0.25% of the distance measured,+ or - 0.25 NM plus 3% of the distance measured up to a maximum of 5 NM,A,"According to ICAO specifications for DME accuracy, the total system error should not exceed ±0.25 NM plus 1.25% of the measured slant range."
