chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
IFR Communications,5832,"Which of these phrases is used if you want to communicate that a message: """"Consider that transmission as not sent"""":",Disregard,Cancel my last message,Forget it,My last transmission is cancelled,A,The word 'disregard' is the standardized ICAO radiotelephony term used to instruct the receiver to ignore the previously transmitted message.
IFR Communications,5833,"When shall the phrase """"Take-off"""" be used by a pilot :",To acknowledge take-off clearance only,"Never, it is used only by the control tower",To inform TOWER when ready for departure,Only when the aircraft has already moved onto the active runway,A,"The phrase 'take-off' is strictly reserved for the actual authorization and acknowledgment of a take-off clearance. In all other situations, the word 'departure' is used to prevent critical runway incursions."
IFR Communications,5834,How shall a pilot inform the control tower that he has to abandon the take-off manoeuvre:,Stopping,Abandoning take-off,Aborting take-off,Cancelling take-off,A,"If a pilot decides to reject a take-off, they must immediately announce 'stopping' to inform the control tower of the aborted maneuver and clear the runway safely."
IFR Communications,5835,What is the correct way for the pilot to acknowledge that ATIS Information Golf has been received:,Information Golf,Weather Golf received,We have the Information,We have the ATIS Golf,A,"Pilots acknowledge receipt of ATIS information by stating the name of the ATIS transmission, such as 'Information Golf', on their initial contact with the ATC unit."
IFR Communications,5836,"What does the phrase """"Verify"""" mean:",Check and confirm with originator,Repeat your last transmission,Read back VDF bearing,Consider that transmission as not sent,A,The word 'verify' is used to request that a message or data be checked and confirmed with its originator or source to ensure accuracy.
IFR Communications,5837,"What does the word """"Monitor"""" mean:",Listen out on (frequency).,Wait and I will call you,Establish radio contact with...,Examine a system or procedure,A,"The command 'monitor' instructs the pilot to listen out on a specified frequency, usually without needing to make an initial call to the station."
IFR Communications,5838,"What does the instruction:""""Fastair 345 standby 118.9 for TOWER"""" mean:",Fastair 345 should listen on frequency 118.9 on which TOWER will initiate further communications,"Fastair 345 should change frequency to 118.9, on which aerodrome data are being broadcast",Fastair 345 should contact TOWER on 118.9,Fastair 345 should standby on the current frequency,A,"'Standby [frequency] for [unit]' means the pilot should change to that frequency and listen out, as the specified ATC unit will initiate contact when they are ready."
IFR Communications,5839,Fastair 345 has been instructed to contact Stephenville ARRIVAL on frequency 118.0. What is the correct way to indicate it will follow this instruction:,118.0 Fastair 345,Changing over Fastair 345,Changing to ARRIVAL Fastair 345,Stephenville ARRIVAL Fastair 345,A,"When acknowledging a frequency change, the pilot must read back the new frequency followed by their aircraft call sign, which is '118.0 Fastair 345'."
IFR Communications,5840,Which phraseology shall a pilot use if he receives an instruction from ATC which he cannot carry out:,Unable to comply,Negative instruction,Impossible to make it,Disregard,A,"If a pilot is unable to carry out a clearance or instruction due to safety or performance limitations, they must state 'unable to comply' followed by the reason."
IFR Communications,5841,Which phrase should a pilot use to inform ATC that he is initiating a missed approach procedure:,Going around,Missed approach,Pulling up,Overshooting,A,"The standard radiotelephony phrase to inform ATC that a missed approach is being initiated is 'going around', which alerts the controller to execute missed approach coordination."
IFR Communications,5842,"What does the word """"report"""" mean ?",Pass me the following information.,Repeat all of this message back to me exactly as received.,Say again.,Examine a system or procedure.,A,"The word 'report' is used by ATC to instruct the pilot to transmit specific operational information or when passing a defined point (e.g., 'report reaching FL100')."
IFR Communications,5843,"Which word or phrase shall be used if you want to say : """"Reduce your rate of speech"""" ?",Speak slower.,Words twice.,Repeat.,Say again.,A,"Under standard ICAO radiotelephony procedures, the phrase used to request a slower rate of speech is 'speak slower'."
IFR Communications,5844,"What does the word """"wilco"""" mean ?",I understand your message and will comply with it.,I have received all of your last transmission.,I read you five.,"As communication is difficult, I will call you later.",A,"'Wilco' is an abbreviation for 'will comply', meaning the speaker understands the message or instruction and will carry it out."
IFR Communications,5845,"What does the phrase """"break break"""" mean ?",It indicates the separation between messages transmitted to different aircraft in a very busy environment.,It indicates the separation between portions of a message transmitted to an aircraft station.,The exchange of transmissions is ended and no response is expected.,My transmission is ended and I expect a response from you.,A,"'Break break' is used by a controller to separate transmissions to different aircraft when the frequency is busy, allowing them to issue instructions to multiple flights in a single transmission."
IFR Communications,5846,"What does the word """"acknowledge"""" mean ?",Let me know that you have received and understood this message.,Pass me the following information.,Repeat all of this message back to me exactly as received.,Repeat all of your last transmission.,A,'Acknowledge' is a formal request to confirm that a transmission has been received and understood by the recipient.
IFR Communications,5847,"What does the word """"approved"""" mean ?",Permission for proposed action granted.,That is correct.,Authorized to proceed under the conditions specified.,I repeat for clarity or emphasis.,A,'Approved' means that permission for the pilot's proposed action or flight path modification has been officially granted by ATC.
IFR Communications,5848,Which word or phrase shall be used to indicate a separation between portions of a message ?,Break.,Stop.,I say again.,Over.,A,The word 'break' is used to indicate a pause or separation between different portions of a message to the same aircraft station.
IFR Communications,5849,"What does the word """"cancel"""" mean ?",Annul the previously transmitted clearance.,A change has been made to your last clearance.,Wait and I will call you.,Consider that transmission as not sent.,A,'Cancel' is used by ATC to annul a clearance or instruction previously issued to the aircraft.
IFR Communications,5850,"What does the word """"check"""" mean ?",Examine a system or procedure.,Confirm your last transmission.,Read back my last instruction.,I understand your message.,A,"In radiotelephony, 'check' means to examine a system, procedure, or setting (e.g., 'check altimeter setting') to confirm its correctness."
IFR Communications,5851,Which word or phrase shall be used when giving authorization to proceed under specified conditions ?,Cleared.,Go ahead.,Approved.,I say again : proceed.,A,"'Cleared' is the official authorization term permitting an aircraft to proceed under specified conditions, such as runway or route clearances."
IFR Communications,5852,"Which word shall be used to ask a station whether you have correctly received a message, clearance, instruction, etc ?",Confirm.,Correct.,Acknowledge.,Verify.,A,"The word 'confirm' is used to verify that a message, clearance, or specific instruction has been correctly received and understood."
IFR Communications,5853,"What does the word """"contact"""" mean ?",Establish radio contact with ... .,Radar contact established .,Listen out on (frequency) .,That is correct .,A,The instruction 'contact' means the pilot must establish active two-way radio communication with the designated station or controller.
IFR Communications,5854,Which word or phrase shall be used in order to repeat for clarity or emphasis ?,I say again .,Confirm .,Read back .,Verify .,A,'I say again' is the standard phrase used to repeat a message or a portion of it for emphasis or clarity.
IFR Communications,5855,"What does the word """"correct"""" mean ?",That is correct.,An error has been made in this transmission. The correct version is ... .,Permission for proposed action not granted.,"Negative, the correct version is ... .",A,'Correct' is used to confirm that a readback or transmission made by another station is completely accurate.
IFR Communications,5856,Which word shall be used to indicate that an error has been made in a transmission or message ?,Correction.,Correct.,Negative.,Disregard.,A,"'Correction' is the standard ICAO radiotelephony phrase used to indicate that an error has been made in a transmission, followed immediately by the correct version."
IFR Communications,5857,"What does the word """"disregard"""" mean ?",Consider that transmission as not sent.,An error has been made in this transmission.,Annul the previously transmitted clearance.,Wait and I will call you.,A,"Under ICAO standards, the term 'disregard' is used to instruct the receiving station to ignore the previous transmission as if it was not sent."
IFR Communications,5858,What phrase shall be used when asking for the readability of a transmission ?,How do you read ?,Read back .,Report readability .,Read you loud and clear .,A,'How do you read?' is the standard radiotelephony inquiry used by a pilot or controller to request a readability report from the other station.
IFR Communications,5859,"What does the word """"negative"""" mean ?",Permission not granted.,Proposed action granted.,Disregard last instruction.,Consider that transmission as not sent.,A,"In radiotelephony, 'negative' can mean 'permission not granted' or 'that is not correct', depending on the context of the transmission."
IFR Communications,5860,"What does the word """"negative"""" mean ?",That is not correct.,Consider that transmission as not sent.,Annul the previously transmitted clearance.,I say again.,A,"'Negative' is used in aviation communications to indicate disagreement, incorrectness, or that permission has not been granted."
IFR Communications,5861,Which word or phrase shall be used to indicate that a change has been made to your last clearance and this new clearance supersedes your previous clearance or part thereof ?,Recleared.,Cleared.,Approved.,Break break.,A,The word 'recleared' is used to notify a pilot that a new clearance has been issued which alters and supersedes the previously issued clearance or a portion of it.
IFR Communications,5862,"What does the word """"recleared"""" mean ?",A change has been made to your last clearance.,Permission for proposed action granted.,An error has been made in my last transmission.,Consider that transmission as not sent.,A,"'Recleared' indicates that a modification has been made to the flight's previous ATC clearance, and the new instruction must be followed."
IFR Communications,5863,Which phrase shall be used if you want to say : ''Communication is difficult. Please send every word or group of words twice'' ?,Words twice,"Say again, say again",Repeat twice,Message second time,A,"The phrase 'words twice' is a standard instruction used when communication is difficult, requesting that the sending station transmit each word or group of words twice."
IFR Communications,5864,To indicate that he is no longer occupying the active runway a pilot shall report to the controller :,Runway vacated.,Runway cleared.,Runway free.,Clear of runway.,A,"When an aircraft has completely crossed the runway holding position marking and cleared the active runway, the pilot reports 'runway vacated' to allow other traffic to land or take off."
IFR Communications,5865,What is the radiotelephony call sign for the aeronautical station providing approach control (no radar service) ?,APPROACH,ARRIVAL,RADAR,CONTROL,A,The standard radiotelephony call sign suffix for a station providing approach control services without radar is 'APPROACH'.
IFR Communications,5866,What is the radiotelephony call sign for the aeronautical station indicating area control centre (no radar):,...CONTROL,...CENTRE,...APPROACH,...RADAR,A,The suffix 'CONTROL' is used for area control centers (ACC) that provide flight information and control services without radar.
IFR Communications,5867,What is the radiotelephony call sign for the aeronautical station indicating approach control radar departures:,...DEPARTURE,...CONTROL,...RADAR,...APPROACH,A,The suffix 'DEPARTURE' is used for an approach control radar service specifically managing departing aircraft.
IFR Communications,5868,What is the radiotelephony call sign for the aeronautical station indicating approach control radar arrivals:,...ARRIVAL,...APPROACH,...RADAR,...DIRECTOR,A,The suffix 'ARRIVAL' is used to designate the approach control radar unit that manages arriving flights.
IFR Communications,5869,What is the radiotelephony call sign suffix for the aeronautical station providing radar service (in general) ?,RADAR.,CONTROL.,RADAR-CONTROL.,RADAR-SERVICE.,A,"The suffix 'RADAR' is used to identify an ATC unit providing radar services in general, whether en-route or terminal."
IFR Communications,5870,What is the radiotelephony call sign suffix for the aeronautical station indicating clearance delivery ?,DELIVERY.,CLEARANCE.,CLEARANCE DELIVERY.,RADIO.,A,The suffix 'DELIVERY' is used for the ground control frequency dedicated to issuing departure clearances to aircraft.
IFR Communications,5871,"What, if any, is the abbreviated call sign of Fastair 2345 ?",No abbreviated form,Fastair 345,Fastair 45,2345,A,Telephony designators combined with a flight number (like Fastair 2345) cannot be abbreviated under ICAO standards; they must be spoken in full.
IFR Communications,5872,"What is the correct call sign of Fastair 345 in the initial call to the aerodrome control tower and the approach control unit, if the aircraft has a maximum take-off weight of more than 136 tonnes:",Fastair 345 heavy,Heavy Fastair 345,Fastair 345,Fastair 345 widebody,A,"Aircraft with a maximum take-off weight of 136,000 kg (300,000 lbs) or more must append the word 'heavy' to their call sign in their initial call to the tower and approach control."
IFR Communications,5873,"When shall an aircraft in the heavy-wake-turbulence category include the word """"Heavy"""" immediately after its call sign e.g. Fastair 345 heavy:",In the initial call to the aerodrome control tower and the approach control unit,Never,In all calls,In all calls to the aerodrome tower and the approach control unit,A,The term 'heavy' must be included by heavy category aircraft during their initial radio contact with aerodrome control tower and approach control units.
IFR Communications,5874,"Which of the following calls is a """"general call"""" ?",ALL STATIONS Stephenville CONTROL.,"YX-ABC, YX-BCD, YX-CDE Stephenville CONTROL.",YX-DEF Stephenville CONTROL.,"YX-EFG, YX-FGH over.",A,A general call is addressed to all aircraft within range. It starts with the words 'ALL STATIONS' followed by the identification of the calling station.
IFR Communications,5875,"Must a """"general call"""" be acknowledged""""?",No.,"Yes, but only from the station first called.","Yes, from all stations in the sequence they have been adressed.","Yes, from all stations in a random sequence.",A,General calls do not require an acknowledgment from receiving stations because doing so would cause massive frequency congestion.
IFR Communications,5876,"What is meant by the phrase """"readability 2""""?",Readable now and then.,Readable.,Unreadable.,Readable but with difficulty.,A,"On the ICAO readability scale, 2 represents 'readable now and then' (meaning signal quality is poor and intermittent)."
IFR Communications,5877,"On the readability scale what does """"readability 1"""" mean ?",Unreadable.,Readable.,Perfectly readable.,Readable but with difficulty.,A,"On the standard 1-to-5 readability scale, a value of 1 indicates that the transmission is completely unreadable."
IFR Communications,5878,"What is meant by the phrase """" readibility 4""""?",Readable.,Readable now and then.,Perfectly readable.,Readable but with difficulty.,A,"On the readability scale, a value of 4 means 'readable' (good quality with minor interference or noise)."
IFR Communications,5879,"When an aeronautical station broadcasts information to more than one station, the call starts with :","""""All stations""""","""""General broadcast""""","""""Message to all aircraft on this frequency""""","""""Please listen""""",A,"Under ICAO guidelines, broadcasts of general interest to multiple stations are initiated with the prefix 'All stations'."
IFR Communications,5880,Which elements of instructions or information shall always be read back ?,"SSR code, QNH, take-off clearance, speed instructions","QNH, weather information, runway-in-use","ATC clearance, speed instructions, runway state information","QNH, SSR code, approach aid serviceability",A,"Critical flight safety parameters—including transponder codes (SSR), altimeter settings (QNH), runway clearances (take-off/landing), and speed/heading instructions—must always be read back."
IFR Communications,5881,"Which of the following messages sent by ATC to an aircraft in flight must be read back?1 - """"descend to (altitude) 3.000 feet""""2 - """"wind 240°, 15 knots, gusts 30 knots""""3 - """"turn right heading 210""""4 - """"reduce speed to 160 knots""""5 - """"squawk 1723""""6 - """"braking action poor""""","1, 3, 4, 5",all,"1, 2, 3, 5","1, 3, 4, 5, 6",A,"Descent altitudes (1), heading changes (3), speed control (4), and transponder squawks (5) are safety-critical instructions that require readback, whereas wind (2) and runway friction reports (6) are advisory and do not."
IFR Communications,5882,"What shall the pilot's readback be for """"climb to 2500 feet"""":",Climbing to two thousand five hundred feet,Up to two thousand five hundred,Climbing to two point five,Climbing to two thousand five hundred,A,"When reading back a climb or descent instruction to an altitude, the altitude must be spoken in full digits, e.g., 'climbing to two thousand five hundred'."
IFR Communications,5883,ATC clears Fastair 345 to descend from FL 100 to FL 80. What is the correct readback by the pilot:,"Leaving flight level 100 descending to flight level 80, Fastair 345","Descending to 80, Fastair 345","Down to flight level 80, Fastair 345","Leaving 100 to 80, Fastair 345",A,"Standard readback for a level change requires confirming both the level being left and the new level assigned, along with the aircraft call sign."
IFR Communications,5884,Which elements of a position report cannot be omitted ?,"Aircraft identification, position, time","Aircraft identification, position, time, level","Aircraft identification, position, level","Aircraft identification, position, next position",A,"A standard position report must always contain the aircraft call sign, the reporting point position, the time passing that point, and the current flight level/altitude."
IFR Communications,5885,"What shall the pilot's readback be for""""Climb to FL 280"""":",Climbing to flight level two eight zero,Climbing to flight level two eighty,Climbing two eight zero,Climbing to two eighty,A,"Flight levels are read back as separate digits, preceded by the words 'flight level'. So FL 280 is 'flight level two eight zero'."
IFR Communications,5886,Blind transmission shall be made:,On the designated frequency (frequency in use),To all available aeronautical stations,On regional guard frequencies only,During IFR flights only,A,Blind transmissions—made when the receiver is suspect or in distress—must be transmitted on the active frequency currently in use.
IFR Communications,5887,An aircraft encountering radio communication failure on an IFR flight in VMC is assumed to:,"Continue to fly in VMC, land at the nearest suitable aerodrome, report its arrival",Leave controlled airspace and continue the flight within uncontrolled airspace,Squawk IDENT and proceed to the alternate aerodrome,Continue the flight to destination aerodrome in any case,A,"In the event of a radio failure in Visual Meteorological Conditions (VMC), the pilot must continue in VMC, land at the nearest suitable aerodrome, and notify ATC of their arrival immediately."
IFR Communications,5888,An aircraft on an IFR flight in VMC experiences radio communication failure. The aircraft is assumed to :,Land at the nearest suitable aerodrome,Return to the aerodrome of departure,Land at the alternate aerodrome,Land at the destination aerodrome,A,"Safety dictates that if radio contact is lost under VMC, the flight should not proceed to destination under instrument rules but rather land at the nearest suitable field."
IFR Communications,5889,An aircraft experiencing radio communication failure on an IFR flight in IMC is assumed to:,Proceed in accordance with the current flight plan to the designated navigation aid serving the destination aerodrome,Proceed to an area from where the flight can be continued according to the visual flight rules,Divert to the most suitable aerodrome according to the route of flight,Execute a VMC approach at the nearest suitable aerodrome,A,"If radio failure occurs in IMC, the pilot must proceed along the current flight plan route to the designated navigation aid at the destination, maintaining the last assigned speed and level (or minimum flight level)."
IFR Communications,5890,An aircraft encountering radio communication failure on an IFR flight in IMC has to hold over the designated navigation aid serving the destination aerodrome:,Until the expected approach time last received and acknowledged,Under no circumstances,5 minutes in any case,"3 minutes, if an expected approach time is not acknowledged",A,"If an expected approach time (EAT) has been received and acknowledged, the pilot must hold over the destination fix until that time before commencing the approach."
IFR Communications,5891,An aircraft encountering radio communication failure on an IFR flight in IMC has to commence descent over the designated navigation aid serving the destination aerodrome (no EAT received):,"At, or as close to, the ETA resulting from the current flight plan",5 minutes after the last expected approach time acknowledged,Immediately after reaching in any case,"After 3 minutes, if an expected approach time is not acknowledged",A,"If no EAT has been received, the descent and approach should begin at or as close as possible to the estimated time of arrival (ETA) calculated from the filed flight plan."
IFR Communications,5892,"An aircraft encountering radio communication failure on an IFR flight in IMC has to land, if possible, within:","30 minutes after ETA or the last EAT, whichever is later",30 minutes after noticing the radio failure,30 minutes after waiting for the EAT,15 minutes after vacating the transition layer,A,"The pilot should complete a normal instrument approach and land within 30 minutes of the ETA or the last acknowledged EAT, whichever is later."
IFR Communications,5893,"Within the European Region, an aircraft experiencing radio communication failure on an IFR departure has to squawk 7600 and:",Maintain the level last assigned by the ATC for a period of 3 minutes and then climb in accordance with the flight plan,Climb immediately to the cruising level indicated in the flight plan,Land at the departure aerodrome in any case,Maintain the altitude last assigned by ATC for a period of 5 minutes and then continue in accordance with the flight plan,A,"Under regional procedures (like those in Europe), after squawking 7600, a departing aircraft must maintain the assigned altitude for 3 minutes before climbing to the flight plan cruising level to allow ATC to clear conflicting traffic."
IFR Communications,5894,A departing aircraft experiencing radio communication failure on an IFR flight under radar vectors has to:,Squawk 7600 and thereafter return to the route indicated in the current flight plan in the most direct manner,Squawk 7600 and maintain the heading last assigned by ATC for a period of 3 minutes and then return to the flight path in accordance with the current flight plan,"Squawk 7600, maintain present heading for 1 minute and thereafter return to the route indicated in the current flight plan on the shortest way","Squawk 7600 and thereafter, regardless of any limitation instructed by ATC, return to the route indicated in the current flight plan on the shortest way",A,"While under radar vectoring, a pilot experiencing radio failure must maintain the last assigned heading for 3 minutes before returning to the flight plan route."
IFR Communications,5895,"In case of a SSR transponder failure occuring after departure of an IFR flight, the pilot shall:",Inform the competent ATC unit immediately,Land at the nearest suitable aerodrome for repair,Squawk 7600,Continue the flight in VMC,A,"If the transponder fails en route, the pilot must immediately notify the ATC unit so they can adjust tracking and radar monitoring procedures."
IFR Communications,5896,"In case the transponder fails before the departure for an IFR flight, the pilot shall:",Obtain prior permission by ATC to conduct the flight,Inform FIS for relay to AIS,"Insert under item 18 of the flight plan """"transponder unserviceable""""",Inform ATC after departure,A,Operating in controlled airspace under IFR without a functioning transponder requires prior coordination and authorization from ATC before departing.
IFR Communications,5897,"The expression """" transmitting blind due to receiver failure"""" implies that no answer is expected. It shall be used by:",An aircraft station being aware of receiver failure,"An aircraft station doing blind transmissions at a """"non-towered"""" airfield",A radar controller performing a PAR or SRE final approach.,A ground station broadcasting information to all listening stations.,A,An aircraft that can transmit but cannot receive should announce 'transmitting blind due to receiver failure' so controllers know the pilot cannot hear replies or instructions.
