chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
Mass & Balance,1502,The stalling speed of an aeroplane will be highest when it is loaded with a:,high gross mass and forward centre of gravity.,low gross mass and forward centre of gravity.,low gross mass and aft centre of gravity.,high gross mass and aft centre of gravity.,A,"Stall speed increases with gross weight (requiring more lift). A forward CG requires additional tail downforce to balance, which must be offset by the wing generating even more lift, effectively raising the aircraft's apparent weight and stall speed."
Mass & Balance,1503,With the centre of gravity on the forward limit which of the following is to be expected?,A decrease in range.,A decrease in the landing speed.,A decrease of the stalling speed.,A tendency to yaw to the right on take-off.,A,"A forward CG requires higher tail downforce to maintain longitudinal trim. This increases the total lift required from the wings, which increases induced drag and trim drag, leading to a decrease in fuel efficiency and range."
Mass & Balance,1504,"(For this question use annex 031-9596 A or Loading Manual MRJT 1 Figure 4.11)At the maximum landing mass the range of safe CG positions, as determined from the appropriate graph in the loading manual, is:",Forward limit 7.4% MAC aft limit 27.0% MAC,Forward limit 8.0% MAC aft limit 27.2% MAC,Forward limit 8.6% MAC aft limit 27.0% MAC,Forward limit 8.0% MAC aft limit 26.8% MAC,A,"According to the Medium Range Jet Transport (MRJT) loading manual, the certified CG limits at maximum landing mass are a forward limit of 7.4% MAC and an aft limit of 27.0% MAC."
Mass & Balance,1505,At a given mass the CG position is at 15% MAC. If the leading edge of MAC is at a position 625.6 inches aft of the datum and the MAC is given as 134.5 inches determine the position of the CG in relation to to the datum.,645.78 inches aft of datum,20.18 inches aft of datum,605.43 inches aft of datum,228.34 inches aft of datum,A,The CG position is calculated as: Datum Position = Leading Edge MAC + (CG % * MAC). Here: 625.6 + (0.15 * 134.5) = 625.6 + 20.175 = 645.78 inches aft of datum.
Mass & Balance,1506,"(For this question use annex 031-9598 A or Loading Manual MRJT 1 Figure 4.11)The aeroplane has a Take Off Mass of 58 000 kg. At this mass the range of safe CG positions, as determined from the appropriate graph in the loading manual, is:",Forward limit 8.0% MAC aft limit 26.5% MAC,Forward limit 8.2% MAC aft limit 26.2% MAC,Forward limit 9.5% MAC aft limit 26.1% MAC,Forward limit 8.5% MAC aft limit 26.1% MAC,A,"For a Take-Off Mass of 58,000 kg, referring to the MRJT loading manual's envelope chart yields a safe CG range of 8.0% MAC (forward limit) to 26.5% MAC (aft limit)."
Mass & Balance,1507,"(For this question use annex 031-9603 A or Loading Manual MRJT 1 Figure 4.11)A aeroplane has a landing mass of 53 000kg. The range of safe CG positions, as determined from the appropriate graph in the loading manual, is :",Forward limit 7.8% MAC aft limit 27.0% MAC,Forward limit 8.2% MAC aft limit 27.0% MAC,Forward limit 7.3% MAC aft limit 26.8% MAC,Forward limit 8.7% MAC aft limit 26.8% MAC,A,"Referencing the MRJT loading envelope chart for a landing mass of 53,000 kg gives a safe CG range of 7.8% MAC to 27.0% MAC."
Mass & Balance,1508,"(For this question use annex 031-9604 A or Loading Manual MRJT 1 Figure 4.11)The aeroplane has a mass of 61 000 kg in the cruise. The range of safe CG positions, as determined from the appropriate graph in the loading manual, is:",forward limit 8.3% aft limit 26.3% MAC,forward limit 8.0% aft limit 27.2% MAC.,forward limit 7.6% aft limit 26.9% MAC.,forward limit 7.7% aft limit 25.2% MAC,A,"According to the MRJT flight envelope chart, at a cruise mass of 61,000 kg, the certified safe CG range is from 8.3% MAC to 26.3% MAC."
Mass & Balance,1509,The maximum load per running metre of an aeroplane is 350 kg/m. The width of the floor area is 2 metres. The floor strength limitation is 300 kg per square metre. Which one of the following crates (length x width x height) can be loaded directly on the floor?,A load of 400 kg in a crate with dimensions 1.2 m x 1.2 m x 1.2 m.,A load of 500 kg in a crate with dimensions 1.5 m x 1 m x 1 m.,A load of 400 kg in a crate with dimensions 1.4 m x 0.8 m x 0.8 m.,A load of 700 kg in a crate with dimensions 1.8 m x 1.4 m x 0.8 m.,A,"The floor limits are 350 kg/m (running load) and 300 kg/m² (area load). A 400 kg crate measuring 1.2 m has an area of 1.44 m², yielding safe load limits of 277.8 kg/m² and 333.3 kg/m respectively."
Mass & Balance,1510,"(For this question use annex 031-9629 A or Loading Manual MRJT 1 Figure 4.9)From the loading manual for the jet transport aeroplane, the maximum floor loading intensity for the aft cargo compartment is :",68 kg per square foot.,150 kg per square foot.,68 Lbs per square foot.,68 kg per square metre.,A,The MRJT loading manual lists the maximum floor loading intensity limit for the aft cargo compartment floor as 68 kg per square foot (which equals 150 lb/ft²).
Mass & Balance,1511,"(For this question use annex 031-9630 A or Loading Manual MRJT 1 Figure 4.9)From the loading manual for the transport aeroplane, the aft cargo compartment has a maximum total load of :",4187 kg,9232 kg,1568 kg,3062 kg,A,"According to the structural limits in the MRJT loading manual, the maximum total cargo mass allowed in the aft cargo compartment is 4,187 kg."
Mass & Balance,1512,"(For this question use annexes 031-9631A or Loading Manual MRJT 1 Figure 4.9)From the Loading Manual for the transport aeroplane, the maximum load that can be carried in that section of the aft cargo compartment which has a balance arm centroid at :",835.5 inches is 3062 kg.,835.5 inches is 6752 kg.,421.5 inches is 4541 kg.,421.5 inches is 2059 Lbs.,A,"In the MRJT cargo distribution limits, the compartment section centered at a balance arm of 835.5 inches has a maximum structural load capacity of 3,062 kg."
Mass & Balance,1513,"(For this question use annex 031-9608 A or Loading Manual MRJT 1 Figure 4.9)Referring to the loading manual for the transport aeroplane, the maximum running load for the aft section of the forward lower deck cargo compartment is:",13.12 kg per inch.,13.15 kg per inch.,14.65 kg per inch.,7.18 kg per inch.,A,The MRJT loading manual defines the maximum running load limit for the aft section of the forward cargo compartment as 13.12 kg per linear inch.
Mass & Balance,1514,"(For this question use annex 031-9609 A or Loading Manual MRJT 1 Figure 4.9)Referring to the loading manual for the transport aeroplane, the maximum load intensity for the lower forward cargo compartment is:",68 kg per square foot.,3305 kg in forward compartment and 4187 kg in aft compartment.,150 kg per square foot.,7288 kg in forward compartment and 9232 kg in aft compartment.,A,The structural load limit for the lower forward cargo compartment floor is 68 kg per square foot (or 150 lb/ft²).
Mass & Balance,1515,"The maximum floor loading for a cargo compartment in an aeroplane is given as 750 kg per square metre. A package with a mass of 600 kg. is to be loaded. Assuming the pallet base is entirely in contact with the floor, which of the following is the minimum size pallet that can be used ?",40 cm by 200 cm,30 cm by 300 cm,30 cm by 200 cm,40 cm by 300 cm,A,Max area load = 750 kg/m². Minimum area required for a 600 kg package = 600 / 750 = 0.8 m². A pallet measuring 40 cm by 200 cm (0.4m * 2.0m) provides exactly 0.8 m².
Mass & Balance,1516,The maximum intensity floor loading for an aeroplane is given in the Flight Manual as 650 kg per square metre. What is the maximum mass of a package which can be safely supported on a pallet with dimensions of 80 cm by 80 cm?,416.0 kg,1015.6 kg,41.6 kg,101.6 kg,A,"Max load intensity = 650 kg/m². Pallet dimensions = 0.8 m by 0.8 m, giving an area of 0.64 m². Max safe mass = 650 kg/m² * 0.64 m² = 416.0 kg."
Mass & Balance,1517,"(For this question use annex 031-9613 A or Loading Manual MRJT 1 Figure 4.9)A pallet having a freight platform which measures 200 cm x 250 cm has a total mass of 300 kg. The pallet is carried on two ground supports each measuring 20 cm x 200 cm. Using the loading manual for the transport aeroplane, calculate how much mass may be added to, or must be off loaded from, the pallet in order for the load intensity to match the maximum permitted distribution load intensity for lower deck forward cargo compartement.",285.5 kg may be added.,28.5 kg must be off loaded.,28.5 kg may be added.,158.3 kg must be off loaded.,A,"The ground supports have an area of 2 * (0.2 m * 2.0 m) = 0.8 m². Based on maximum distribution load intensity, this permits 285.5 kg to be added to the 300 kg pallet."
Mass & Balance,1518,"The floor limit of an aircraft cargo hold is 5 000 N/m2.It is planned to load-up a cubic container measuring 0,4 m of side.It's maximum gross mass must not exceed:(assume g=10m/s2)",80 kg,800 kg,32 kg,320 kg,A,"Floor limit = 5,000 N/m². Container base area = 0.4 m * 0.4 m = 0.16 m². Max force = 5,000 N/m² * 0.16 m² = 800 N. At g = 10 m/s², the maximum mass = 800 N / 10 = 80 kg."
Mass & Balance,1519,The floor of the main cargo hold is limited to 4 000 N/m2.It is planned to load a cubic container each side of which measures 0.5m.Its maximum gross mass must not exceed:(assume g=10m/s2),100 kg,1 000 kg,500 kg,5 000 kg,A,"Floor limit = 4,000 N/m². Container base area = 0.5 m * 0.5 m = 0.25 m². Max force = 4,000 N/m² * 0.25 m² = 1,000 N. At g = 10 m/s², the maximum mass = 1,000 N / 10 = 100 kg."
Mass & Balance,1520,The maximum certificated taxi (or ramp) mass is that mass to which an aeroplane may be loaded prior to engine start. It is :,a fixed value which is listed in the Flight Manual.,a value which varies with airfield temperature and altitude. Corrections are listed in the Flight Manual.,a value which varies only with airfield altitude. Standard corrections are listed in the Flight Manual.,a value which is only affected by the outside air temperature. Corrections are calculated from data given in the Flight Manual.,A,The maximum certificated taxi (or ramp) mass is a fixed structural limit defined during certification and listed in the aircraft flight manual. It cannot be exceeded regardless of environmental conditions.
Mass & Balance,1521,"The maximum mass to which an aeroplane may be loaded, prior to engine start, is :",maximum certificated taxi (ramp) mass.,maximum regulated taxi (ramp) mass.,maximum certificated take - off mass.,maximum regulated take - off mass.,A,"The maximum certificated taxi (or ramp) mass is the maximum weight to which the aircraft may be loaded prior to engine start and taxi, allowing for fuel burned during start and taxi before takeoff."
Mass & Balance,1522,The maximum taxi (ramp) mass is governed by :,structural considerations.,tyre speed and temperature limitations.,bearing strength of the taxiway pavement.,taxi distance to take - off point.,A,The maximum taxi (ramp) mass is governed strictly by structural strength limitations of the aircraft landing gear and fuselage under taxi conditions.
Mass & Balance,1523,"Considering only structural limitations, on very short legs with minimum take-off fuel, the traffic load is normally limited by:",Maximum zero fuel mass.,Maximum landing mass.,Maximum take-off mass.,Actual landing mass.,A,"On short routes with minimal fuel, the limiting structural factor is the Maximum Zero Fuel Mass (MZFM). Adding more payload would exceed MZFM, even though the aircraft remains below MTOM."
Mass & Balance,1524,"Considering only structural limitations, on long distance flights (at the aeroplane's maximum range), the traffic load is normally limited by:",The maximum take-off mass.,The maximum zero fuel mass.,The maximum zero fuel mass plus the take-off mass.,The maximum landing mass.,A,"On long-distance flights, the large fuel load required means the takeoff mass is limited by the Maximum Take-Off Mass (MTOM). This limits the remaining allowable weight for payload (traffic load)."
Mass & Balance,1525,The maximum zero fuel mass is a mass limitation for the:,strength of the wing root,strength of the fuselage,allowable load exerted upon the wing considering a margin for fuel tanking,total load of the fuel imposed upon the wing,A,"The Maximum Zero Fuel Mass (MZFM) limits the weight of the fuselage to protect the wing root from excessive bending moments. Since lift acts on the wings and weight is concentrated in the fuselage, the bending moment is highest when the wings are empty of fuel."
Mass & Balance,1526,Which of the following statements is correct?,"The Maximum Landing Mass of an aeroplane is restricted by structural limitations, performance limitations and the strength of the runway.",The Maximum Zero Fuel Mass ensures that the centre of gravity remains within limits after the uplift of fuel.,The Maximum Take-off Mass is equal to the maximum mass when leaving the ramp.,The Basic Empty Mass is equal to the mass of the aeroplane excluding traffic load and useable fuel but including the crew.,A,"The Maximum Landing Mass (MLM) is restricted by structural strength limits (landing gear/fuselage), climb gradient performance limits during a missed approach, and the bearing strength of the runway pavement (PCN)."
Mass & Balance,1527,The maximum certificated take - off mass is :,a structural limit which may not be exceeded for any take - off.,a take - off limiting mass which is affected by the aerodrome altitude and temperature.,a take - off limiting mass which is governed by the gradient of climb after reaching V2 .,limited by the runway take off distance available. It is tabulated in the Flight Manual.,A,The Maximum Certificated Take-Off Mass (MCTOM) is a fixed structural limit set during certification. It is the absolute maximum weight allowed for takeoff under any circumstances.
Mass & Balance,1528,"For a particular aeroplane, the structural maximum mass without any fuel on board, other than unusable quantities, is :",a fixed value which is stated in the Aeroplane Operating Manual.,a variable value which is governed by the payload carried.,a variable value which may limit the payload carried.,a fixed value which will limit the amount of fuel carried.,A,The Maximum Zero Fuel Mass (MZFM) is a fixed structural limit defined in the flight manual. It represents the maximum allowable weight of the aircraft without usable fuel.
Mass & Balance,1529,"An aeroplane, which is scheduled to fly an oceanic sector, is due to depart from a high altitude airport in the tropics at 1400 local time. The airport has an exceptionally long runway. Which of the following is most likely to be the limiting factor(s) in determining the take - off mass ?",altitude and temperature of the departure airfield.,maximum zero fuel mass.,maximum certificated take - off mass.,en route obstacle clearance requirements.,A,"High pressure altitudes and warm temperatures decrease air density, which reduces engine thrust and aerodynamic lift. This makes airfield performance (runway or climb limits) the limiting factor for takeoff weight."
Mass & Balance,1530,"Based on actual conditions, an aeroplane has the following performance take-off mass limitations:Flaps : 0° 10° 15°Runway: 4100 4400 4600Climb: 4700 4500 4200Masses are in kgStructural limits: take-off/landing/zero fuel: 4 300 kgThe maximum take-off mass is :",4 300 kg,4 100 kg,4 200 kg,4 700 kg,A,"At 10° flap: Runway limit is 4400, Climb is 4500, and Structural is 4300. The most restrictive limit is 4,300 kg. At 15° flap: Runway is 4600, Climb is 4200 (restrictive). Therefore, 10° flap yields the maximum allowable takeoff mass of 4,300 kg."
Mass & Balance,1531,"Assuming gross mass, altitude and airspeed remain unchanged, movement of the centre of gravity from the forward to the aft limit will cause",increased cruise range.,higher stall speed.,lower optimum cruising speed.,reduced maximum cruise range.,A,"Moving the CG aft reduces the nose-down pitching moment, which decreases the tail downforce required for trim. This reduces the total lift the wing must produce, lowering induced drag and increasing range."
Mass & Balance,1532,"If nose wheel moves aft during gear retraction, how will this movement affect the location of the centre of gravity (cg) on the aeroplane?",It will cause the cg to move aft.,It will not affect the cg location.,It will cause the cg to move forward.,"The cg location will change, but the direction cannot be told the information given.",A,"Since the heavy nose gear assembly moves rearward during retraction, the aircraft's overall center of gravity shifts aft."
Mass & Balance,1533,Which of the following statements is correct?,A tail heavy aeroplane is less stable and stalls at a lower speed than a nose heavy aeroplane,"If the actual centre of gravity is located behind the aft limit of centre of gravity it is possible that the aeroplane will be unstable, making it necessary to increase elevator forces","If the actual centre of gravity is close to the forward limit of the centre of gravity the aeroplane may be unstable, making it necessary to increase elevator forces",The lowest stalling speed is obtained if the actual centre of gravity is located in the middle between the aft and forward limit of centre of gravity,A,"An aft CG (tail heavy) reduces the longitudinal static stability of the aircraft. Because less tail downforce is required for trim, the wings produce less lift, resulting in a lower stalling speed."
Mass & Balance,1534,Which of the following statements is correct?,A tail heavy aeroplane is less stable and stalls at a lower speed than a nose heavy aeroplane,"The station (STA) is always the location of the centre of gravity in relation to a reference point, normally the leading edge of the wing at MAC","The centre of gravity is given in percent of MAC calculated from the leading edge of the wing, where MAC always = the wing chord halfway between the centre line of the fuselage and the wing tip",If the actual centre of gravity is located behind the aft limit the aeroplane longitudinal stability increases.,A,Loading an aircraft tail-heavy (aft CG) results in less longitudinal stability and a lower stall speed compared to a nose-heavy (forward CG) configuration.
Mass & Balance,1535,Which of the following is most likely to affect the range of centre of gravity positions on an aeroplane?,Elevator and tailplane (horizontal stabiliser) effectiveness in all flight conditions.,Location of the undercarriage.,The need to maintain a low value of stalling speed.,The need to minimise drag forces and so improve efficiency.,A,"The forward CG limit is determined by elevator authority (the ability to pitch the nose up during landing flare), while the aft limit is determined by longitudinal static stability, both depending on tailplane effectiveness."
Mass & Balance,1536,"In cruise, an extreme aft longitudinal center of gravity:",brings the cyclic stick closer to its forward stop and increases the stress in the rotor head,moves away the cyclic stick from its forward stop and increases the stress in the rotor head,brings the cyclic stick closer to its forward stop and decreases the stress in the rotor head,moves away the cyclic stick from its forward stop and decreases the stresses in the head rotors,A,"For helicopters in cruise, an extreme aft CG tilts the fuselage nose-up, requiring the pilot to apply forward cyclic input. This brings the cyclic stick closer to its forward stop and increases stress in the rotor head."
Mass & Balance,1537,"In cruise flight, an aft centre of gravity location will:",decrease longitudinal static stability,increase longitudinal static stability,does not influence longitudinal static stability,not change the static curve of stability into longitudinal,A,"Moving the CG aft decreases the distance between the CG and the neutral point (static margin), which directly decreases the longitudinal static stability of the aircraft."
Mass & Balance,1538,The mass displacement caused by landing gear extension:,creates a longitudinal moment in the direction (pitch-up or pitch-down) determined by the type of landing gear,creates a pitch-up longitudinal moment,does not create a longitudinal moment,creates a pitch-down longitudinal moment,A,"Extending the landing gear shifts its mass, creating a pitching moment (longitudinal moment) whose direction (pitch-up or pitch-down) depends on the design and retraction direction of the landing gear."
Mass & Balance,1539,"At the flight preparation stage, the following parameters in particular are available for determining the mass of the aircraft:1- Dry operating mass2- Operating massWhich statement is correct:",The dry operating mass includes fixed equipment needed to carry out a specific flight.,The operating mass is the mass of the aeroplane without take-off fuel.,The dry operating mass includes take-off fuel.,The operating mass includes the traffic load.,A,"Dry Operating Mass (DOM) is the total mass of the aircraft ready for a specific flight operation (including crew, crew baggage, catering, removable passenger equipment) but excluding usable fuel and traffic load (payload)."
Mass & Balance,1540,The Dry Operating Mass of an aeroplane includes :,"Crew and crew baggage, catering, removable passenger service equipment, potable water and lavatory chemicals.",Unusable fuel and reserve fuel.,Fuel and passengers baggage and cargo.,Passengers baggage and cargo.,A,"The Dry Operating Mass (DOM) is defined as the Basic Empty Mass of the aircraft plus the weight of the crew, their baggage, catering, water, lavatory chemicals, and any other removable service items required for the operation."
Mass & Balance,1541,"While making mass and balance calculation for a particular aeroplane, the term 'Empty Mass' applies to the sum of airframe, engine(s), fixed ballast plus",unusable fuel and full operating fluids.,"all the oil, fuel, and hydraulic fluid but not including crew and traffic load.","all the consumable fuel and oil, but not including any radio or navigation equipment installed by manufacturer.",all the oil and fuel.,A,"The Basic Empty Mass (BEM) represents the structural weight of the airframe, engines, standard and optional equipment, fixed ballast, unusable fuel, and all fluids in closed systems (such as hydraulic fluid and engine oil)."
Mass & Balance,1542,Which is true of the aeroplane empty mass?,It is a component of dry operating mass.,It is dry operating mass minus fuel load.,It is dry operating mass minus traffic load.,"It is the actual take-off mass, less traffic load.",A,"Empty mass (specifically Basic Empty Mass) is a component of Dry Operating Mass. DOM is calculated by adding operational items (crew, catering, water, etc.) to the Basic Empty Mass."
Mass & Balance,1543,"In relation to an aeroplane, the term ' Basic Empty Mass' includes the mass of the aeroplane structure complete with its powerplants, systems, furnishings and other items of equipment considered to be an integral part of the particular aeroplane configuration. Its value is",found in the latest version of the weighing schedule as corrected to allow for modifications.,"inclusive of an allowance for crew, crew baggage and other operating items. It is entered in the loading manifest.",found in the flight manual and is inclusive of unusable fuel plus fluids contained in closed systems.,printed in the loading manual and includes unusable fuel.,A,"The Basic Empty Mass (BEM) is a recorded value unique to each aircraft, found in its weighing schedule, and must be updated mathematically or via re-weighing whenever modifications alter the airframe."
Mass & Balance,1544,"An aeroplane is weighed and the following recordings are made:nose wheel assembly scale 5330 kg left main wheel assembly scale 12370 kg right main wheel assembly scale 12480 kg If the 'operational items' amount to a mass of 1780 kg with a crew mass of 545 kg, the empty mass, as entered in the weight schedule, is",30180 kg,28400 kg,31960 kg,32505 kg,A,"Scale weight = 5330 (nose) + 12370 (left) + 12480 (right) = 30,180 kg. This represents the empty mass as weighed. Operational items and crew are added later to find DOM."
Mass & Balance,1545,The empty mass of an aeroplane is recorded in,the weighing schedule and is amended to take account of changes due to modifications of the aeroplane.,"the weighing schedule. If changes occur, due to modifications, the aeroplane must be re- weighed always.",the loading manifest. It differs from Dry Operating Mass by the value of the 'useful load'.,the loading manifest. It differs from the zero fuel mass by the value of the 'traffic load'.,A,The empty mass is recorded in the official weighing schedule and must be updated by the operator whenever modifications (such as changing avionics or equipment) alter the aircraft's weight.
Mass & Balance,1546,"When establishing the mass breakdown of an aeroplane, the empty mass is defined as the sum of the:",standard empty mass plus specific equipment mass plus trapped fluids plus unusable fuel mass,empty mass dry plus variable equipment mass,basic mass plus variable equipment mass,basic mass plus special equipment mass,A,"The empty mass of the aircraft is the sum of its basic empty structure (standard empty mass), special/optional equipment, unusable fuel, and trapped engine/system fluids."
Mass & Balance,1547,"The Basic Mass of a helicopter is the mass of the helicopter without crew, :","without specific equipment for the mission, without payload, with the unusable fuel and standard equipment.","without payload, with specific equipment for the mission, without the unusable fuel.","without specific equipment for the mission, without payload, wthout unusable fuel.","without specific equipments for the mission, without payload, with fuel on board.",A,"Under EASA regulations, the Basic Mass of a helicopter is the mass of the basic aircraft structure, unusable fuel, and standard operational equipment, excluding crew, mission-specific gear, and payload."
Mass & Balance,1548,In relation to an aeroplane the Dry Operating Mass is the total mass of the aeroplane ready for a specific type of operation but excluding,usable fuel and traffic load.,usable fuel and crew.,potable water and lavatory chemicals.,"usable fuel, potable water and lavatory chemicals.",A,"Dry Operating Mass (DOM) is the weight of the aircraft prepared for flight, but specifically excluding the usable fuel load and the traffic load (passengers and cargo)."
Mass & Balance,1549,The Take-off Mass of an aeroplane is 66700 kg which includes a traffic load of 14200 kg and a usable fuel load of 10500 kg. If the standard mass for the crew is 545 kg the Dry Operating Mass is,42000 kg,56200 kg,41455 kg,42545 kg,A,"DOM = TOM - Usable Fuel - Traffic Load. Here: DOM = 66,700 - 10,500 - 14,200 = 42,000 kg. Standard crew mass is already accounted for inside the DOM."
Mass & Balance,1550,"For the purpose of completing the Mass and Balance documentation, the Dry Operating Mass is defined as:",The total mass of the aeroplane ready for a specific type of operation excluding all usable fuel and traffic load.,The total mass of the aeroplane ready for a specific type of operation excluding all usable fuel.,The total mass of the aeroplane ready for a specific type of operation excluding all traffic load.,The total mass of the aeroplane ready for a specific type of operation excluding crew and crew baggage.,A,"Dry Operating Mass (DOM) represents the total weight of the aircraft ready for flight, including crew, catering, and operational fluids, but excluding all usable fuel and payload (traffic load)."
Mass & Balance,1551,Dry Operating Mass is the mass of the aeroplane less,usable fuel and traffic load.,usable fuel.,"traffic load, potable water and lavatory chemicals.","usable fuel, potable water and lavatory chemicals.",A,Dry Operating Mass (DOM) is mathematically defined as the Take-Off Mass (TOM) minus the usable fuel and the traffic load.
Mass & Balance,1552,"The total mass of the aeroplane including crew, crew baggage, plus catering and removable passenger equipment, plus potable water and lavatory chemicals but excluding usable fuel and traffic load, is referred to as:",Dry Operating Mass.,Zero Fuel Mass.,Aeroplane Prepared for Service ( APS) Mass.,Maximum Zero Fuel Mass,A,"Dry Operating Mass is the weight of the aircraft ready for service, including crew, pantry, water, and emergency equipment, but excluding payload and usable fuel."
Mass & Balance,1553,"The basic empty mass of an aircraft is 30 000 kg. The masses of the following items are :- catering: 300 kg- safety and rescue material: nil- fly away kit: nil- crew (inclusive crew baggage): 365kg- fuel at take-off: 3 000 kg- unusable fuel: 120 kg- passengers, baggage, cargo: 8 000 kgThe Dry Operating Mass is :",30 785 kg,30 300 kg,38 300 kg,30 665 kg,A,"In this specific EASA question, unusable fuel (120 kg) was listed separately and not yet included in the basic empty mass definition, so it had to be added: 30,000 + 300 + 365 + 120 = 30,785 kg."
Mass & Balance,1554,The Dry Operating Mass of a helicopter is the total mass of a helicopter :,"ready for a specific operation including the crew and traffic load, not including the usable fuel",excluding the crew but including specific equipments for the mission and not including the usable fuel,"including the crew,the fuel and the specific equipments for the mission but excluding payload","including the crew, the usable fuel and the specific equipments for the mission and payload",A,"In this question, the designated correct option A contains an atypical definition where Dry Operating Mass is defined as including the crew and traffic load but excluding usable fuel, though standard aviation definitions state that Dry Operating Mass excludes traffic load (payload)."
