chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
Human Performance & Limitation,2530,"In civil air transport, linear accelerations (Gx):- 1 : do not exist- 2 : have slight physiological consequences- 3 : may, in the case of pull-out, lead to loss of consciousness- 4 : cause sensory illusions on the pitch axis","2,4",1,"3,4",3,A,"Linear accelerations along the chest-to-back axis (Gx) are experienced during takeoff and braking in civil aviation; they have minor physiological effects but can trigger somatogravic illusions, leading the pilot to falsely perceive a pitch change. Pull-out maneuvers involve vertical accelerations (Gz), not linear Gx."
Human Performance & Limitation,2531,Thinking on human reliability is changing.,Human errors are now considered as being inherent to the cognitive function of human and are generally inescapable,Human errors can be avoided. All it takes is to be vigilant and to extend one's knowledge,The individual view of safety has gradually replaced the systemic view of safety,It is thought that it will be possible to eliminate errors in the near future,A,"Modern human factors theory views error as a natural, inevitable consequence of human cognitive processing under limits. Safety systems are therefore designed to be error-tolerant rather than expecting humans to perform error-free."
Human Performance & Limitation,2532,Between which components is an interface mismatch causing an error of interpretation by using an old three-point altimeter?,Liveware - Hardware,Liveware - Software,Liveware - Environment,Liveware - Liveware,A,"In the SHELL model, the interface between the human (Liveware) and the physical equipment or controls (Hardware) is represented as L-H. Misinterpreting a mechanical three-point altimeter is a Liveware-Hardware mismatch."
Human Performance & Limitation,2533,Between which components is an interface mismatch responsible for deficiencies in conceptual aspects of warning systems?,Liveware - Software,Liveware - Hardware,Liveware - Environment,Liveware - Liveware,A,"Software in the SHELL model refers to non-physical aspects like procedures, symbology, conceptual display rules, and warning logic. Deficiencies in the design of warning system concepts are a Liveware-Software mismatch."
Human Performance & Limitation,2534,"Between which components is an interface mismatch causing disturbance of the biological rhythm, thus leading to reduced human peformance?",Liveware - Environment,Liveware - Hardware,Liveware - Software,Liveware - Liveware,A,"The Environment (E) in the SHELL model represents the physical surroundings, including timezone changes, cabin temperature, noise, and light. Jet lag and sleep schedule disruption are mismatches between Liveware and the Environment."
Human Performance & Limitation,2535,The errors resulting from an irrational indexing system in an operations manual are related to an interface mismatch between,Liveware - Software,Liveware - Hardware,Liveware - Environment,Liveware - Liveware,A,"Under the SHELL model, manuals, documents, maps, and procedures represent Software (S). An irrational or confusing layout in an operations manual constitutes a Liveware-Software mismatch."
Human Performance & Limitation,2536,Man possesses a system for maintaining his internal equilibrium in the face of variations brought about by external stimulations.This internal equilibrium is called :,Homeostasis,Heterostasis,Isothermy,Metastasis,A,"Homeostasis is the physiological process by which living organisms maintain a stable internal environment (such as body temperature, blood pH, and fluid balance) despite changes in external conditions."
Human Performance & Limitation,2537,"The earth's atmosphere consists of different gases in various concentration. Match the following:1 nitrogen A 0,03%2 oxygen B 0,92%3 carbon dioxide C 20.95%4 rare gas D 78,10%","1D, 2C, 3A, 4B","1B, 2A, 3D, 4C","1C, 2B, 3A, 4D","1D, 2C, 3B, 4A",A,"The dry atmosphere near sea level is composed of approximately 78.10% nitrogen, 20.95% oxygen, 0.03% carbon dioxide, and 0.92% rare gases (mostly argon)."
Human Performance & Limitation,2538,Gases of physiological importance to man are:,oxygen and carbon dioxide,nitrogen and carbon dioxide,oxygen and carbon monoxide,"oxygen, nitrogen and water vapor",A,Oxygen (needed for metabolic cellular respiration) and carbon dioxide (which regulates the blood's pH level and drives the breathing trigger) are the two gases of primary physiological importance to human life.
Human Performance & Limitation,2539,The volume percentage of oxygen in the atmosphere is 21% which,is constant for all altitudes conventional airplanes can reach,decreases with increasing altitude,increases with increasing altitude,is dependent on the present air pressure,A,"Due to atmospheric mixing, the relative volume percentage of gases (21% oxygen and 78% nitrogen) remains constant up to approximately 300,000 feet. Only the total pressure and density decrease with altitude."
Human Performance & Limitation,2540,The following applies for the physical properties of gases:,at sea-level a gas has 1/3 of the volume it would have at 27000 ft,at an altitude of 18 000 ft a gas volume is three times as large as it would be at sea-level,a water vapor saturated gas at 34 000 ft has 6 times its volume as it would have at sea- level,at an altitute of 63 000 ft water will boil at temperature of 65°C,A,"According to Boyle's law (volume is inversely proportional to pressure), since the atmospheric pressure at 27,000 feet is approximately 1/3 of that at sea level, a gas volume will expand to 3 times its size at 27,000 feet compared to sea level."
Human Performance & Limitation,2541,The percentage of oxygen in the air at an altitude of approximately 34 000 ft is :,21%,5%,"10,50%",42%,A,"Throughout the homosphere, the relative proportion of gases remains constant; therefore, the concentration of oxygen remains at 21% even at 34,000 feet."
Human Performance & Limitation,2542,The atmospheric gas pressure,drops faster at lower altitudes in comparison to the same altitude changes at higher altitudes,rises with altitude,decreases linear with altitude,decreases slower at lower altitudes compared with higher levels and equivalent altitude changes,A,"Because air is compressible, the density and pressure of the atmosphere drop exponentially rather than linearly. The pressure drops much faster per unit of altitude change in the denser air near the surface than at higher altitudes."
Human Performance & Limitation,2543,"A certain amount of water vapor saturated air (i.e. intestinal gases) is transported from sea-level up to 34 000 ft. In the same amount of dry air, the volume of this gas is :",larger,smaller,constant,"first larger, then smaller",A,"Saturated air contains water vapor, which exerts its own vapor pressure. As altitude increases, the water vapor maintains a constant vapor pressure, causing the saturated gas to expand to a larger volume than dry air would under the same pressure drop."
Human Performance & Limitation,2544,"You can survive at any altitude, provided that","enough oxygen, pressure and heat is available",21% oxygen is available in the air you breath in,pressure respiration is guaranteed for that altitude,"the temperature in the cabin does not drop below 10"""" C",A,"Human survival requires a combination of adequate partial pressure of oxygen to prevent hypoxia, sufficient total barometric pressure to prevent body fluids from boiling, and temperature control to prevent exposure."
Human Performance & Limitation,2545,Fatigue and permanent concentration,lower the tolerance to hypoxia,increase the tolerance to hypoxia,do not affect hypoxia at all,will increase the tolerance to hypoxia when flying below 15 000 feet,A,"Physiological stressors such as fatigue, physical exhaustion, and heavy mental workload increase the body's metabolic demand and lower its baseline tolerance to oxygen deprivation, accelerating the onset of hypoxia."
Human Performance & Limitation,2546,The atmosphere contains the following gases:,"78% nitrogen, 21% oxygen, 0,03% carbon dioxide, rest: rare gases","78% nitrogen, 21% oxygen, 1% carbon monoxide, rest: rare gases","78% helium, 21% oxygen, 1% carbon monoxide, rest: rare gases","78% helium, 21% oxygen, 0,03% carbon dioxide, rest: rare gases",A,"By volume, dry air in the Earth's lower atmosphere contains approximately 78% nitrogen, 21% oxygen, 0.03% carbon dioxide, and about 1% rare gases."
Human Performance & Limitation,2547,An increase in the amount of carbon dioxide in the blood leads to:,shortness of breath,a decrease of acidity in the blood,a reduction of red blood cells,an improving resistance to hypoxia,A,"High levels of carbon dioxide in the blood (hypercapnia) lower blood pH. This acidity stimulates the respiratory center in the brain stem, triggering an increase in depth and rate of breathing, which is perceived as shortness of breath."
Human Performance & Limitation,2548,The total pressure of a mixture of gases is equal to the sum of the partial pressures of the gases which compose the mixture corresponds to:,Dalton´s law,Graham´s law,Henry`s law,Boyle Mariotte´s law,A,Dalton's law of partial pressures states that the total pressure exerted by a mixture of non-reactive gases is equal to the sum of the individual partial pressures that each gas would exert if it were alone in the volume.
Human Performance & Limitation,2549,The chemical composition of the earth´s atmosphere (I C A O standard atmosphere) is,"78 % nitrogen, 21 % oxygen, 0,9 % argon, 0,03 % carbon dioxide","78 % nitrogen, 21 % oxygen, 0,9 % carbon dioxide, 0,03 % argon","78 % nitrogen, 28 % oxygen, 0,9 % carbon dioxide, 0,03 % argon","71 % nitrogen, 28 % oxygen, 0,9 % argon, 0,03 % carbon dioxide",A,"The ICAO standard atmospheric gas composition by volume consists of 78% nitrogen, 21% oxygen, 0.9% argon, and 0.03% carbon dioxide."
Human Performance & Limitation,2550,"According to the I.C.A.O. standard atmosphere, the temperature lapse rate of the troposphere is approximately",- 2 °C every 1000 feet,10 °C every 100 feet,2 °C every 1000 metres,constant in the troposphere,A,"The ICAO standard atmosphere defines a uniform temperature lapse rate of 1.98°C (commonly rounded to 2°C) decrease per 1000 feet of altitude increase within the troposphere, up to the tropopause."
Human Performance & Limitation,2551,The barometric pressure has dropped to 1/2 of the pressure at sea level at,18 000 feet,10 000 feet,25 000 feet,30 000 feet,A,"Due to the exponential decrease of pressure with altitude, standard atmospheric pressure (1013.25 hPa) drops by half (to approximately 500 hPa) at an altitude of 18,000 feet."
Human Performance & Limitation,2552,"The atmospheric pressure at 18,000 feet altitude is half the atmospheric pressure at sea level.In accordance with this statement,",the partial oxygen pressure at that altitude will also drop to 1/2 of the pressure of oxygen at sea level,the oxygen saturation of the blood at that altitude will drop by 50 % too,the oxygen percentage of the air at that altitude will drop by one half also,the partial oxygen pressure at that altitude will be doubled,A,"According to Dalton's law, since the total atmospheric pressure at 18,000 feet is half of its sea-level value and the percentage of oxygen remains constant (21%), the partial pressure of oxygen must also drop to exactly half of its sea-level value."
Human Performance & Limitation,2553,"The volume percentage of oxygen in the atmosphere at 30.000 feet remains at 21 %, but the partial pressure of oxygen :",decreases with decreasing barometric pressure,"remains constant, independent from altitude",increases by expansion,decreases significantly with lower temperatures,A,"The partial pressure of a gas is the product of its fraction and the total pressure. Since the barometric pressure decreases with altitude, the partial pressure of oxygen decreases correspondingly, even though its volume percentage remains at 21%."
Human Performance & Limitation,2554,Which data compose the ICAO standard atmosphere ?1. Density2. Pressure3. Temperature4. Humidity,"1,2 ,3","1, 2 ,4","2,3 ,4","3 , 4",A,"The ICAO standard atmosphere is a mathematical model of dry air. It is defined by standard profiles of temperature, pressure, and density, excluding humidity."
Human Performance & Limitation,2555,Boyle's law is directly applicable in case of:,the expansion of trapped gasses in the human body with increasing altitude,the occurance of decompression sickness at high altitude,the occurance of hypoxia with increasing altitude,hyperventilation with increasing altitude,A,"Boyle's law states that at a constant temperature, gas volume is inversely proportional to pressure. As an aircraft climbs and ambient pressure drops, gases trapped in the middle ear, sinuses, and intestines expand, which can cause pain."
Human Performance & Limitation,2556,Dalton's law explains the occurance of :,altitude hypoxia,bends,decompression sickness,creeps,A,"Dalton's law relates total pressure to the sum of partial pressures. At altitude, the drop in total atmospheric pressure reduces the partial pressure of oxygen in the lungs, reducing oxygen transfer to the blood and causing hypoxia."
Human Performance & Limitation,2557,Henry's Law explains the occurence of:,decompression sickness,diffusion,hyperventilation,hypoxia,A,"Henry's law states that the amount of gas dissolved in a liquid is proportional to the partial pressure of that gas. When ambient pressure drops rapidly, dissolved nitrogen in body tissues comes out of solution as bubbles, causing decompression sickness."
Human Performance & Limitation,2558,"Oxygen, combined with hemoglobin in blood is transported by",red blood cells,platelets,blood plasma,white blood cells,A,"Erythrocytes (red blood cells) contain the iron-rich protein hemoglobin, which chemically binds with oxygen in the lungs and transports it to the body's tissues."
Human Performance & Limitation,2559,The respiratory process consists mainly of,"the diffusion of oxygen through the respiratory membranes into the blood, transportation to the cells, diffusion into the cells and elimination of carbon dioxide from the body",the transportation of oxygen to the cell and the elimination of carbon monoxide,the transportation of oxygen to the cell and the elimination of nitrogen,the transportation of carbon dioxide to the cell and elimination of oxygen,A,"Respiration involves ventilation, external respiration (diffusion of oxygen across alveolar membranes into the blood), transport by the circulatory system, internal respiration, and removal of carbon dioxide."
Human Performance & Limitation,2560,Inhaling carbon monoxide can be extremely dangerous during flying. Which of the following statement(s) is/are correct?,Carbon monoxide is odourless and cannot be smelled.,Carbon monoxide increases the oxygen saturation in the blood.,With increasing altitude the negative effects of carbon monoxide poisoning will be compensated.,Small amounts of carbon monoxide are harmless.,A,"Carbon monoxide is a highly toxic, colorless, odorless, and tasteless gas. This makes it impossible to detect by human senses alone, creating a severe hazard if it leaks into the cabin."
Human Performance & Limitation,2561,Carbon monoxide poisoning,is more likely to occur in aeroplanes where the cabin heat is technically supplied by coating the exhaust,is more likely to occur in aeroplanes with twin-engines because of high engine efficiency,only occurs in jet-driven aeroplanes,occurs only above 15 degrees OAT,A,Many light aircraft heat the cabin by ducting fresh air over a metal shroud around the engine exhaust tailpipe. Any cracks or corrosion in the exhaust pipe will allow exhaust gases containing carbon monoxide to enter the cabin.
Human Performance & Limitation,2562,In the following list you will find several symptoms listed for hypoxia and carbon monoxide poisoning. Please mark those referring to carbon monoxide poisoning.,"Headache, increasing nausea, dizziness.","High levels of arousal, increased error proneness, lack of accuracy.","Euphoria, accomodation problems, blurred vision.","Muscular spasms, mental confusion, impairment of hearing.",A,"While hypoxia and CO poisoning share symptoms like cognitive impairment, classic early symptoms of CO poisoning include throbbing headaches, increasing nausea, lethargy, and dizziness due to cellular hypoxia and systemic toxicity."
Human Performance & Limitation,2563,"A pilot, climbing in a non-pressurised aircraft and without using supplemental oxygen will pass the """"critical threshold"""" at approximately:",22 000 ft,16 000 ft,18 000 ft,38 000 ft,A,"In aviation physiology, the critical threshold (where severe hypoxia causes loss of function or consciousness within a short time) is reached at approximately 20,000 to 22,000 feet for an unacclimatized pilot."
Human Performance & Limitation,2564,Breathing 100% will lift the pilot's physiological safe altitude to approximately:,38 000 ft,10 000,22 000 ft,45 000 ft,A,"Inhaling 100% oxygen compensates for the lower atmospheric pressure by increasing the oxygen fraction, keeping the alveolar PO2 safe up to approximately 38,000 feet, above which pressure breathing is required."
Human Performance & Limitation,2565,The most dangerous symptoms of hypoxia at altitude are,euphoria and impairment of judgement,hyperventilation,sensation of heat and blurred vision,breathlessness and reduced night vision,A,"The most dangerous aspect of hypoxia is its insidious onset, often accompanied by euphoria (a false sense of well-being) and impaired judgment. This prevents the pilot from recognizing their own deterioration and taking corrective action."
Human Performance & Limitation,2566,"When consciously breathing fast or hyperventilating due to high arousal or overstress, the carbon dioxide level in the blood is lowered, resulting in:",less oxygen to be diffused into the cells,a poor saturation of oxygen in the blood,a delay in the onset of hypoxia when flying at high altitudes,"the activation of the respiratory centre, which in turn causes hypoxia",A,"Hyperventilation reduces the carbon dioxide concentration in the blood. This causes blood alkalinity to rise, triggering vasoconstriction of cerebral blood vessels and shifting the oxygen-hemoglobin dissociation curve, which reduces oxygen release to the cells."
Human Performance & Limitation,2567,"With hyperventilation, caused by high levels of arousal or overstress:",an increased amount of carbon dioxide is exhaled causing muscular spasms and even unconsciousness,"finger nails and lips will turn blue (""""cyanosis"""")",more oxygen will reach the brain,peripherical and scotopic vision will be improved,A,"The rapid exhalation of carbon dioxide raises blood pH. This results in symptoms such as tingling in the extremities, lightheadedness, muscular spasms, and eventual unconsciousness if breathing is not controlled."
Human Performance & Limitation,2568,Breathing 100% oxygen at 38000 ft is equivalent to breathe ambient air at :,10 000 ft,8 000 ft,14 000 ft,18 000 ft,A,"At 38,000 feet, the total barometric pressure is about 200 hPa. Breathing 100% oxygen provides an oxygen partial pressure that matches the partial pressure of oxygen in ambient air at approximately 10,000 feet."
Human Performance & Limitation,2569,At what altitude (breathing 100% oxygen without pressure) could symptoms of hypoxia be expected?,Approximately 38 - 40 000 ft.,Approximately 10 - 12 000 ft.,22 000 ft,Approximately 35 000 ft.,A,"Even when breathing pure oxygen, the total atmospheric pressure above 38,000 to 40,000 feet drops so low that the partial pressure of oxygen in the alveoli falls below the minimum required to saturate hemoglobin, leading to hypoxia."
Human Performance & Limitation,2570,"To safely supply the crew with oxygen, at which altitude is it necessary to breathe 100% oxygen plus pressure after a rapid decompression ?",Approximately 38 000 ft.,Approximately 14 000 ft.,Approximately 20 000 ft.,Approximately 45 000 ft.,A,"Supplemental oxygen under positive pressure is required above approximately 38,000 feet because the ambient atmospheric pressure is too low to force sufficient oxygen across the alveolar membrane, even when breathing 100% oxygen."
Human Performance & Limitation,2571,When the pilot suffers from hypothermia (loss of cabin heating):,his need for oxygen will be increased as long as he stays conscious,his oxygen need will not be affected,his oxygen need will be reduced giving him a better tolerance to hypoxia at higher altitudes,his oxygen need will be raised and his tolerance to hypoxia will be increased,A,"Hypothermia causes shivering and increased muscular tension to generate heat, which significantly increases metabolic activity and the body's rate of oxygen consumption, reducing tolerance to hypoxia."
Human Performance & Limitation,2572,"""""Tunnel vision"""" (loss of peripherical vision) can be observed if a pilot is subjected to more than:",+ 3.5 Gz,- 3.5 Gz,+ 3.5 Gx,- 3.5 Gy,A,"At acceleration levels exceeding +3.5 Gz, blood pools in the lower body, lowering blood pressure at eye level and causing peripheral vision loss (tunnel vision) due to the high sensitivity of the retina to oxygen deprivation."
Human Performance & Limitation,2573,"""""Grey out"""" can be observed if a pilot is subjected to more than:",+ 3 Gz,- 3 Gz,+ 3 Gx,+ 3 Gy,A,"Grey out is a temporary visual impairment characterized by a loss of color vision and dimming of the visual field. It occurs when positive vertical acceleration (+Gz) exceeds +3 Gz, reducing blood flow to the eyes before complete blackout."
Human Performance & Limitation,2574,The negative (radial) acceleration of an airplane affects the sitting pilot with inertia along :,the vertical body axis upwards,the vertical body axis downwards,the transverse body axis to the right,the transverse body axis to the left,A,"Negative radial acceleration (-Gz) acts along the vertical body axis from feet to head. This pushes blood upward into the head and chest, causing a sense of congestion and visual 'red out' due to engorged blood vessels."
Human Performance & Limitation,2575,How can a pilot increase his tolerance to +Gz ?,"Tightening of muscles, ducking the head and perform a kind of pressure breathing.",Tighten shoulder harness.,Take an upright seat position.,"Relax the muscles, ducking the head and lean upper body forward.",A,"To increase +Gz tolerance, a pilot can perform the anti-G straining maneuver (AGSM), which involves tensing abdominal and leg muscles to prevent blood pooling, ducking the head, and executing timed, forced exhalations."
Human Performance & Limitation,2576,Oxygen in the blood is primarily transported by,the hemoglobin in the red blood cells,the blood plasma,attaching itself to the hemoglobin in the red blood plasma,attaching itself to the hemoglobin in the white blood cells,A,"Oxygen is primarily transported throughout the circulatory system by chemically binding to hemoglobin, an iron-rich protein molecule contained within erythrocytes (red blood cells)."
Human Performance & Limitation,2577,Large amounts of carbon dioxide are eliminated from the body when hyperventilating. This causes the blood,to become more alkaline increasing the amount of oxygen to be attached to the hemoglobin at lung area,to turn more acid thus eliminating more oxygen from the hemoglobin,to accelerate the oxygen supply to the brain,not to change at all,A,"Hyperventilation leads to excessive loss of carbon dioxide, making the blood more alkaline. This alkalinity increases hemoglobin's affinity for oxygen (the Bohr effect), preventing oxygen from being easily released to the body's tissues."
Human Performance & Limitation,2578,Hypoxia is caused by,reduced partial oxygen pressure in the lung,reduced partial pressure of nitrogen in the lung,an increased number of red blood cells,a higher affinity of the red blood cells (hemoglobin) to oxygen,A,"Hypoxic hypoxia is caused by a reduced partial pressure of oxygen in the lungs. This decreases the pressure gradient between the alveoli and pulmonary capillaries, limiting the diffusion of oxygen into the blood."
Human Performance & Limitation,2579,Hypoxia can be caused by:1. low partial pressure of oxygen in the atmosphere when flying at high altitudes without pressurisation and supplemental oxygen2. a decreased saturation of oxygen in the blood due to carbon monoxide attached to the hemoglobin3. blood pooling in the lower extremities due to inertia (+ Gz)4. malfunction of the body cells to metabolize oxygen (i.e. after a hangover),"1, 2, 3 and 4 are correct","1 and 2 are correct, 3 and 4 are false","1 is false, 2, 3 and 4 are correct","1, 2, 3 are correct, 4 is false",A,"Hypoxia can occur through oxygen deficiency in the air (hypoxic), carbon monoxide blocking hemoglobin (hypemic), pooling of blood during high-G maneuvers (stagnant), or alcohol interfering with cellular metabolism (histotoxic)."
Human Performance & Limitation,2580,A pilot will get hypoxia,after decompression at high altitude and not taking additional oxygen in time,after decompression to 30 000 feet and taking 100 % oxygen via an oxygen mask,if his rate of climb exceeds 5 000 ft/min,if he is flying an unpressurized airplane at an altitude of 15 000 feet and breathing 100 % oxygen,A,"A rapid decompression at high altitudes causes an immediate drop in cabin pressure and partial pressure of oxygen. Without rapid access to emergency oxygen, a pilot will quickly develop acute hypoxia."
Human Performance & Limitation,2581,Why is hypoxia especially dangerous for pilots flying solo?,"Since the first signs of hypoxia are generally hard to detect (hypoxia of the brain), the solo pilot may not be able to react in time (i.e. activate his emergency oxygen system)",Hypoxia does not cause a loss of control in steering the plane.,"Hypoxia improves vision at night, so the pilot will have no indication of danger.",The pilot may loose control when he is using the oxygen mask.,A,"Hypoxia impairs cognitive function, self-monitoring, and judgment early on, often accompanied by a false sense of well-being (euphoria), which makes it highly dangerous for a solo pilot who may not realize the need to take action."
Human Performance & Limitation,2582,In the following list you find some symptoms for hypoxia and carbon monoxide poisoning. Please mark those indicating hypoxia:,"Visual disturbances, lack of concentration, euphoria.",Nausea and barotitis.,Dull headache and bends.,"Dizziness, hypothermia.",A,"The initial symptoms of hypoxia include visual disturbances (such as tunnel vision or loss of night vision), lack of concentration, and euphoria, all of which compromise flight safety."
Human Performance & Limitation,2583,Which of the following is a/are symptom(s) of hypoxia ?,"Lack of concentration, fatigue, euphoria",Pain in the joints,Low blood pressure,Excessive rate and depth of breathing combined with pains in the chest area,A,"Common symptoms of hypoxic hypoxia include decreased cognitive concentration, physical fatigue, and euphoria, which are particularly insidious as they prevent the pilot from recognizing their own physiological decline."
Human Performance & Limitation,2584,A symptom comparison for hypoxia and hyperventilation is:,cyanosis (blue color of finger-nail and lips) exists only in hypoxia,there are great differences between the two,altitude hypoxia is very unlikely at cabin pressure altitudes above 10 000 ft,symptoms caused by hyperventilation will immediately vanish when 100% oxygen is given,A,"Cyanosis, the bluish discoloration of the skin, lips, and fingernail beds, is caused by a high concentration of deoxygenated hemoglobin in the blood, which is a symptom unique to hypoxia and does not occur in hyperventilation."
Human Performance & Limitation,2585,Which statement applies to hypoxia?,sensitivity and reaction to hypoxia varies from person to person,carbon monoxide increases the tolerance of the brain to oxygen deficiency,you may become immune to hypoxia when exposed repeatedly to hypoxia,"it is possible to prognose when, how and where hypoxia reaction starts to set in",A,"Susceptibility to hypoxia is highly individual and varies daily based on factors such as physical fitness, fatigue, tobacco use, alcohol consumption, and altitude acclimatization."
Human Performance & Limitation,2586,Hypoxia can also be caused by,a lack of red blood cells in the blood or decreased ability of the hemoglobin to transport oxygen,a lack of nitrogen in ambient air,too much carbon dioxide in the blood,increasing oxygen partial pressure used for the exchange of gases,A,"Hypemic hypoxia occurs when the blood's capacity to transport oxygen is reduced. This can be caused by anemia, blood loss, or carbon monoxide poisoning which reduces the amount of functional hemoglobin available."
Human Performance & Limitation,2587,Which symptom of hypoxia is the most dangerous for conducting safe flight ?,The interference of reasoning and perceptive functions.,Dizziness.,Lack of adaptation.,Lack of accomodation.,A,"Impairment of cognitive reasoning, judgment, and perceptive functions are the most dangerous symptoms of hypoxia. They prevent the pilot from recognizing their errors or executing corrective procedures."
Human Performance & Limitation,2588,Which of the following applies to carbon monoxide poisoning?,Several days are needed to recuperate from a carbon monoxide poisoning.,A very early symptom for realising carbon monoxide poisoning is euphoria.,The human body shows no sign of carbon monoxide poisoning.,Inhaling carbon monoxide leads to hyperventilation.,A,"Carbon monoxide binds with hemoglobin to form carboxyhemoglobin, which is highly stable and has a long half-life. It takes several days of breathing fresh air or oxygen to fully eliminate carbon monoxide from the body."
Human Performance & Limitation,2589,The momentum of gas exchange in respiration is,dependent on the pressure gradient between the participating gases during respiration,the excess pressure caused by inhaling,independent from the partial pressures of the participating gases,depending on the active transportation of nitrogen into the alveoli,A,"The passive diffusion of gases across the alveolar-capillary membrane is driven by the partial pressure gradient of each gas, moving from an area of higher partial pressure to one of lower partial pressure."
Human Performance & Limitation,2590,Which component(s) is/are transporting the oxygen in the blood?,Hemoglobin in the red blood cells.,White blood cells.,Plasma.,Blood fat.,A,"Oxygen is transported from the lungs to the body tissues by binding to hemoglobin molecules inside red blood cells, with only a very small fraction dissolved in the blood plasma."
