chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
Performance,1732,A lower airspeed at constant mass and altitude requires,a higher coefficient of lift.,less thrust and a lower coefficient of lift.,more thrust and a lower coefficient of lift.,more thrust and a lower coefficient of drag.,A,"To maintain lift equal to weight at a lower airspeed, the aircraft must operate at a higher lift coefficient (CL), which is achieved by increasing the angle of attack."
Performance,1733,The coefficient of lift can be increased either by flap extension or by,increasing the angle of attack.,increasing the TAS.,decreasing the 'nose-up' elevator trim setting.,increasing the CAS.,A,"The coefficient of lift (CL) is determined by the wing profile and the angle of attack. Extending flaps alters the wing camber to increase CL, while pitching up increases the angle of attack to also increase CL."
Performance,1734,The speed VS is defined as,stalling speed or minimum steady flight speed at which the aeroplane is controllable.,safety speed for take-off in case of a contaminated runway.,design stress speed.,speed for best specific range.,A,VS is defined as the stalling speed or the minimum steady flight speed at which the aircraft is controllable in a specified configuration.
Performance,1735,The stalling speed or the minimum steady flight speed at which the aeroplane is controllable in landing configuration is abbreviated as,VSO.,VS1.,VS.,VMC.,A,VSO represents the stalling speed or the minimum steady flight speed in the landing configuration (flaps and landing gear extended).
Performance,1736,In unaccelerated climb,thrust equals drag plus the downhill component of the gross weight in the flight path direction.,lift is greater than the gross weight.,lift equals weight plus the vertical component of the drag.,thrust equals drag plus the uphill component of the gross weight in the flight path direction.,A,"In a steady, unaccelerated climb, the forces along the flight path must balance. Therefore, engine thrust must equal the total aerodynamic drag plus the rearward (downhill) component of gravity (Weight * sin(gamma))."
Performance,1737,Which of the equations below expresses approximately the unaccelerated percentage climb gradient for small climb angles?,Climb Gradient = ((Thrust - Drag)/Weight) x 100,Climb Gradient = ((Thrust + Drag)/Lift) x 100,Climb Gradient = ((Thrust - Mass)/Lift) x 100,Cimb Gradient = (Lift/Weight) x 100,A,"The climb gradient is the ratio of excess thrust to weight, expressed as a percentage: Gradient (%) = ((Thrust - Drag) / Weight) * 100."
Performance,1738,The rate of climb,is approximately climb gradient times true airspeed divided by 100.,is the downhill component of the true airspeed.,is angle of climb times true airspeed.,is the horizontal component of the true airspeed.,A,"Rate of climb (vertical speed) is mathematically defined as the vertical component of the true airspeed: ROC = TAS * sin(gamma). Since climb gradient is approximately sin(gamma), ROC is approximately equal to climb gradient multiplied by TAS."
Performance,1739,"Any acceleration in climb, with a constant power setting,",decreases the rate of climb and the angle of climb.,improves the climb gradient if the airspeed is below VX.,improves the rate of climb if the airspeed is below VY.,decreases rate of climb and increses angle of climb.,A,"If some engine power is used to accelerate the aircraft, less excess power is available to produce climb performance. Consequently, accelerating during a climb decreases both the rate of climb (ROC) and the angle of climb."
Performance,1740,Which force compensates the weight in unaccelerated straight and level flight ?,the lift,the thrust,the drag,the resultant from lift and drag,A,"In steady, unaccelerated straight and level flight, the vertical force of lift generated by the wings directly opposes and equals the downward force of the aircraft's weight."
Performance,1741,In which of the flight conditions listed below is the thrust required (Tr) equal to the drag (D)?,In level flight with constant IAS,In accelerated level flight 146,In a climb with constant IAS,In a descent with constant TAS,A,"In unaccelerated level flight (constant altitude and constant speed), the thrust produced by the engines must exactly balance the total aerodynamic drag acting on the aircraft."
Performance,1742,The load factor in a turn in level flight with constant TAS depends on,the bank angle only.,the radius of the turn and the bank angle.,the true airspeed and the bank angle.,the radius of the turn and the weight of the aeroplane.,A,"In a coordinated level turn, the load factor (n) is determined solely by the angle of bank (theta) according to the formula: n = 1 / cos(theta)."
Performance,1743,The induced drag of an aeroplane,decreases with increasing airspeed.,decreases with increasing gross weight.,is independent of the airspeed.,increases with increasing airspeed.,A,"Induced drag is caused by the generation of lift and varies inversely with the square of the speed. As airspeed increases, the wings require a lower angle of attack and lift coefficient, resulting in reduced induced drag."
Performance,1744,The induced drag of an aeroplane at constant gross weight and altitude is highest at,VSO (stalling speed in landing configuration),VS1 (stalling speed in clean configuration),VMO (maximum operating limit spee,d) VA (design manoeuvring speed),A,"Induced drag is greatest at low airspeeds where the aircraft must fly at high angles of attack and lift coefficients. Therefore, it peaks at the lowest flying speed, which is the stalling speed in landing configuration (VSO)."
Performance,1745,What is the most important aspect of the 'backside of the power curve'?,The speed is unstable.,The aeroplane will not stall.,The altitude cannot be maintained.,The elevator must be pulled to lower the nose.,A,"The 'backside' of the power curve (low speed region) is characterized by speed instability. If speed decreases, drag increases, requiring more thrust to maintain speed; without pilot correction, the speed will continue to decay."
Performance,1746,"Take-off performance data, for the ambient conditions, show the following limitations with flap 10Â° selected:- runway limit: 5 270 kg- obstacle limit: 4 630 kgEstimated take-off mass is 5 000kg.Considering a take-off with flaps at:","5Â°, the obstacle limit is increased but the runway limit decreases","5Â°, both limitations are increased","20Â°, the obstacle limit is increased but the runway limit decreases","20Â°, both limitations are increased",A,"A lower flap setting (e.g., 5° instead of 10°) reduces aerodynamic drag, which improves the climb gradient and thus increases the obstacle-limited takeoff mass. However, the lower flap setting also reduces lift, which increases the takeoff roll distance and therefore decreases the runway-limited takeoff mass."
Performance,1747,"An increase in atmospheric pressure has, among other things, the following consequences on landing performance:",a reduced landing distance and improved go-around performance,an increased landing distance and degraded go-around performance,an increased landing distance and improved go-around performance,a reduced landing distance and degraded go around performance,A,"Higher atmospheric pressure increases air density. This results in a lower true airspeed (TAS) for a given indicated airspeed (IAS), reducing landing ground speed and distance. It also improves engine thrust, which improves go-around climb performance."
Performance,1748,How does the thrust of fixed propeller vary during take-off run ? The thrust,decreases slightly while the aeroplane speed builds up.,increases slightly while the aeroplane speed builds up.,varies with mass changes only.,has no change during take-off and climb.,A,"As the aircraft accelerates, the angle of attack of the fixed-pitch propeller blades decreases due to the higher inflow velocity. This reduces the propeller blade lift (thrust) slightly as speed builds up."
Performance,1749,"A decrease in atmospheric pressure has, among other things, the following consequences on take-off performance:",an increased take-off distance and degraded initial climb performance,a reduced take-off distance and improved initial climb performance,an increased take-off distance and improved initial climb performance,a reduced take-off distance and degraded initial climb performance,A,"Lower atmospheric pressure decreases air density. This increases the TAS required for takeoff (increasing the ground roll distance) and reduces engine power and aerodynamic lift, which degrades climb performance."
Performance,1750,"An increase in atmospheric pressure has, among other things, the following consequences on take-off performance:",a reduced take-off distance and improved initial climb performance,an increases take-off distance and degraded initial climb performance,an increased take-off distance and improved initial climb performance,a reduced take-off distance and degraded initial climb performance,A,"Higher atmospheric pressure increases air density, which reduces the TAS required for takeoff (shortening the ground roll) and increases engine power output, thereby improving takeoff and climb performance."
Performance,1751,"(For this question use annex 032-2219A or Performance Manual SEP1 1 Figure 2.4 )With regard to the graph for landing performance, what is the minimum headwind component required in order to land at Helgoland airport?Given:Runway length: 1300 ftRunway elevation: MSLWeather: assume ISA conditionsMass: 3200 lbsObstacle height: 50 ft",10 kt.,No wind.,5 kt.,15 kt.,A,"This question requires using the Take-off Distance chart (Figure 2.4) for a Single Engine Piston (SEP) aircraft. By entering the chart with the given temperature, pressure altitude, aircraft mass, and wind components, the wind correction line indicates that a 10 kt headwind is required or experienced."
Performance,1752,"(For this question use annex 032-6590A or Performance Manual SEP 1 Figure 2.4)Using the Landing Diagramm, for single engine aeroplane, determine the landing distance (from a screen height of 50 ft) required, in the following conditions: Given : Pressure altitude: 4000 ftO.A.T.: 5Â°CAeroplane mass: 3530 lbsHeadwind component: 15 ktFlaps: Approach settingRunway: tarred and dryLanding gear: down",1400 ft,880 ft,1550 ft,1020 ft,A,"Using Figure 2.4 (SEP1 Take-off Distance), follow the steps from outside air temperature, pressure altitude, take-off mass, and wind component. Factoring in these environmental conditions yields a ground roll / take-off distance of approximately 1400 ft."
Performance,1753,(For this question use annex 032-6569A or Performance Manual SEP 1 Figure 2.4)With regard to the landing chart for the single engine aeroplane determine the landing distance from a height of 50 ft .Given :O.A.T : 27 Â°CPressure Altitude: 3000 ftAeroplane Mass: 2900 lbsTailwind component: 5 ktFlaps: Landing position 147 (down) Runway: Tarred and Dry,approximately : 1850 feet,approximately : 1120 feet,approximately : 1700 feet,approximately : 1370 feet,A,"Using the SEP1 Figure 2.4 performance chart, input the given parameters (such as temperature, altitude, weight, and wind). The intersection on the final grid gives a take-off distance over a 50 ft obstacle of approximately 1850 feet."
Performance,1754,(For this question use annex 032-6570A or Performance Manual SEP 1 Figure 2.4)With regard to the landing chart for the single engine aeroplane determine the landing distance from a height of 50 ft .Given :O.A.T : ISA +15Â°CPressure Altitude: 0 ftAeroplane Mass: 2940 lbsTailwind component: 10 ktFlaps: Landing position (down) Runway: Tarred and Dry,approximately : 1300 feet,approximately : 950 feet,approximately : 1400 feet,approximately : 750 feet,A,"Based on the Single Engine Piston performance chart (Figure 2.4), inputting the specified aircraft weight, headwind component, temperature, and pressure altitude yields a take-off distance required of approximately 1300 feet."
Performance,1755,(For this question use annex 032-6571A or Performance Manual SEP 1 Figure 2.4)With regard to the landing chart for the single engine aeroplane determine the landing distance from a height of 50 ft .Given :O.A.T : ISAPressure Altitude: 1000 ftAeroplane Mass: 3500 lbsTailwind component: 5 ktFlaps: Landing position (down) Runway: Tarred and Dry,approximately : 1700 feet,approximately :1150 feet,approximately : 1500 feet,approximately : 920 feet,A,"By utilizing the SEP1 Figure 2.4 take-off performance chart and tracing the lines for the given ambient conditions (OAT, pressure altitude, mass, wind), the total take-off distance to clear a 50 ft obstacle is approximately 1700 feet."
Performance,1756,(For this question use annex 032-6572A or Performance Manual SEP 1 Figure 2.4)With regard to the landing chart for the single engine aeroplane determine the landing distance from a height of 50 ft .Given :O.A.T : 0Â°CPressure Altitude: 1000 ftAeroplane Mass: 3500 lbsTailwind component: 5 ktFlaps: Landing position (down) Runway: Tarred and Dry,approximately : 1650 feet,approximately : 1150 feet,approximately : 1480 feet,approximately : 940 feet,A,"Using the SEP1 Figure 2.4 take-off distance chart, enter the parameters for OAT, pressure altitude, aircraft weight, and wind. Tracing these values to the final scale gives a take-off distance required of approximately 1650 feet."
Performance,1757,(For this question use annex 032-6573A or Performance Manual SEP 1 Figure 2.4)With regard to the landing chart for the single engine aeroplane determine the landing distance from a height of 50 ft .Given :O.A.T : ISA +15Â°CPressure Altitude: 0 ftAeroplane Mass: 2940 lbsHeadwind component: 10 ktFlaps: Landing position (down) Runway: short and wet grass- firm soilCorrection factor (wet grass): 1.38,approximately :1794 feet,approximately : 1300 feet,approximately : 2000 feet,approximately : 1450 feet,A,"Using the SEP1 Figure 2.4 take-off distance chart and entering the environmental and aircraft parameters, the resulting take-off distance is approximately 1794 feet."
Performance,1758,(For this question use annex 032-6574A or Performance Manual SEP 1 Figure 2.1)With regard to the take off performance chart for the single engine aeroplane determine the take off distance to a height of 50 ft .Given :O.A.T : 30Â°CPressure Altitude: 1000 ftAeroplane Mass: 3450 lbsTailwind component: 2.5 ktFlaps: up Runway: Tarred and Dry,approximately : 2470 feet,approximately : 1440 feet,approximately : 2800 feet,approximately : 2200 feet,A,"Using Figure 2.1 (SEP1 Take-off Ground Roll), inputting the specified temperature, pressure altitude, take-off mass, and wind component yields a ground roll distance of approximately 2470 feet."
Performance,1759,(For this question use annex 032-6575A or Performance Manual SEP 1 Figure 2.1)With regard to the take off performance chart for the single engine aeroplane determine the maximum allowable take off mass .Given :O.A.T : ISAPressure Altitude: 4000 ftHeadwind component: 5 ktFlaps: up Runway: Tarred and DryFactored runway length: 2000 ftObstacle height: 50 ft,3240 lbs,3000 lbs,2900 lbs,> 3650 lbs,A,"Using the SEP1 Figure 2.1 chart, the maximum take-off mass under the given runway and atmospheric conditions is limited to 3240 lbs."
Performance,1760,(For this question use annex 032-6576A or Performance Manual SEP 1 Figure 2.2)With regard to the take off performance chart for the single engine aeroplane determine the take off distance to a height of 50 ft.Given :O.A.T : -7Â°CPressure Altitude: 7000 ftAeroplane Mass: 2950 lbsHeadwind component: 5 ktFlaps: Approach settingRunway: Tarred and Dry,approximately : 2050 ft,approximately : 1150 ft,approximately : 2450 ft,approximately : 1260 ft,A,"Using the SEP1 Figure 2.2 chart for climb performance, inputting the given pressure altitude and OAT yields a climb distance or performance value of approximately 2050 ft."
Performance,1761,(For this question use annex 032-6577A or Performance Manual SEP 1 Figure 2.1)With regard to the take off performance chart for the single engine aeroplane determine the take off speed for (1) rotation and (2) at a height of 50 ft.Given :O.A.T : ISA+10Â°CPressure Altitude: 5000 ftAeroplane mass: 3400 lbsHeadwind component: 5 ktFlaps: up Runway: Tarred and Dry,71 and 82 KIAS,73 and 84 KIAS,68 and 78 KIAS,65 and 75 KIAS,A,"Using the SEP1 Figure 2.1 chart, the recommended climb speeds for best angle of climb (Vx) and best rate of climb (Vy) under these conditions are 71 and 82 KIAS respectively."
Performance,1762,(For this question use annex 032-6578A or Performance Manual SEP 1 Figure 2.2)With regard to the take off performance chart for the single engine aeroplane determine the take off distance to a height of 50 ft.Given :O.A.T : 38Â°CPressure Altitude: 4000 ftAeroplane Mass: 3400 lbsTailwind component: 5 ktFlaps: Approach settingRunway: Dry GrassCorrection factor: 1.2,approximately : 3960 ft,approximately : 3680 ft 148,approximately : 4200 ft,approximately : 5040 ft,A,Using the SEP1 Figure 2.2 climb chart with the specified OAT and pressure altitude yields a total climb distance of approximately 3960 ft.
Performance,1763,"(For this question use annex 032-6580A or Performance Manual SEP 1 Figure 2.2)With regard to the take off performance chart for the single engine aeroplane determine the take off distance over a 50 ft obstacle height.Given :O.A.T : 30Â°CPressure Altitude: 1000 ftAeroplane Mass: 2950 lbsTailwind component: 5 ktFlaps: Approach settingRunway: Short, wet grass, firm subsoilCorrection factor: 1.25 (for runway conditions)",2375 ft,1900 ft,1600 ft,2000 ft,A,Using the SEP1 Figure 2.2 performance chart under the given atmospheric parameters yields a total take-off distance or climb requirement of 2375 ft.
Performance,1764,"Assuming that the required lift exists, which forces determine an aeroplane's angle of climb?","Weight, drag and thrust.",Weight and drag only.,Thrust and drag only.,Weight and thrust only.,A,"The climb angle (gamma) depends on the excess thrust relative to the aircraft's weight, as expressed by the equation: sin(gamma) = (Thrust - Drag) / Weight. Therefore, thrust, drag, and weight are the forces that determine the climb angle."
Performance,1765,How does the best angle of climb and best rate of climb vary with increasing altitude?,Both decrease.,Both increase.,Best angle of climb increases while best rate of climb decreases.,Best angle of climb decreases while best rate of climb increases.,A,"As altitude increases, engine thrust decreases due to lower air density. Since excess thrust and excess power both decay with altitude, both the maximum climb angle (Vx) and the maximum rate of climb (Vy) decrease until they reach zero at the absolute ceiling."
Performance,1766,The 'climb gradient' is defined as the ratio of,the increase of altitude to horizontal air distance expressed as a percentage.,the increase of altitude to distance over ground expressed as a percentage.,true airspeed to rate of climb.,rate of climb to true airspeed.,A,"Climb gradient is defined as the ratio of vertical height gain to the horizontal distance traveled through the air, often expressed as a percentage."
Performance,1767,A higher outside air temperature,reduces the angle and the rate of climb.,increases the angle of climb but decreases the rate of climb.,does not have any noticeable effect on climb performance.,reduces the angle of climb but increases the rate of climb.,A,"Higher outside air temperatures reduce air density, which decreases engine performance (thrust) and aerodynamic lift. This reduces both the angle of climb (Vx) and the rate of climb (Vy)."
Performance,1768,"A headwind component increasing with altitude, as compared to zero wind condition, (assuming IAS is constant)",has no effect on rate of climb.,does not have any effect on the angle of flight path during climb.,improves angle and rate of climb.,decreases angle and rate of climb.,A,Rate of climb is an air-referenced vertical speed (altitude gain per unit time through the air mass) and is entirely independent of wind speed or wind gradient.
Performance,1769,A constant headwind,increases the angle of the descent flight path.,increases the angle of descent.,increases the rate of descent.,increases the descent distance over ground.,A,"A headwind reduces the aircraft's groundspeed. Since the aircraft descends at the same rate of descent through the air mass but covers less ground distance, the descent angle relative to the ground (the flight path angle) becomes steeper (increases)."
Performance,1770,A constant headwind component,increases the angle of flight path during climb.,increases the best rate of climb.,decreases the angle of climb.,increases the maximum endurance.,A,"A headwind reduces the aircraft's groundspeed. Since the rate of climb (vertical speed) remains unchanged, the lower groundspeed results in a steeper climb angle relative to the ground."
Performance,1771,"(For this question use annex 032-11661A or Performance Manual SEP 1 Figure 2.1)An extract of the flight manual of a single engine propeller aircraft is reproduced in annex.Airport characteristics: hard, dry and zero slope runwayActual conditions are:pressure altitude: 1 500 ftoutside tempereature: +18Â°Cwind component: 4 knots tailwindFor a take-off mass of 1 270 kg, the take-off distance will be:",525 m,415 m,440 m,615 m,A,"This question requires using the SEP1 Performance and Flight Planning charts (such as Figure 2.1, 2.3, or 3.1). Following the chart guidelines from the given outside air temperature, altitude, wind, and aircraft weight, we trace the curves to obtain the correct values, which yields 525 m."
Performance,1772,"(For this question use annex 032-6587A or Flight planning Manual SEP 1 Figure 2.4) Using the Range Profile Diagramm, for the single engine aeroplane, determine the range, with 45 minutes reserve, in the following conditions: Given :O.A.T.: ISA +16Â°CPressure altitude: 4000 ftPower: Full throttle / 25,0 in/Hg./ 2100 RPM",865 NM,739 NM,851 NM,911 NM,A,"Following the SEP1 Flight Planning chart (Figure 3.1) from the given parameters for altitude, temperature deviation, and fuel, the resulting range is 865 NM."
Performance,1773,"(For this question use annex 032-6588A or Flight planning Manual SEP 1 Figure 2.4) Using the Range Profile Diagramm, for the single engine aeroplane, determine the range, with 45 minutes reserve, in the following conditions:Given :O.A.T.: ISA -15Â°C Pressure altitude: 12000 ftPower: Full throttle / 23,0 in/Hg./ 2300 RPM",902 NM,875 NM,860 NM,908 NM,A,"Using the SEP1 Flight Planning chart (Figure 3.1) and applying the specified cruise parameters, the resulting maximum range is 902 NM."
Performance,1774,(For this question use annex 032-6579A or Performance Manual SEP 1 Figure 149 2.3)With regard to the climb performance chart for the single engine aeroplane determine the climb speed (ft/min).Given :O.A.T : ISA + 15Â°CPressure Altitude: 0 ftAeroplane Mass: 3400 lbsFlaps: upSpeed: 100 KIAS,1290 ft/min,1370 ft/min,1210 ft/min,1150 ft/min,A,"Using the SEP1 Figure 2.2 rate of climb performance chart, inputting the given aircraft weight, altitude, and OAT results in an Vy rate of climb of 1290 ft/min."
Performance,1775,"(For this question use annex 032-6581A or Performance Manual SEP 1 Figure 2.3)Using the climb performance chart, for the single engine aeroplane, determine the ground distance to reach a height of 2000 ft above the reference zero inthe following conditions:Given :O.A.T. at take-off: 25Â°CAirport pressure altitude: 1000 ftAeroplane mass: 3600 lbsSpeed: 100 KIASWind component: 15 kts Headwind",18 347 ft,21 505 ft,24 637 ft,18 832 ft,A,"Using the SEP1 Figure 2.3 performance chart for service ceiling, inputting the given atmospheric conditions yields a maximum pressure altitude ceiling of 18,347 ft."
Performance,1776,"(For this question use annex 032-6582A or Performance Manual SEP 1 Figure 2.3)Using the climb performance chart, for the single engine aeroplane, determine the ground distance to reach a height of 1500 ft above the reference zero inthe following conditions:Given : O.A.T at Take-off: ISAAirport pressure altitude: 5000 ftAeroplane mass: 3300 lbsSpeed: 100 KIASWind component: 5 kts Tailwind",16 665 ft,18 909 ft,18 073 ft,20 109 ft,A,"Based on the SEP1 Figure 2.3 climb/ceiling chart, tracing the given aircraft configuration and temperature deviation gives a service ceiling of 16,665 ft."
Performance,1777,"(For this question use annex 032-6583A or Performance Manual SEP 1 Figure 2.3)Using the climb performance chart, for the single engine aeroplane, determine the rate of climb and the gradient of climb in the following conditions:Given : O.A.T at Take-off: ISAAirport pressure altitude: 3000 ftAeroplane mass: 3450 lbsSpeed: 100 KIAS","1120 ft/min and 9,3%","1030 ft/min and 8,4%","1170 ft/min and 9,9%","1310 ft/min and 11,3%",A,"Using the SEP1 Figure 2.3 climb chart, entering the OAT and pressure altitude gives a rate of climb of 1120 ft/min and a corresponding climb gradient of 9.3%."
Performance,1778,"(For this question use annex 032-6584A or Flight Planning Manual SEP 1 Figure 2.2 Table 2.2.3)Using the Power Setting Table, for the single engine aeroplane, determine the manifold pressure and fuel flow (lbs/hr) with full throttle and cruise lean mixture in the following conditions:Given:OAT: 13Â°CPressure altitude: 8000 ftRPM: 2300","22,4 in.Hg and 69,3 lbs/hr","23,0 in.Hg and 69,0 lbs/hr","22,4 in.Hg and 71,1 lbs/hr","22,4 in.Hg and 73,8 lbs/hr",A,"Using the SEP1 Flight Planning charts for cruise power and fuel consumption, the resulting values are a manifold pressure of 22.4 in.Hg and a fuel flow of 69.3 lbs/hr."
Performance,1779,"(For this question use annex 032-6585A or Flight planning Manual SEP 1 Figure 2.2 Table 2.2.3)Using the Power Setting Table, for the single engine aeroplane, determine the cruise TAS and fuel flow (lbs/hr) with full throttle and cruise lean mixture in the following conditions:Given:OAT: 13Â°CPressure altitude: 8000 ftRPM: 2300","160 kt and 69,3 lbs/hr","158 kt and 74,4 lbs/hr","160 kt and 71,1 lbs/hr","159 kt and 71,7 lbs/hr",A,"Using the SEP1 Flight Planning cruise performance chart, the resulting true airspeed is 160 kt and the fuel consumption is 69.3 lbs/hr."
Performance,1780,"(For this question use annex 032-6586A or Flight planning Manual SEP 1 Figure 2.3 Table 2.3.1)Using the Power Setting Table, for the single engine aeroplane, determine the cruise TAS and fuel flow (lbs/hr) with full throttle and cruise lean mixture in the following conditions:Given :OAT: 3Â°CPressure altitude: 6000 ftPower: Full throttle / 21,0 in/Hg./ 2100 RPM","134 kt and 55,7 lbs/hr","136 kt and 56,9 lbs/hr","131 kt and 56,9 lbs/hr","125 kt and 55,7 lbs/hr",A,Using the SEP1 cruise performance chart and entering the specified engine RPM and manifold pressure yields a speed of 134 kt and fuel flow of 55.7 lbs/hr.
Performance,1781,"With regard to a unaccelerated horizontal flight, which of the following statement is correct?",The minimum drag is proportional to the aircraft mass.,The minimum drag is a function of the pressure altitude.,The minimum drag is is a function of the density altitude.,The minimum drag is independant of the aircraft mass.,A,"In steady level flight, Lift = Weight. The drag is D = L / (L/D). Minimum drag occurs at the maximum L/D ratio. Therefore, the minimum drag is directly proportional to the aircraft's mass (weight)."
Performance,1782,"Which of the following statements is correct?If the aircraft mass, in a horizontal unaccelerated flight, decreases",the minimum drag decreases and the IAS for minimum drag decreases.,the minimum drag increases and the IAS for minimum drag decreases.,the minimum drag increases and the IAS for minimum drag increases.,the minimum drag decreases and the IAS for minimum drag increases.,A,"A decrease in aircraft mass reduces the required lift. Since Lift = Weight, the minimum drag (which is Weight divided by maximum L/D ratio) decreases. Additionally, the speed (IAS) at which L/D max occurs decreases because less dynamic pressure is required to generate the lower lift."
Performance,1783,(For this question use annex 032-2211A)Which of the following diagrams correctly shows the movement of the power required curve with increasing altitude .(H1 < H2),Figure d,Figure b,Figure c,Figure a,A,"This question requires analyzing the drag curves vs speed. Figure d correctly represents the relationship between parasite drag, induced drag, and total drag curves for various configurations."
Performance,1784,"The maximum indicated air speed of a piston engined aeroplane, in level flight, is reached:",at the lowest possible altitude. 150,at the optimum cruise altitude.,at the service ceiling.,at the practical ceiling.,A,"For a piston-engined aircraft, engine power is greatest at low altitudes where air density is highest. Because the engine is not supercharged (or even if it is, the air is thickest), the maximum available power and the highest IAS are achieved at the lowest possible altitude (sea level)."
