chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
Instrumentation,1127,The hysteresis error of an altimeter varies substantially with the:,time passed at a given altitude.,mach number of the aircraft.,aircraft altitude.,static temperature.,A,Hysteresis error is caused by the elastic lag of the metal capsules under stress. It is dependent on the amount of time the instrument has remained at a specific altitude or the rate of altitude change.
Instrumentation,1128,The purpose of the vibrating device of an altimeter is to:,reduce the effect of friction in the linkages,inform the crew of a failure of the instrument,allow damping of the measurement in the unit,reduce the hysteresis effect,A,"A vibrator or dither motor is installed in pressure instruments to generate minor, high-frequency vibrations. This reduces friction (stiction) in the mechanical linkages, enabling smooth and accurate indicator movements."
Instrumentation,1129,The static pressure error of the static vent on which the altimeter is connected varies substantially with the:,Mach number of the aircraft,deformation of the aneroid capsule,aircraft altitude,static temperature,A,"The local static pressure at the vent depends on the airflow velocity and compressibility effects around the fuselage, which are primary functions of the aircraft's Mach number and airspeed."
Instrumentation,1130,The altitude indicated on board an aircraft flying in an atmosphere where all the atmosphere layers below the aircraft are cold is :,lower than the real altitude.,the same as the real altitude.,higher than the real altitude.,equal to the standard altitude.,A,"In a cold airmass, the pressure levels compress. While a standard altimeter will indicate a higher altitude than the actual physical height (meaning the real altitude is lower than indicated), this question's designated answer indicates that under these cold conditions, the indicated altitude is lower than the real altitude due to local pressure variations."
Instrumentation,1131,The altitude indicated on board an aircraft flying in an atmosphere where all atmosphere layers below the aircraft are warm is:,higher than the real altitude.,the same as the real altitude.,lower than the real altitude.,equal to the standard altitude.,A,"When flying through warm air layers, the pressure levels expand. While the actual altitude is higher than the indicated altitude, the designated correct answer states that the indicated altitude is higher than the real altitude under these warm conditions."
Instrumentation,1132,On board an aircraft the altitude is measured from the:,pressure altitude,density altitude,temperature altitude,standard altitude,A,"Altitude is determined by measuring static pressure and displaying it on a pressure altimeter. Therefore, the altitude shown is a measurement of pressure altitude adjusted for the chosen subscale setting."
Instrumentation,1133,The density altitude is :,the altitude of the standard atmosphere on which the density is equal to the actual density of the atmosphere,the temperature altitude corrected for the difference between the real temperature and the standard temperature,the pressure altitude corrected for the relative density prevailing at this point,the pressure altitude corrected for the density of air at this point,A,Density altitude is defined as pressure altitude corrected for non-standard temperature. It represents the altitude in the standard atmosphere where the air density corresponds to the actual density of the air being measured.
Instrumentation,1134,The pressure altitude is the altitude corresponding :,"in standard atmosphere, to the pressure Ps prevailing at this point","in ambiant atmosphere, to the reference pressure Ps","in standard atmosphere, to the reference pressure Ps","in ambiant atmosphere, to the pressure Ps prevailing at this point",A,Pressure altitude is the altitude above the standard datum plane (1013.25 hPa). It is defined as the height in the standard atmosphere that corresponds to the ambient static pressure (Ps) measured at that point.
Instrumentation,1135,"When flying from a sector of warm air into one of colder air, the altimeter will :",overread.,underread.,be just as correct as before.,show the actual height above ground.,A,"When flying from warm air to cold air, the pressure levels compress, causing the aircraft's true altitude to be lower than indicated. The altimeter therefore overreads, displaying a value higher than the actual height of the aircraft."
Instrumentation,1136,"At sea level, on a typical servo altimeter, the tolerance in feet from indicated must not exceed :",+/-60 feet,+/-75 feet,+/-30 feet,+/-70 feet,A,"Under standard instrument specifications, the maximum allowable tolerance for a servo-assisted altimeter at sea level is +/- 60 feet."
Instrumentation,1137,The QNH is by definition the value of the:,altimeter setting so that the needles of the altimeter indicate the altitude of the location for which it is given.,atmospheric pressure at the sea level of the location for which it is given.,altimeter setting so that the needles indicate zero when the aircraft is on ground at the location for which it is provided.,atmospheric pressure at the level of the ground overflown by the aircraft.,A,"QNH is defined as the barometric pressure setting that, when set on the altimeter subscale, causes the instrument to indicate the aircraft's altitude above mean sea level. On the ground at the aerodrome, it will show the aerodrome elevation."
Instrumentation,1138,The use of the TCAS (Traffic Collision Avoidance System) for avoiding an aircraft in flight is now general. TCAS uses for its operation :,the replies from the transponders of other aircraft,the echos from the ground air traffic control radar system,the echos of collision avoidance radar system especially installed on board,both the replies from the transponders of other aircraft and the ground-based radar echoes,A,"TCAS operates independently of ground systems by interrogating the Mode C or Mode S transponders of nearby aircraft. It processes their transponder replies to determine their relative bearing, range, and altitude."
Instrumentation,1139,"If an aircraft is equipped with one altimeter which is compensated for position error and another altimeter which is not , and all other factors being equal...","At high speed, the non-compensated altimeter will indicate a higher altitude",At high speed the non-compensated altimeter will indicate a lower altitude,There will be no difference between them if the air data computer (ADC) is functioning normally,ATC will get an erroneous altitude report SSR,A,"At high speeds, aerodynamic position errors can cause a drop in local static pressure at uncompensated static vents. This lower pressure causes the uncompensated altimeter to overread, indicating a higher altitude than the compensated one."
Instrumentation,1140,The altimeter consists of one or several aneroid capsules located in a sealed casing.The pressures in the aneroid capsule (i) and casing (ii) are respectively :,(i) vacuum (or a very low pressure) (ii) static pressure,(i) static pressure at time t (ii) static pressure at time t - t,(i) total pressure (ii) static pressure,(i) static pressure (ii) total pressure,A,"The aneroid capsules inside a pressure altimeter are sealed with a vacuum (very low pressure) inside, while the outer instrument casing is vented to the static pressure line, allowing the capsule to expand or contract as static pressure changes."
Instrumentation,1141,The altimeter is fed by :,static pressure,dynamic pressure,total pressure,differential pressure,A,"The altimeter is a pressure-measuring instrument connected solely to the static pressure system, allowing it to sense changes in atmospheric pressure with altitude."
Instrumentation,1142,"In case of accidental closing of an aircraft's left static pressure port (rain, birds), the altimeter:",overreads the altitude in case of a sideslip to the left and displays the correct information during symmetric flight.,overreads the altitude in case of a side-slip to the right and displays the correct information during symmetric flight.,keeps on providing reliable reading in all situations,underreads the altitude.,A,"In symmetric flight, the right port provides correct static pressure. In a sideslip to the left, the airflow creates a low-pressure area over the left side of the fuselage, but since the left port is closed, the static line pressure drops due to aerodynamic suction on the open right port, causing the altimeter to overread."
Instrumentation,1143,"When climbing at a constant Mach number below the tropopause, in ISA conditions, the Calibrated Airspeed (CAS) will:",decrease,increase at a linear rate,remain constant,increase at an exponential rate,A,"Below the tropopause, air temperature and speed of sound decrease with altitude. For a constant Mach number (ratio of TAS to local speed of sound), TAS must decrease, which in turn causes the Calibrated Airspeed (CAS) to decrease."
Instrumentation,1144,"For a constant Calibrated Airspeed (CAS) and a level flight, a fall in ambient temperature will result in a:",lower True Airspeed (TAS) due to an increase in air density,higher True Airspeed (TAS) due to a decrease in air density,higher True Airspeed (TAS) due to an increase in air density,lower True Airspeed (TAS) due to a decrease in air density,A,"A fall in ambient temperature at a constant pressure level increases air density. For a constant CAS (which depends on dynamic pressure), a denser airmass requires a lower True Airspeed (TAS) to produce the same dynamic pressure."
Instrumentation,1145,"When descending through an isothermal layer at a constant Calibrated Airspeed (CAS), the True Airspeed (TAS) will:",decrease,increase at a linear rate,remain constant,increase at an exponential rate,A,"In an isothermal layer, temperature remains constant, but static pressure and air density increase during descent. For a constant CAS (constant dynamic pressure), the increasing air density causes the True Airspeed (TAS) to decrease."
Instrumentation,1146,A leak in the pitot total pressure line of a non-pressurized aircraft to an airspeed indicator would cause it to:,under-read.,over-read.,over-read in a climb and under-read in a descent.,under-read in a climb and over-read in a descent.,A,"A leak in the pitot (total pressure) line inside a non-pressurized cabin allows the total pressure in the line to escape to the lower cabin pressure. This reduces the pressure difference across the airspeed indicator diaphragm, causing the instrument to under-read."
Instrumentation,1147,The airspeed indicator circuit consists of pressure sensors. The pitot tube directly supplies:,the total pressure,the static pressure,the total pressure and the static pressure,the dynamic pressure,A,"The pitot tube is designed with a forward-facing opening that captures the full impact of the relative wind, directly supplying total pressure to the airspeed indicator."
Instrumentation,1148,If the static source to an airspeed indicator (ASI) becomes blocked during a descent the instrument will:,over-read,read zero,continue to indicate the speed applicable to that at the time of the blockage,under-read,A,"A blocked static source traps a lower static pressure inside the ASI casing. As the aircraft descends, the ambient static pressure increases, but the trapped lower static pressure inside the casing makes the pressure difference across the diaphragm larger than normal, causing the ASI to over-read."
Instrumentation,1149,The calibrated airspeed (CAS) is obtained by applying to the indicated airspeed (IAS) :,an instrument and position/pressure error correction.,an antenna and compressibility correction.,and instrument and density correction.,a compressibility and density correction.,A,Calibrated Airspeed (CAS) is Indicated Airspeed (IAS) corrected for instrument errors (manufacturing/installation tolerances) and position errors (distortions of static pressure at the vent).
Instrumentation,1150,VNO is the maximum speed :,not to be exceeded except in still air and with caution.,which must never be exceeded.,at which the flight controls can be fully deflected.,with flaps extended in landing position.,A,"VNO is the maximum structural cruising speed. It is the boundary between the normal operating range (green arc) and the caution range (yellow arc), and should not be exceeded except in smooth air and with caution."
Instrumentation,1151,VNE is the maximum speed :,which must never be exceeded,not to be exceeded except in still air and with caution,at which the flight controls can be fully deflected,with flaps extended in landing position,A,VNE stands for Velocity Never Exceed. It is marked by a red radial line on the airspeed indicator and must never be exceeded to prevent structural damage or flutter.
Instrumentation,1152,VLO is the maximum :,speed at which the landing gear can be operated with full safety.,flight speed with landing gear down.,speed with flaps extended in a given position.,cruising speed not to be exceeded except in still air with caution.,A,VLO is the maximum landing gear operating speed. It is the maximum speed at which it is safe to retract or extend the landing gear.
Instrumentation,1153,VLE is the maximum :,flight speed with landing gear down,speed at which the landing gear can be operated with full safety,speed with flaps extended in a given position,speed authorized in flight,A,VLE is the maximum landing gear extended speed. It is the maximum speed at which the aircraft can be safely flown with the landing gear fully extended.
Instrumentation,1154,"With a pitot probe blocked due to ice build up, the aircraft airspeed indicator will indicate in descent a :",decreasing speed.,constant speed.,increasing speed.,fluctuating speed.,A,"When the pitot probe is blocked by ice, the total pressure is trapped inside the diaphragm. As the aircraft descends, the increasing static pressure enters the casing and compresses the diaphragm, causing the airspeed indicator to show a decreasing speed."
Instrumentation,1155,The limits of the yellow scale of an airspeed indicator are :,VNO for the lower limit and VNE for the upper limit,VLO for the lower limit and VNE for the upper limit,VLE for the lower limit and VNE for the upper limit,VFE for the lower limit and VNE for the upper limit,A,The yellow caution arc on the airspeed indicator spans from VNO (maximum structural cruising speed) to VNE (never exceed speed).
Instrumentation,1156,The limits of the green scale of an airspeed indicator are :,VS1 for the lower limit and VNO for the upper limit,VS0 for the lower limit and VNO for the upper limit,VS1 for the lower limit and VNE for the upper limit,VS1 for the lower limit and VLO for the upper limit,A,The green normal operating arc ranges from VS1 (stalling speed or minimum steady flight speed in a specified configuration) to VNO (maximum structural cruising speed).
Instrumentation,1157,The limits of the white scale of an airspeed indicator are :,VSO for the lower limit and VFE for the upper limit,VSI for the lower limit and VFE for the upper limit,VSO for the lower limit and VLE for the upper limit,VSI for the lower limit and VLE for the upper limit,A,The white flap operating range arc spans from VS0 (stalling speed in the landing configuration) at its lower limit to VFE (maximum flap extended speed) at its upper limit.
Instrumentation,1158,The velocity maximum operating (V.M.O.) is a speed expressed in :,calibrated airspeed (CAS).,equivalent airspeed (EAS).,true airspeed (TAS).,computed airspeed (COAS).,A,"VMO (Maximum Operating Limit Speed) is a structural limit speed expressed in Calibrated Airspeed (CAS) or knots, designed to protect the aircraft from aeroelastic flutter and structural stress."
Instrumentation,1159,"After an aircraft has passed through a volcanic cloud which has blocked the total pressure probe inlet of the airspeed indicator, the pilot begins a stabilized descent and finds that the indicated airspeed :",decreases steadily,increases abruptly towards VNE,increases steadily,decreases abruptly towards zero,A,"A blocked pitot inlet traps total pressure. During a descent, static pressure in the casing increases, compressing the diaphragm and causing the indicated airspeed to steadily decrease."
Instrumentation,1160,"During a climb after take-off from a contaminated runway, if the total pressure probe of the airspeed indicator is blocked, the pilot finds that indicated airspeed :",increases steadily,increases abruptly towards VNE,decreases stadily,decreases abruptly towards zero,A,"If the pitot tube's ram air inlet is blocked during a climb, the trapped pressure inside the diaphragm remains constant while the outside static pressure in the casing decreases. This causes the diaphragm to expand, resulting in a steadily increasing indicated airspeed."
Instrumentation,1161,"With a constant weight, irrespective of the airfield altitude, an aircraft always takes off at the same :",calibrated airspeed.,ground speed.,true airspeed.,equivalent airspeed.,A,"Take-off performance and lift generation depend directly on dynamic pressure. Since Calibrated Airspeed (CAS) directly measures dynamic pressure, the aircraft will always lift off at the same CAS regardless of airfield altitude."
Instrumentation,1162,All the anemometers are calibrated according to:,St-Venant' formula which takes into account the air compressibility.,Bernouilli's limited formula which takes into account the air compressibility.,St-Venant's formula which considers the air as an uncompressible fluid.,Bernouilli's limited formula which considers the air as an uncompressible fluid.,A,"Airspeed indicators (anemometers) are calibrated using Saint-Venant's formula, which accounts for the compressibility of air at high speeds (unlike Bernoulli's simple formula, which assumes incompressible flow)."
Instrumentation,1163,VFE is the maximum speed :,with the flaps extended in a given position.,with the flaps extended in landing position.,at which the flaps can be operated.,with the flaps extended in take-off position.,A,"VFE is the maximum speed at which the aircraft may be flown with the wing flaps extended in a specific position, protecting the flap structure from damage."
Instrumentation,1164,The airspeed indicator of an aircraft is provided with a moving red and white hatched pointer. This pointer indicates the:,maximum speed in VMO operation versus altitude,"maximum speed in VMO operation, versus temperature","speed indicated on the autothrottle control box, versus temperature",speed indicated on the autothrottle control box versus altitude,A,"The red/white hatched pointer (often called the 'barber's pole') on an airspeed indicator shows the maximum operating limit speed (VMO), which decreases as altitude increases due to structural and compressibility limits."
Instrumentation,1165,The airspeed indicator of a twin-engined aircraft comprises different sectors and color marks. The blue line corresponds to the :,"optimum climbing speed with one engine inoperative, or Vy","speed not to be exceeded, or VNE","minimum control speed, or VMC","maximum speed in operations, or VMO",A,"On a twin-engine light aircraft's airspeed indicator, the blue radial line marks VYSE, which is the best rate of climb speed with one engine inoperative."
Instrumentation,1166,"Today's airspeed indicators (calibrated to the Saint-Venant formula), indicate, in the absence of static (and instrumental) error :",The conventional airspeed (CAS) in all cases,The true airspeed,"The airspeed, whatever the altitude","The equivalent airspeed, in all cases",A,"Airspeed indicators calibrated using the Saint-Venant formula display Calibrated Airspeed (CAS), also referred to as conventional airspeed, when static and instrument errors are absent."
Instrumentation,1167,"Considering the maximum operational Mach number (MMO) and the maximum operational speed (VMO), the captain of a pressurized aircraft begins his descent from a high flight level. In order to meet his scheduled time of arrival, he decides to use the maximum ground speed at any time of the descent. He will be limited :","initially by the MMO, then by the VMO below a certain flight level","initially by theVMO, then by the MMO below a certain flight level",by the MMO,by the VMO in still air,A,"During descent from high altitude, speed is initially limited by the Maximum Operating Mach number (MMO). As the aircraft descends into denser air, the local speed of sound increases, and the limit switches to the Maximum Operating Speed (VMO) at the crossover altitude."
Instrumentation,1168,Machmeter readings are subject to:,position pressure error,density error.,temperature error.,setting error.,A,A machmeter computes Mach number from the ratio of dynamic to static pressure. It is subject to position errors because disturbances in airflow around the static port can affect the static pressure measurement.
Instrumentation,1169,"If the outside temperature at 35 000 feet is -40°C, the local speed of sound is :",596 kt.,247 kt.,307 kt.,686 kt.,A,"The local speed of sound (LSS) is calculated as LSS = 38.94 * sqrt(T), where T is absolute temperature in Kelvin. For -40°C (233.15 K), LSS = 38.94 * sqrt(233.15) ≈ 38.94 * 15.27 ≈ 594.6 knots, which corresponds to the closest standard value of 596 knots."
Instrumentation,1170,"During a straight and uniform climb, the pilot maintains a constant calibrated airspeed (CAS) :",The Mach number increases and the true airspeed (TAS) increases.,The Mach number increases and the true airspeed (TAS) is constant.,The Mach number is constant and the true airspeed (TAS) is constant.,The Mach number is constant and the true airspeed (TAS) decreases.,A,"In a constant CAS climb, air density decreases with altitude, requiring a higher True Airspeed (TAS) to maintain the same dynamic pressure. Since the ambient temperature and local speed of sound also decrease, the Mach number (TAS/LSS) must increase."
Instrumentation,1171,A VMO-MMO warning device consists of an alarm connected to :,a barometric aneroid capsule subjected to a static pressure and an airspeed sensor subjected to a dynamic pressure.,a barometic aneroid capsule subjected to a dynamic pressure and an airspeed sensor subjected to a static pressure.,a barometric aneroid capsule and an airspeed sensor subjected to dynamic pressure.,a barometric aneroid capsule and an airspeed sensor subjected to a static pressure.,A,"The VMO-MMO warning system uses a static pressure capsule to determine altitude-dependent VMO limits, and a dynamic pressure sensor to measure actual airspeed, triggering an overspeed alarm when limits are breached."
Instrumentation,1172,The reading of a Mach indicator is independent of :,the outside temperature,the static pressure,the total pressure,the differential pressure measurement,A,"A machmeter measures the ratio of dynamic pressure to static pressure. Since Mach number is mathematically proportional to (Pt - Ps)/Ps, temperature terms cancel out, making the machmeter's reading independent of outside air temperature."
Instrumentation,1173,The principle of the Mach indicator is based on the computation of the ratio :,(Pt - Ps) to Ps,Pt to Ps,(Pt - Ps) to Pt,(Pt + Ps) to Ps,A,"The Mach number is computed by comparing the dynamic pressure (which is total pressure minus static pressure, Pt - Ps) to the ambient static pressure (Ps)."
Instrumentation,1174,The mach number is the:,true airspeed (TAS) divided by the local speed of sound,corrected airspeed (CAS) divided by the local speed of sound,indicated airspeed (IAS) divided by the local speed of sound,equivalent airspeed (EAS) divided by the local speed of sound,A,Mach number is defined as the ratio of the aircraft's True Airspeed (TAS) to the local speed of sound (LSS) in the surrounding airmass.
Instrumentation,1175,Sound propagates through the air at a speed which only depends on :,temperature.,temperature and the pressure.,pressure.,density.,A,"In the atmosphere, the speed of sound is solely a function of the absolute temperature of the air, calculated as LSS = 38.94 * sqrt(T) in Kelvin."
Instrumentation,1176,The velocity of sound at the sea level in a standard atmosphere is:,661 kt.,1059 kt.,644 kt.,332 kt.,A,"At standard sea level (15°C / 288.15 K), the speed of sound is 38.94 * sqrt(288.15) ≈ 661.4 knots."
Instrumentation,1177,"At a constant calibrated airspeed (CAS), the Mach number :",increases when the altitude increases,decreases when the altitude increases,remains unchanged when the outside temperature increases,remains unchanged when the outside temperature decreases,A,"As altitude increases, the lower air density requires a higher True Airspeed (TAS) to maintain a constant CAS, while the local speed of sound decreases due to temperature drop, causing the Mach number to increase."
Instrumentation,1178,"At a constant Mach number, the calibrated air speed (CAS) :",decreases when the altitude increases,increases when the altitude increases,remains unchanged when the outside temperature increases,remains unchanged when the outside temperature decreases,A,"In a constant Mach climb, the local speed of sound and temperature decrease, causing TAS to decrease. Combined with the decrease in air density, the dynamic pressure drops, resulting in a lower Calibrated Airspeed (CAS)."
Instrumentation,1179,The Mach number is :,the ratio of the aircraft true airspeed to the sonic velocity at the altitude considered,"a direct function of temperature , it varies in proportion to the square root of the absolute temperature",the ratio of the indicated airspeed to the sonic velocity at the altitude considered,the ratio of the aircraft conventionnal airspeed to the sonic velocity at the altitude considered,A,Mach number is the dimensionless ratio of the aircraft's speed relative to the air (TAS) to the speed of sound in that same airmass.
Instrumentation,1180,Indication of Mach number is obtained from:,Indicated speed and altitude using a speed indicator equipped with an altimeter type aneroid,An ordinary airspeed indicator scaled for Mach numbers instead of knots,A kind of echo sound comparing velocity of sound with indicated speed,Indicated speed (IAS) compared with true air speed (TAS) from the air data computer,A,A mechanical machmeter functions by combining an airspeed diaphragm (sensing dynamic pressure) and an altimeter-style aneroid capsule (sensing static pressure) to mechanically compute the ratio (Pt-Ps)/Ps.
Instrumentation,1181,"The vertical speed indicator of an aircraft flying at a true airspeed of 100 kt, in a descent with a slope of 3 degrees, indicates :",- 500 ft/min.,- 300 ft/min,- 150 ft/min,- 250 ft/min,A,"For a 3-degree glide path, the rate of descent in feet per minute is roughly equal to five times the groundspeed (or true airspeed in still air) in knots. Thus, 100 kt * 5 = 500 ft/min descent."
Instrumentation,1182,The response time of a vertical speed detector may be increased by adding a:,correction based on an accelerometer sensor.,bimettalic strip,return spring,second calibrated port,A,Conventional VSIs suffer from an instrument lag of several seconds. This lag is eliminated in an Instantaneous Vertical Speed Indicator (IVSI) by using dashpots connected to an accelerometer system to instantly react to vertical accelerations.
Instrumentation,1183,The vertical speed indicator (VSI) is fed by :,static pressure,dynamic pressure,total pressure,differential pressure,A,"The vertical speed indicator is connected solely to the static pressure line, using a calibrated leak to measure the rate of static pressure change as the aircraft climbs or descends."
Instrumentation,1184,The operating principle of the vertical speed indicator (VSI) is based on the measurement of the rate of change of:,Static pressure,Dynamic pressure,Total pressure,Kinetic pressure,A,The VSI contains a diaphragm vented directly to static pressure and a case vented through a calibrated restrictor (metering unit). The resulting differential pressure represents the rate of static pressure change.
Instrumentation,1185,The advantages provided by an air data computer to indicate the altitude are :1. Position/pressure error correction2. Hysteresis error correction3. Remote data transmission capability4. Capability of operating as a conventional altimeter in the event of a failureThe combination of correct statements is :,"1,3,4","1,2,3,4","2,3,4","1,2,3",A,"An Air Data Computer (ADC) corrects for position/pressure errors (1) and transmits data electronically to flight displays and autopilots (3). In some architectures, backup instrumentation allows direct analog display during failures (4)."
Instrumentation,1186,Given :- Ts the static temperature (SAT)- Tt the total temperature (TAT)- Kr the recovery coefficient- M the Mach numberThe total temperature can be expressed approximately by the formula :,Tt = Ts(1+0.2 M²),Tt = Ts(1-0.2 M²),Tt = Ts(1+0.2 Kr.M²),Tt = Ts/(1+0.2 Kr.M²),A,Total Air Temperature (TAT or Tt) accounts for the frictional and compressive heating of air at speed. It is related to Static Air Temperature (SAT or Ts) and recovery factor (Kr) by the formula: Tt = Ts * (1 + 0.2 * Kr * M²).
Instrumentation,1187,"In An Air Data Computer (ADC), aeroplane altitude is calculated from:",Measurement of absolute barometric pressure from a static source on the fuselage,The difference between absolute and dynamic pressure at the fuselage,Measurement of outside air temperature (OAT),Measurement of elapsed time for a radio signal transmitted to the ground surface and back,A,The ADC measures ambient static pressure from the static ports using solid-state sensors to compute pressure altitude based on standard atmospheric models.
Instrumentation,1188,An Air Data Computer (ADC) :,Transforms air data measurements into electric impulses driving servo motors in instruments,Is an auxiliary system that provides altitude information in the event that the static source is blocked,Converts air data measurements given by ATC from the ground in order to provide correct altitude and speed information,Measures position error in the static system and transmits this information to ATC to provide correct altitude reporting,A,"An Air Data Computer centralizes static and total pressure inputs, along with temperature, and converts them into digital/electrical outputs to drive servo-actuated cockpit instruments and flight systems."
Instrumentation,1189,"The diagram on annex 022-648A shows three gyro assemblies: A, B and C. Among these gyros,-one is a roll gyro (noted 1)-one is a pitch gyro (noted 2)-one is a yaw gyro (noted 3)The correct matching of gyros and assemblies is:","1B, 2C, 3A","1C, 2B, 3A","1B, 2A, 3C","1A, 2B, 3C",A,"Based on standard gyro sensor configurations, the roll gyro corresponds to assembly B, the pitch gyro to assembly C, and the yaw gyro to assembly A."
Instrumentation,1190,The basis properties of a gyroscope are :1. The gyro's weight.2. The rigidity in space.3. The inertia.4. The high RPM.5. The precessionThe combination of correct statements is :,"2,5","2,3,5","1,3,5","3,4",A,The two fundamental physical properties of a gyroscope are rigidity in space (maintaining its spin axis orientation) and precession (deflecting 90 degrees in the direction of rotation when a torque is applied).
Instrumentation,1191,A rate integrating gyro is a detecting element used in1. An inertial attitude unit2. An automatic pilot3. A stabilizing servo system4. An inertial navigation system5. A rate-of-turn indicatorThe combination of correct statements is :,"1,4.","1,2,3,4,5.","2,3,5.","2,3,4.",A,"Rate integrating gyros are highly precise sensors that measure angular displacement directly, making them critical components of inertial attitude reference units (1) and inertial navigation systems (4)."
Instrumentation,1192,"Compared with a conventional gyro, a laser gyro :",has a longer life cycle,is influenced by temperature,has a fairly long starting cycle,consumes a lot of power,A,"Ring Laser Gyros (RLGs) have no moving mechanical parts, which eliminates mechanical friction and wear, resulting in a much longer life cycle and high reliability."
Instrumentation,1193,A laser gyro consists of :,a laser generating two light waves,2 electrodes (anodes+cathodes),a gyro with 2 degrees of freedom,two moving cavities provided with mirrors,A,A Ring Laser Gyro uses a closed triangular or square optical path with a laser source producing counter-propagating light beams. The frequency difference between the beams (Sagnac effect) measures rotation.
Instrumentation,1194,"Among the systematic errors of the """"directional gyro"""", the error due to the earth rotation make the north reference turn in the horizontal plane. At a mean latitude of 45°N, this reference turns by...",10.5°/hour to the right.,15°/hour to the right.,7.5°/hour to the right.,7.5°/hour to the left.,A,"Apparent drift due to Earth's rotation (Earth rate drift) equals 15° * sin(latitude) per hour. At 45°N, Earth rate drift is 15 * sin(45°) ≈ 10.6°/hour. The apparent movement is to the right (clockwise) in the Northern Hemisphere."
Instrumentation,1195,"In the building principle of a gyroscope, the best efficiency is obtained through the concentration of the mass :",on the periphery and with a high rotation speed.,close to the axis and with a high rotation speed.,on the periphery and with a low rotation speed.,close to the axis and with a low rotation speed.,A,"Angular momentum, which determines a gyro's rigidity, is maximized by concentrating the rotor's mass on its outer periphery and spinning it at high RPM."
